State,County,Violent Crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property Crime,Burglary,Larceny-theft,Motor Vehicle Theft,Arson1,
IOWA - Nonmetropolitan Counties,Muscatine,18.0,0.0,7.0,0.0,11.0,104.0,47.0,50.0,7.0,2.0,
IOWA - Nonmetropolitan Counties,O'Brien,11.0,0.0,1.0,0.0,10.0,99.0,31.0,64.0,4.0,0.0,
IOWA - Nonmetropolitan Counties,Osceola,3.0,0.0,0.0,0.0,3.0,15.0,10.0,3.0,2.0,0.0,
IOWA - Nonmetropolitan Counties,Page,6.0,0.0,2.0,0.0,4.0,50.0,19.0,29.0,2.0,0.0,
IOWA - Nonmetropolitan Counties,Palo Alto,5.0,0.0,1.0,0.0,4.0,48.0,27.0,20.0,1.0,6.0,
IOWA - Nonmetropolitan Counties,Pocahontas,1.0,0.0,1.0,0.0,0.0,27.0,16.0,9.0,2.0,0.0,
IOWA - Nonmetropolitan Counties,Poweshiek,2.0,0.0,1.0,0.0,1.0,125.0,56.0,57.0,12.0,2.0,
IOWA - Nonmetropolitan Counties,Sac,5.0,0.0,1.0,1.0,3.0,45.0,16.0,26.0,3.0,0.0,
IOWA - Nonmetropolitan Counties,Shelby,5.0,0.0,1.0,0.0,4.0,29.0,15.0,11.0,3.0,0.0,
IOWA - Nonmetropolitan Counties,Sioux,3.0,0.0,0.0,0.0,3.0,57.0,15.0,35.0,7.0,3.0,
IOWA - Nonmetropolitan Counties,Tama,26.0,0.0,0.0,0.0,26.0,144.0,78.0,58.0,8.0,5.0,
IOWA - Nonmetropolitan Counties,Union,4.0,0.0,0.0,0.0,4.0,38.0,13.0,19.0,6.0,0.0,
IOWA - Nonmetropolitan Counties,Van Buren,11.0,1.0,1.0,0.0,9.0,72.0,43.0,24.0,5.0,1.0,
IOWA - Nonmetropolitan Counties,Wapello,17.0,0.0,0.0,0.0,17.0,116.0,58.0,50.0,8.0,2.0,
IOWA - Nonmetropolitan Counties,Wayne,1.0,0.0,0.0,0.0,1.0,44.0,19.0,24.0,1.0,0.0,
IOWA - Nonmetropolitan Counties,Webster,32.0,0.0,0.0,0.0,32.0,264.0,106.0,137.0,21.0,3.0,
IOWA - Nonmetropolitan Counties,Winnebago,2.0,0.0,0.0,0.0,2.0,22.0,13.0,4.0,5.0,0.0,
IOWA - Nonmetropolitan Counties,Winneshiek,0.0,0.0,0.0,0.0,0.0,22.0,4.0,18.0,0.0,0.0,
IOWA - Nonmetropolitan Counties,Worth,5.0,0.0,1.0,0.0,4.0,102.0,39.0,59.0,4.0,1.0,
IOWA - Nonmetropolitan Counties,Wright,1.0,0.0,0.0,0.0,1.0,51.0,20.0,27.0,4.0,0.0,
KANSAS - Metropolitan Counties,Douglas,33.0,0.0,2.0,3.0,28.0,236.0,72.0,153.0,11.0,4.0,
KANSAS - Metropolitan Counties,Geary,7.0,0.0,0.0,1.0,6.0,30.0,8.0,17.0,5.0,0.0,
KANSAS - Metropolitan Counties,Linn,22.0,0.0,1.0,1.0,20.0,106.0,42.0,57.0,7.0,2.0,
KANSAS - Metropolitan Counties,Riley County Police Department,205.0,4.0,47.0,20.0,134.0,1571.0,268.0,1258.0,45.0,10.0,
KANSAS - Metropolitan Counties,Shawnee,89.0,1.0,9.0,10.0,69.0,1226.0,276.0,906.0,44.0,16.0,
KANSAS - Metropolitan Counties,Wabaunsee,13.0,1.0,0.0,1.0,11.0,67.0,22.0,41.0,4.0,5.0,
KANSAS - Metropolitan Counties,Wyandotte,14.0,0.0,1.0,3.0,10.0,10.0,1.0,9.0,0.0,0.0,
KANSAS - Nonmetropolitan Counties,Anderson,7.0,0.0,0.0,1.0,6.0,53.0,24.0,25.0,4.0,6.0,
KANSAS - Nonmetropolitan Counties,Chase,3.0,0.0,0.0,0.0,3.0,8.0,5.0,3.0,0.0,0.0,
KANSAS - Nonmetropolitan Counties,Clark,2.0,0.0,0.0,0.0,2.0,44.0,18.0,24.0,2.0,0.0,
KANSAS - Nonmetropolitan Counties,Clay,3.0,0.0,0.0,0.0,3.0,22.0,9.0,12.0,1.0,0.0,
KANSAS - Nonmetropolitan Counties,Cloud,20.0,0.0,1.0,0.0,19.0,53.0,23.0,28.0,2.0,1.0,
KANSAS - Nonmetropolitan Counties,Coffey,11.0,0.0,0.0,0.0,11.0,51.0,18.0,32.0,1.0,1.0,
KANSAS - Nonmetropolitan Counties,Dickinson,5.0,0.0,1.0,0.0,4.0,136.0,36.0,92.0,8.0,9.0,
KANSAS - Nonmetropolitan Counties,Edwards,1.0,0.0,1.0,0.0,0.0,18.0,2.0,16.0,0.0,2.0,
KANSAS - Nonmetropolitan Counties,Elk,3.0,0.0,1.0,0.0,2.0,26.0,6.0,20.0,0.0,0.0,
KANSAS - Nonmetropolitan Counties,Finney,35.0,0.0,10.0,1.0,24.0,252.0,96.0,147.0,9.0,3.0,
KANSAS - Nonmetropolitan Counties,Ford,11.0,0.0,0.0,1.0,10.0,101.0,29.0,67.0,5.0,3.0,
KANSAS - Nonmetropolitan Counties,Graham,0.0,0.0,0.0,0.0,0.0,13.0,4.0,9.0,0.0,1.0,
KANSAS - Nonmetropolitan Counties,Grant,0.0,0.0,0.0,0.0,0.0,10.0,1.0,8.0,1.0,0.0,
KANSAS - Nonmetropolitan Counties,Gray,0.0,0.0,0.0,0.0,0.0,23.0,10.0,13.0,0.0,0.0,
KANSAS - Nonmetropolitan Counties,Harper,3.0,0.0,1.0,0.0,2.0,23.0,9.0,10.0,4.0,2.0,
KANSAS - Nonmetropolitan Counties,Hodgeman,4.0,0.0,0.0,0.0,4.0,16.0,8.0,7.0,1.0,0.0,
KANSAS - Nonmetropolitan Counties,Kiowa,3.0,1.0,0.0,0.0,2.0,20.0,5.0,13.0,2.0,0.0,
KANSAS - Nonmetropolitan Counties,Lane,6.0,0.0,0.0,0.0,6.0,11.0,4.0,6.0,1.0,0.0,
KANSAS - Nonmetropolitan Counties,Lyon,10.0,0.0,2.0,1.0,7.0,117.0,20.0,95.0,2.0,7.0,
KANSAS - Nonmetropolitan Counties,McPherson,9.0,2.0,1.0,0.0,6.0,85.0,25.0,54.0,6.0,4.0,
KANSAS - Nonmetropolitan Counties,Morris,5.0,0.0,0.0,0.0,5.0,33.0,12.0,21.0,0.0,5.0,
KANSAS - Nonmetropolitan Counties,Norton,2.0,0.0,1.0,0.0,1.0,16.0,10.0,6.0,0.0,0.0,
KANSAS - Nonmetropolitan Counties,Ottawa,10.0,0.0,0.0,0.0,10.0,55.0,23.0,30.0,2.0,0.0,
KANSAS - Nonmetropolitan Counties,Republic,1.0,0.0,0.0,0.0,1.0,40.0,15.0,21.0,4.0,2.0,
KANSAS - Nonmetropolitan Counties,Rice,3.0,0.0,0.0,0.0,3.0,46.0,24.0,19.0,3.0,1.0,
KANSAS - Nonmetropolitan Counties,Rush,2.0,0.0,0.0,0.0,2.0,21.0,15.0,5.0,1.0,0.0,
KANSAS - Nonmetropolitan Counties,Russell,4.0,0.0,1.0,0.0,3.0,62.0,20.0,39.0,3.0,2.0,
KANSAS - Nonmetropolitan Counties,Saline,25.0,1.0,5.0,0.0,19.0,140.0,52.0,85.0,3.0,6.0,
KANSAS - Nonmetropolitan Counties,Seward,8.0,0.0,2.0,0.0,6.0,35.0,9.0,22.0,4.0,0.0,
KANSAS - Nonmetropolitan Counties,Sherman,2.0,0.0,0.0,0.0,2.0,16.0,7.0,9.0,0.0,0.0,
KANSAS - Nonmetropolitan Counties,Smith,4.0,0.0,0.0,0.0,4.0,33.0,8.0,21.0,4.0,0.0,
KANSAS - Nonmetropolitan Counties,Stafford,3.0,0.0,0.0,0.0,3.0,30.0,14.0,13.0,3.0,1.0,
KANSAS - Nonmetropolitan Counties,Thomas,4.0,0.0,0.0,0.0,4.0,19.0,5.0,13.0,1.0,1.0,
KANSAS - Nonmetropolitan Counties,Washington,2.0,0.0,0.0,0.0,2.0,13.0,5.0,4.0,4.0,1.0,
KANSAS - Nonmetropolitan Counties,Wichita,10.0,0.0,1.0,0.0,9.0,18.0,3.0,15.0,0.0,0.0,
KANSAS - Nonmetropolitan Counties,Wilson,5.0,0.0,0.0,0.0,5.0,48.0,21.0,26.0,1.0,1.0,
KANSAS - Nonmetropolitan Counties,Woodson,8.0,0.0,2.0,0.0,6.0,46.0,12.0,32.0,2.0,7.0,
KENTUCKY - Metropolitan Counties6,Boone,118.0,3.0,10.0,18.0,87.0,1225.0,357.0,793.0,75.0,2.0,
KENTUCKY - Metropolitan Counties6,Bourbon,2.0,0.0,1.0,1.0,0.0,67.0,16.0,47.0,4.0,0.0,
KENTUCKY - Metropolitan Counties6,Boyd,26.0,0.0,7.0,7.0,12.0,288.0,124.0,150.0,14.0,2.0,
KENTUCKY - Metropolitan Counties6,Bracken,0.0,0.0,0.0,0.0,0.0,30.0,21.0,7.0,2.0,1.0,
KENTUCKY - Metropolitan Counties6,Bullitt,34.0,0.0,12.0,5.0,17.0,541.0,257.0,253.0,31.0,1.0,
KENTUCKY - Metropolitan Counties6,Christian,26.0,1.0,10.0,4.0,11.0,398.0,181.0,205.0,12.0,2.0,
KENTUCKY - Metropolitan Counties6,Clark,7.0,0.0,2.0,3.0,2.0,313.0,141.0,163.0,9.0,0.0,
KENTUCKY - Metropolitan Counties6,Daviess,26.0,1.0,4.0,4.0,17.0,658.0,176.0,446.0,36.0,0.0,
KENTUCKY - Metropolitan Counties6,Edmonson,6.0,0.0,0.0,0.0,6.0,62.0,38.0,21.0,3.0,0.0,
KENTUCKY - Metropolitan Counties6,Gallatin,2.0,0.0,0.0,1.0,1.0,17.0,10.0,6.0,1.0,0.0,
KENTUCKY - Metropolitan Counties6,Grant,3.0,0.0,0.0,1.0,2.0,170.0,76.0,88.0,6.0,1.0,
KENTUCKY - Metropolitan Counties6,Greenup,3.0,0.0,1.0,0.0,2.0,65.0,46.0,17.0,2.0,0.0,
KENTUCKY - Metropolitan Counties6,Hardin,2.0,0.0,0.0,0.0,2.0,82.0,28.0,51.0,3.0,1.0,
KENTUCKY - Metropolitan Counties6,Henderson,11.0,0.0,3.0,3.0,5.0,192.0,86.0,95.0,11.0,1.0,
KENTUCKY - Metropolitan Counties6,Henry,1.0,0.0,0.0,0.0,1.0,16.0,9.0,6.0,1.0,1.0,
KENTUCKY - Metropolitan Counties6,Jessamine,15.0,0.0,4.0,1.0,10.0,245.0,102.0,135.0,8.0,0.0,
KENTUCKY - Metropolitan Counties6,Kenton County Police Department,19.0,1.0,1.0,0.0,17.0,141.0,42.0,92.0,7.0,11.0,
KENTUCKY - Metropolitan Counties6,LaRue,1.0,0.0,1.0,0.0,0.0,33.0,15.0,15.0,3.0,0.0,
KENTUCKY - Metropolitan Counties6,McLean,0.0,0.0,0.0,0.0,0.0,32.0,13.0,16.0,3.0,0.0,
KENTUCKY - Metropolitan Counties6,Meade,5.0,0.0,2.0,0.0,3.0,117.0,88.0,21.0,8.0,1.0,
KENTUCKY - Metropolitan Counties6,Nelson,16.0,2.0,7.0,2.0,5.0,218.0,113.0,87.0,18.0,0.0,
KENTUCKY - Metropolitan Counties6,Oldham,2.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,0.0,
KENTUCKY - Metropolitan Counties6,Oldham County Police Department,24.0,0.0,10.0,5.0,9.0,468.0,175.0,280.0,13.0,1.0,
KENTUCKY - Metropolitan Counties6,Pendleton,4.0,0.0,0.0,0.0,4.0,123.0,51.0,65.0,7.0,0.0,
KENTUCKY - Metropolitan Counties6,Scott,9.0,0.0,0.0,3.0,6.0,283.0,99.0,165.0,19.0,0.0,
KENTUCKY - Metropolitan Counties6,Shelby,16.0,0.0,1.0,1.0,14.0,450.0,146.0,268.0,36.0,4.0,
KENTUCKY - Metropolitan Counties6,Spencer,1.0,1.0,0.0,0.0,0.0,21.0,11.0,10.0,0.0,0.0,
KENTUCKY - Metropolitan Counties6,Trigg,3.0,0.0,0.0,0.0,3.0,81.0,27.0,48.0,6.0,0.0,
KENTUCKY - Metropolitan Counties6,Trimble,0.0,0.0,0.0,0.0,0.0,21.0,8.0,7.0,6.0,0.0,
KENTUCKY - Metropolitan Counties6,Warren,17.0,0.0,5.0,0.0,12.0,469.0,191.0,249.0,29.0,1.0,
KENTUCKY - Metropolitan Counties6,Webster,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,1.0,0.0,
KENTUCKY - Metropolitan Counties6,Woodford,1.0,0.0,0.0,0.0,1.0,35.0,12.0,22.0,1.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Adair,3.0,0.0,0.0,0.0,3.0,17.0,11.0,4.0,2.0,2.0,
KENTUCKY - Nonmetropolitan Counties6,Allen,6.0,0.0,2.0,1.0,3.0,141.0,57.0,74.0,10.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Anderson,4.0,0.0,1.0,0.0,3.0,77.0,34.0,41.0,2.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Ballard,13.0,0.0,7.0,0.0,6.0,154.0,43.0,102.0,9.0,3.0,
KENTUCKY - Nonmetropolitan Counties6,Barren,6.0,0.0,2.0,0.0,4.0,153.0,85.0,58.0,10.0,3.0,
KENTUCKY - Nonmetropolitan Counties6,Bell,0.0,0.0,0.0,0.0,0.0,38.0,16.0,18.0,4.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Boyle,2.0,0.0,1.0,0.0,1.0,81.0,40.0,39.0,2.0,1.0,
KENTUCKY - Nonmetropolitan Counties6,Breckinridge,4.0,0.0,1.0,1.0,2.0,34.0,19.0,11.0,4.0,1.0,
KENTUCKY - Nonmetropolitan Counties6,Butler,1.0,0.0,0.0,0.0,1.0,9.0,5.0,4.0,0.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Caldwell,1.0,0.0,1.0,0.0,0.0,51.0,24.0,25.0,2.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Calloway,15.0,1.0,4.0,2.0,8.0,377.0,170.0,189.0,18.0,4.0,
KENTUCKY - Nonmetropolitan Counties6,Carlisle,0.0,0.0,0.0,0.0,0.0,12.0,5.0,6.0,1.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Carter,2.0,0.0,0.0,1.0,1.0,75.0,34.0,39.0,2.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Casey,5.0,0.0,0.0,1.0,4.0,89.0,38.0,43.0,8.0,1.0,
KENTUCKY - Nonmetropolitan Counties6,Clay,2.0,0.0,1.0,1.0,0.0,94.0,29.0,35.0,30.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Crittenden,0.0,0.0,0.0,0.0,0.0,29.0,11.0,18.0,0.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Estill,5.0,0.0,0.0,2.0,3.0,133.0,46.0,79.0,8.0,1.0,
KENTUCKY - Nonmetropolitan Counties6,Fleming,1.0,0.0,0.0,0.0,1.0,69.0,35.0,31.0,3.0,1.0,
KENTUCKY - Nonmetropolitan Counties6,Floyd,1.0,0.0,0.0,1.0,0.0,139.0,45.0,84.0,10.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Franklin,11.0,1.0,1.0,3.0,6.0,153.0,64.0,80.0,9.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Fulton,4.0,0.0,2.0,0.0,2.0,24.0,9.0,13.0,2.0,1.0,
KENTUCKY - Nonmetropolitan Counties6,Garrard,1.0,0.0,0.0,0.0,1.0,74.0,28.0,40.0,6.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Graves,14.0,0.0,3.0,0.0,11.0,135.0,49.0,72.0,14.0,2.0,
KENTUCKY - Nonmetropolitan Counties6,Grayson,2.0,0.0,0.0,0.0,2.0,93.0,52.0,33.0,8.0,2.0,
KENTUCKY - Nonmetropolitan Counties6,Green,1.0,0.0,0.0,0.0,1.0,6.0,0.0,4.0,2.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Harlan,14.0,0.0,4.0,1.0,9.0,42.0,13.0,25.0,4.0,3.0,
KENTUCKY - Nonmetropolitan Counties6,Harrison,8.0,0.0,1.0,4.0,3.0,210.0,100.0,92.0,18.0,1.0,
KENTUCKY - Nonmetropolitan Counties6,Hart,2.0,0.0,0.0,0.0,2.0,21.0,16.0,2.0,3.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Hopkins,15.0,2.0,5.0,1.0,7.0,233.0,103.0,115.0,15.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Jackson,1.0,0.0,0.0,0.0,1.0,60.0,18.0,34.0,8.0,1.0,
KENTUCKY - Nonmetropolitan Counties6,Knott,0.0,0.0,0.0,0.0,0.0,48.0,14.0,33.0,1.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Knox,16.0,0.0,2.0,3.0,11.0,242.0,106.0,116.0,20.0,1.0,
KENTUCKY - Nonmetropolitan Counties6,Laurel,12.0,1.0,2.0,1.0,8.0,214.0,82.0,84.0,48.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Lawrence,2.0,0.0,0.0,1.0,1.0,39.0,26.0,8.0,5.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Lee,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Letcher,3.0,0.0,1.0,0.0,2.0,72.0,36.0,29.0,7.0,1.0,
KENTUCKY - Nonmetropolitan Counties6,Lewis,1.0,0.0,0.0,0.0,1.0,57.0,38.0,13.0,6.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Lincoln,14.0,1.0,0.0,2.0,11.0,94.0,42.0,31.0,21.0,1.0,
KENTUCKY - Nonmetropolitan Counties6,Livingston,4.0,0.0,1.0,0.0,3.0,112.0,61.0,46.0,5.0,2.0,
KENTUCKY - Nonmetropolitan Counties6,Logan,10.0,1.0,0.0,1.0,8.0,176.0,68.0,98.0,10.0,2.0,
KENTUCKY - Nonmetropolitan Counties6,Lyon,2.0,0.0,0.0,0.0,2.0,87.0,49.0,36.0,2.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Madison,15.0,1.0,4.0,1.0,9.0,367.0,117.0,231.0,19.0,2.0,
KENTUCKY - Nonmetropolitan Counties6,Magoffin,2.0,0.0,0.0,0.0,2.0,44.0,8.0,30.0,6.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Marion,0.0,0.0,0.0,0.0,0.0,92.0,41.0,46.0,5.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Marshall,18.0,0.0,8.0,1.0,9.0,385.0,166.0,202.0,17.0,3.0,
KENTUCKY - Nonmetropolitan Counties6,Martin,6.0,0.0,0.0,0.0,6.0,60.0,19.0,32.0,9.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Mason,8.0,0.0,1.0,2.0,5.0,142.0,73.0,65.0,4.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,McCracken,43.0,0.0,14.0,9.0,20.0,707.0,225.0,423.0,59.0,4.0,
KENTUCKY - Nonmetropolitan Counties6,McCreary,4.0,1.0,1.0,1.0,1.0,149.0,70.0,71.0,8.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Menifee,1.0,0.0,0.0,0.0,1.0,35.0,26.0,9.0,0.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Metcalfe,2.0,0.0,0.0,0.0,2.0,31.0,21.0,9.0,1.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Montgomery,15.0,1.0,0.0,3.0,11.0,478.0,191.0,270.0,17.0,1.0,
KENTUCKY - Nonmetropolitan Counties6,Muhlenberg,0.0,0.0,0.0,0.0,0.0,15.0,8.0,4.0,3.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Nicholas,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Ohio,4.0,0.0,0.0,0.0,4.0,124.0,47.0,68.0,9.0,1.0,
KENTUCKY - Nonmetropolitan Counties6,Owen,3.0,0.0,0.0,0.0,3.0,68.0,36.0,29.0,3.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Perry,0.0,0.0,0.0,0.0,0.0,44.0,15.0,24.0,5.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Pike,1.0,0.0,0.0,1.0,0.0,24.0,9.0,13.0,2.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Powell,1.0,0.0,0.0,1.0,0.0,50.0,29.0,20.0,1.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Pulaski,32.0,0.0,11.0,8.0,13.0,542.0,270.0,248.0,24.0,5.0,
KENTUCKY - Nonmetropolitan Counties6,Rockcastle,4.0,0.0,0.0,3.0,1.0,65.0,33.0,22.0,10.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Rowan,7.0,0.0,0.0,3.0,4.0,24.0,5.0,19.0,0.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Russell,7.0,0.0,0.0,0.0,7.0,29.0,12.0,17.0,0.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Simpson,8.0,0.0,0.0,2.0,6.0,142.0,63.0,73.0,6.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Taylor,8.0,0.0,4.0,1.0,3.0,120.0,54.0,60.0,6.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Todd,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Union,1.0,0.0,0.0,0.0,1.0,76.0,39.0,34.0,3.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Washington,0.0,0.0,0.0,0.0,0.0,50.0,25.0,22.0,3.0,0.0,
KENTUCKY - Nonmetropolitan Counties6,Wayne,3.0,0.0,1.0,0.0,2.0,90.0,43.0,37.0,10.0,0.0,
LOUISIANA - Metropolitan Counties,Ascension,426.0,5.0,28.0,51.0,342.0,2651.0,632.0,1766.0,253.0,9.0,
LOUISIANA - Metropolitan Counties,Bossier,124.0,1.0,4.0,4.0,115.0,416.0,98.0,286.0,32.0,2.0,
LOUISIANA - Metropolitan Counties,Caddo,127.0,1.0,15.0,6.0,105.0,898.0,246.0,610.0,42.0,9.0,
LOUISIANA - Metropolitan Counties,Cameron,17.0,0.0,1.0,1.0,15.0,145.0,27.0,110.0,8.0,1.0,
LOUISIANA - Metropolitan Counties,De Soto,205.0,0.0,0.0,2.0,203.0,324.0,87.0,201.0,36.0,0.0,
LOUISIANA - Metropolitan Counties,East Baton Rouge,682.0,11.0,22.0,275.0,374.0,8356.0,2170.0,5851.0,335.0,19.0,
LOUISIANA - Metropolitan Counties,East Feliciana,10.0,1.0,1.0,1.0,7.0,115.0,53.0,52.0,10.0,,
LOUISIANA - Metropolitan Counties,Grant,17.0,1.0,0.0,0.0,16.0,307.0,117.0,182.0,8.0,0.0,
LOUISIANA - Metropolitan Counties,Jefferson,2346.0,51.0,78.0,522.0,1695.0,14602.0,3343.0,9976.0,1283.0,104.0,
LOUISIANA - Metropolitan Counties,Lafayette,396.0,1.0,29.0,55.0,311.0,1666.0,426.0,1119.0,121.0,17.0,
LOUISIANA - Metropolitan Counties,Lafourche,86.0,2.0,1.0,31.0,52.0,1630.0,199.0,1358.0,73.0,0.0,
LOUISIANA - Metropolitan Counties,Livingston,658.0,6.0,20.0,21.0,611.0,2782.0,612.0,1962.0,208.0,10.0,
LOUISIANA - Metropolitan Counties,Ouachita,225.0,6.0,15.0,39.0,165.0,2666.0,943.0,1606.0,117.0,4.0,
LOUISIANA - Metropolitan Counties,Plaquemines,47.0,1.0,7.0,3.0,36.0,397.0,37.0,351.0,9.0,2.0,
LOUISIANA - Metropolitan Counties,Rapides,320.0,2.0,21.0,14.0,283.0,1517.0,334.0,1041.0,142.0,2.0,
LOUISIANA - Metropolitan Counties,St. Bernard4,62.0,1.0,4.0,24.0,33.0,,,734.0,,7.0,
LOUISIANA - Metropolitan Counties,St. Charles,157.0,1.0,12.0,23.0,121.0,1526.0,425.0,1016.0,85.0,14.0,
LOUISIANA - Metropolitan Counties,St. Helena,77.0,3.0,3.0,4.0,67.0,256.0,109.0,123.0,24.0,8.0,
LOUISIANA - Metropolitan Counties,St. John The Baptist,120.0,5.0,5.0,57.0,53.0,1498.0,289.0,1058.0,151.0,1.0,
LOUISIANA - Metropolitan Counties,St. Martin,80.0,2.0,1.0,11.0,66.0,398.0,32.0,363.0,3.0,2.0,
LOUISIANA - Metropolitan Counties,St. Tammany,358.0,4.0,33.0,26.0,295.0,2546.0,643.0,1739.0,164.0,11.0,
LOUISIANA - Metropolitan Counties,Terrebonne,359.0,2.0,34.0,62.0,261.0,2842.0,594.0,2019.0,229.0,11.0,
LOUISIANA - Metropolitan Counties,Union,43.0,0.0,0.0,0.0,43.0,15.0,5.0,10.0,0.0,0.0,
LOUISIANA - Metropolitan Counties,West Baton Rouge,67.0,0.0,5.0,11.0,51.0,579.0,80.0,470.0,29.0,0.0,
LOUISIANA - Metropolitan Counties,West Feliciana,38.0,1.0,4.0,6.0,27.0,151.0,35.0,99.0,17.0,0.0,
LOUISIANA - Nonmetropolitan Counties,Assumption,124.0,0.0,0.0,2.0,122.0,390.0,91.0,276.0,23.0,0.0,
LOUISIANA - Nonmetropolitan Counties,Beauregard,59.0,2.0,0.0,1.0,56.0,309.0,132.0,143.0,34.0,1.0,
LOUISIANA - Nonmetropolitan Counties,Bienville,34.0,1.0,0.0,5.0,28.0,126.0,38.0,83.0,5.0,1.0,
LOUISIANA - Nonmetropolitan Counties,Caldwell,45.0,0.0,0.0,4.0,41.0,375.0,134.0,213.0,28.0,0.0,
LOUISIANA - Nonmetropolitan Counties,Catahoula,192.0,0.0,6.0,0.0,186.0,237.0,54.0,162.0,21.0,0.0,
LOUISIANA - Nonmetropolitan Counties,Claiborne,78.0,0.0,10.0,6.0,62.0,282.0,130.0,125.0,27.0,1.0,
LOUISIANA - Nonmetropolitan Counties,Concordia,60.0,0.0,1.0,4.0,55.0,232.0,113.0,115.0,4.0,0.0,
LOUISIANA - Nonmetropolitan Counties,East Carroll,20.0,4.0,1.0,4.0,11.0,66.0,21.0,39.0,6.0,1.0,
LOUISIANA - Nonmetropolitan Counties,Franklin,26.0,0.0,2.0,1.0,23.0,150.0,49.0,85.0,16.0,0.0,
LOUISIANA - Nonmetropolitan Counties,Iberia,464.0,6.0,29.0,128.0,301.0,2124.0,780.0,1239.0,105.0,,
LOUISIANA - Nonmetropolitan Counties,Jackson,6.0,0.0,0.0,1.0,5.0,143.0,49.0,84.0,10.0,0.0,
LOUISIANA - Nonmetropolitan Counties,Jefferson Davis,60.0,1.0,5.0,3.0,51.0,388.0,63.0,294.0,31.0,0.0,
LOUISIANA - Nonmetropolitan Counties,La Salle,51.0,0.0,3.0,16.0,32.0,79.0,27.0,47.0,5.0,1.0,
LOUISIANA - Nonmetropolitan Counties,Lincoln2,,1.0,9.0,6.0,,327.0,147.0,168.0,12.0,0.0,
LOUISIANA - Nonmetropolitan Counties,Madison,33.0,0.0,1.0,3.0,29.0,111.0,31.0,73.0,7.0,1.0,
LOUISIANA - Nonmetropolitan Counties,Morehouse,34.0,1.0,8.0,1.0,24.0,474.0,66.0,390.0,18.0,0.0,
LOUISIANA - Nonmetropolitan Counties,Natchitoches,90.0,0.0,1.0,9.0,80.0,474.0,167.0,264.0,43.0,0.0,
LOUISIANA - Nonmetropolitan Counties,Red River,34.0,0.0,1.0,2.0,31.0,83.0,20.0,56.0,7.0,0.0,
LOUISIANA - Nonmetropolitan Counties,Richland,18.0,0.0,0.0,0.0,18.0,181.0,61.0,112.0,8.0,0.0,
LOUISIANA - Nonmetropolitan Counties,Sabine,37.0,1.0,0.0,0.0,36.0,390.0,83.0,279.0,28.0,0.0,
