State,County,Violent crime,Murder and nonnegligent manslaughter,Rape(revised definition)1,Rape(legacydefinition)2,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson3
ALABAMA - Metropolitan Counties,Autauga,57,0,,5,2,50,282,18,231,33,
ALABAMA - Metropolitan Counties,Bibb,19,0,,2,4,13,154,67,79,8,
ALABAMA - Metropolitan Counties,Calhoun,38,0,,8,7,23,813,286,525,2,
ALABAMA - Metropolitan Counties,Etowah,62,1,,4,0,57,485,73,383,29,
ALABAMA - Metropolitan Counties,Geneva,51,1,,8,2,40,265,13,229,23,
ALABAMA - Metropolitan Counties,Hale,21,0,,3,1,17,160,68,83,9,
ALABAMA - Metropolitan Counties,Henry,31,2,,3,2,24,111,40,54,17,
ALABAMA - Metropolitan Counties,Houston,66,0,,16,10,40,642,251,374,17,
ALABAMA - Metropolitan Counties,Jefferson,349,5,,51,109,184,5857,2345,3073,439,36
ALABAMA - Metropolitan Counties,Limestone,37,2,,6,5,24,569,181,342,46,
ALABAMA - Metropolitan Counties,Madison,308,7,,17,55,229,2420,839,1421,160,9
ALABAMA - Metropolitan Counties,Mobile,250,5,,28,30,187,2190,770,1223,197,
ALABAMA - Metropolitan Counties,Morgan,40,0,,6,7,27,406,257,145,4,
ALABAMA - Metropolitan Counties,Russell,110,0,,5,3,102,429,167,221,41,
ALABAMA - Metropolitan Counties,Shelby,222,1,,19,14,188,1291,323,862,106,
ALABAMA - Metropolitan Counties,St. Clair,13,1,,2,0,10,309,186,113,10,
ALABAMA - Metropolitan Counties,Tuscaloosa,190,2,,13,21,154,1753,611,1000,142,
ALABAMA - Metropolitan Counties,Walker2,3,0,,0,0,3,,78,,54,
ALABAMA - Nonmetropolitan Counties,Barbour3,1,0,,0,0,1,,,,1,
ALABAMA - Nonmetropolitan Counties,Butler2,28,1,,3,0,24,,,107,14,
ALABAMA - Nonmetropolitan Counties,Choctaw,4,0,,0,0,4,13,8,5,0,
ALABAMA - Nonmetropolitan Counties,Clarke,63,7,,5,2,49,43,26,9,8,
ALABAMA - Nonmetropolitan Counties,Clay,4,0,,0,0,4,5,1,4,0,
ALABAMA - Nonmetropolitan Counties,Cleburne,24,0,,9,1,14,189,78,94,17,
ALABAMA - Nonmetropolitan Counties,Coffee,21,0,,2,0,19,148,57,76,15,
ALABAMA - Nonmetropolitan Counties,Conecuh,32,0,,5,2,25,120,25,87,8,
ALABAMA - Nonmetropolitan Counties,Covington,36,0,,4,0,32,215,87,122,6,
ALABAMA - Nonmetropolitan Counties,Crenshaw2,34,0,,2,0,32,,,120,14,
ALABAMA - Nonmetropolitan Counties,Cullman,95,3,,14,6,72,1216,350,824,42,
ALABAMA - Nonmetropolitan Counties,Dale,29,0,,9,0,20,148,10,127,11,
ALABAMA - Nonmetropolitan Counties,Dallas,72,0,,5,6,61,454,143,276,35,
ALABAMA - Nonmetropolitan Counties,Escambia,27,1,,4,1,21,183,51,128,4,
ALABAMA - Nonmetropolitan Counties,Fayette3,7,0,,0,0,7,,,57,17,
ALABAMA - Nonmetropolitan Counties,Franklin,34,0,,1,2,31,170,54,105,11,
ALABAMA - Nonmetropolitan Counties,Jackson2,38,0,,4,1,33,,,,20,
ALABAMA - Nonmetropolitan Counties,Lamar,1,0,,0,0,1,2,2,0,0,
ALABAMA - Nonmetropolitan Counties,Macon,19,0,,1,3,15,6,2,2,2,
ALABAMA - Nonmetropolitan Counties,Marengo,17,0,,2,2,13,163,62,88,13,
ALABAMA - Nonmetropolitan Counties,Monroe,29,1,,0,0,28,90,41,46,3,
ALABAMA - Nonmetropolitan Counties,Pickens,15,0,,5,0,10,47,26,20,1,
ALABAMA - Nonmetropolitan Counties,Pike,14,1,,2,0,11,99,35,53,11,
ALABAMA - Nonmetropolitan Counties,Randolph2,41,0,,1,0,40,,,222,17,
ALABAMA - Nonmetropolitan Counties,Talladega,43,0,,1,9,33,838,267,513,58,
ALABAMA - Nonmetropolitan Counties,Tallapoosa2,6,1,,0,0,5,,,202,10,
ALABAMA - Nonmetropolitan Counties,Wilcox,3,0,,0,0,3,44,9,31,4,
ALABAMA - Nonmetropolitan Counties,Winston,26,0,,4,1,21,200,54,138,8,
ARIZONA - Metropolitan Counties,Coconino,83,1,,14,4,64,530,189,323,18,6
ARIZONA - Metropolitan Counties,Maricopa,989,26,,47,68,848,5117,1463,3148,506,112
ARIZONA - Metropolitan Counties,Mohave,135,4,,7,14,110,2140,772,1212,156,8
ARIZONA - Metropolitan Counties,Pima,644,27,,56,168,393,11752,2363,8469,920,120
ARIZONA - Metropolitan Counties,Pinal,200,13,,47,27,113,3777,787,2570,420,21
ARIZONA - Metropolitan Counties,Yavapai,277,6,,17,2,252,1382,471,807,104,9
ARIZONA - Metropolitan Counties,Yuma,80,5,,5,6,64,879,401,403,75,5
ARIZONA - Nonmetropolitan Counties,Cochise,404,7,,8,17,372,903,382,427,94,17
ARIZONA - Nonmetropolitan Counties,Gila,45,0,,5,0,40,321,43,245,33,0
ARIZONA - Nonmetropolitan Counties,La Paz,65,0,,0,3,62,356,100,226,30,1
ARIZONA - Nonmetropolitan Counties,Navajo,60,1,,3,4,52,749,473,206,70,5
ARKANSAS - Metropolitan Counties,Benton,160,0,,29,3,128,531,278,236,17,11
ARKANSAS - Metropolitan Counties,Cleveland,6,0,,1,1,4,108,61,41,6,1
ARKANSAS - Metropolitan Counties,Craighead,35,2,,5,0,28,287,101,170,16,8
ARKANSAS - Metropolitan Counties,Crawford,143,0,,7,5,131,534,167,340,27,0
ARKANSAS - Metropolitan Counties,Crittenden,179,1,,5,7,166,470,141,309,20,13
ARKANSAS - Metropolitan Counties,Faulkner,58,2,,10,2,44,757,219,470,68,13
ARKANSAS - Metropolitan Counties,Franklin,17,0,,1,0,16,190,66,112,12,2
ARKANSAS - Metropolitan Counties,Grant,15,2,,2,0,11,229,76,136,17,4
ARKANSAS - Metropolitan Counties,Jefferson,75,2,,12,3,58,422,190,182,50,10
ARKANSAS - Metropolitan Counties,Lincoln,5,0,,0,0,5,79,56,22,1,2
ARKANSAS - Metropolitan Counties,Lonoke,138,0,,11,3,124,664,306,299,59,8
ARKANSAS - Metropolitan Counties,Madison,47,0,,7,1,39,89,51,33,5,0
ARKANSAS - Metropolitan Counties,Perry,22,0,,4,0,18,57,57,0,0,3
ARKANSAS - Metropolitan Counties,Poinsett,72,0,,3,0,69,73,57,11,5,3
ARKANSAS - Metropolitan Counties,Pulaski,348,0,,21,35,292,1849,780,908,161,13
ARKANSAS - Metropolitan Counties,Sebastian,65,1,,6,3,55,362,159,188,15,5
ARKANSAS - Metropolitan Counties,Washington,168,0,,16,2,150,515,181,292,42,2
ARKANSAS - Nonmetropolitan Counties,Arkansas,11,1,,1,3,6,102,35,43,24,2
ARKANSAS - Nonmetropolitan Counties,Ashley,32,2,,1,2,27,226,92,122,12,0
ARKANSAS - Nonmetropolitan Counties,Baxter,31,4,,6,0,21,529,94,408,27,2
ARKANSAS - Nonmetropolitan Counties,Carroll,39,0,,0,0,39,225,66,132,27,2
ARKANSAS - Nonmetropolitan Counties,Chicot,2,0,,0,0,2,97,37,58,2,1
ARKANSAS - Nonmetropolitan Counties,Clark,29,0,,8,2,19,187,86,90,11,0
ARKANSAS - Nonmetropolitan Counties,Cleburne,39,0,,8,1,30,413,201,185,27,2
ARKANSAS - Nonmetropolitan Counties,Columbia,58,1,,0,2,55,173,54,113,6,3
ARKANSAS - Nonmetropolitan Counties,Conway,36,0,,8,2,26,342,107,204,31,13
ARKANSAS - Nonmetropolitan Counties,Cross,38,0,,3,0,35,56,20,36,0,0
ARKANSAS - Nonmetropolitan Counties,Dallas,2,0,,0,0,2,31,12,19,0,1
ARKANSAS - Nonmetropolitan Counties,Drew,32,0,,5,0,27,106,47,49,10,2
ARKANSAS - Nonmetropolitan Counties,Fulton,27,0,,2,0,25,79,35,42,2,2
ARKANSAS - Nonmetropolitan Counties,Greene,7,0,,1,2,4,185,48,126,11,3
ARKANSAS - Nonmetropolitan Counties,Howard,13,0,,1,0,12,46,28,18,0,0
ARKANSAS - Nonmetropolitan Counties,Independence,210,1,,22,9,178,1414,546,774,94,21
ARKANSAS - Nonmetropolitan Counties,Izard,7,1,,1,0,5,124,60,64,0,4
ARKANSAS - Nonmetropolitan Counties,Jackson,30,0,,0,1,29,176,42,108,26,2
ARKANSAS - Nonmetropolitan Counties,Johnson,36,1,,3,0,32,173,130,43,0,16
ARKANSAS - Nonmetropolitan Counties,Lawrence,19,0,,2,0,17,184,78,106,0,1
ARKANSAS - Nonmetropolitan Counties,Little River,12,0,,0,0,12,72,20,46,6,4
ARKANSAS - Nonmetropolitan Counties,Logan,23,0,,1,2,20,248,84,151,13,2
ARKANSAS - Nonmetropolitan Counties,Marion,26,0,,1,1,24,147,64,77,6,4
ARKANSAS - Nonmetropolitan Counties,Mississippi,29,1,,9,1,18,389,106,246,37,0
ARKANSAS - Nonmetropolitan Counties,Monroe,5,0,,1,1,3,78,38,40,0,1
ARKANSAS - Nonmetropolitan Counties,Montgomery,3,0,,2,0,1,19,9,6,4,0
ARKANSAS - Nonmetropolitan Counties,Nevada,5,0,,1,0,4,42,21,18,3,0
ARKANSAS - Nonmetropolitan Counties,Newton,7,1,,2,0,4,104,41,62,1,2
ARKANSAS - Nonmetropolitan Counties,Pike,4,0,,1,0,3,44,19,17,8,0
ARKANSAS - Nonmetropolitan Counties,Polk,50,0,,4,0,46,232,114,112,6,5
ARKANSAS - Nonmetropolitan Counties,Pope,38,0,,4,1,33,340,145,166,29,3
ARKANSAS - Nonmetropolitan Counties,Randolph,2,0,,2,0,0,45,43,0,2,1
ARKANSAS - Nonmetropolitan Counties,Scott,6,0,,3,0,3,85,35,41,9,2
ARKANSAS - Nonmetropolitan Counties,Searcy,8,0,,1,1,6,30,14,14,2,1
ARKANSAS - Nonmetropolitan Counties,Sevier,14,0,,2,1,11,178,55,113,10,2
ARKANSAS - Nonmetropolitan Counties,St. Francis,31,1,,5,7,18,408,169,239,0,8
ARKANSAS - Nonmetropolitan Counties,Stone,21,0,,2,0,19,109,55,52,2,1
ARKANSAS - Nonmetropolitan Counties,Union,46,1,,3,6,36,370,91,252,27,0
ARKANSAS - Nonmetropolitan Counties,Van Buren,53,0,,1,0,52,226,49,150,27,6
ARKANSAS - Nonmetropolitan Counties,White,70,4,,11,0,55,775,312,369,94,7
ARKANSAS - Nonmetropolitan Counties,Yell,6,0,,1,0,5,16,13,3,0,2
CALIFORNIA - Metropolitan Counties,Alameda,698,8,,18,235,437,2212,622,1041,549,34
CALIFORNIA - Metropolitan Counties,Butte,133,4,,18,24,87,1296,564,721,11,43
CALIFORNIA - Metropolitan Counties,Contra Costa,449,12,,28,119,290,2754,1011,1729,14,23
CALIFORNIA - Metropolitan Counties,El Dorado,256,3,,15,34,204,1990,864,1114,12,7
CALIFORNIA - Metropolitan Counties,Fresno,727,10,,33,116,568,4442,1466,2230,746,229
CALIFORNIA - Metropolitan Counties,Imperial,265,2,,9,13,241,600,283,295,22,10
CALIFORNIA - Metropolitan Counties,Kern,1977,34,,95,463,1385,10246,3368,5152,1726,297
CALIFORNIA - Metropolitan Counties,Kings,140,1,,9,12,118,594,243,306,45,10
CALIFORNIA - Metropolitan Counties,Los Angeles,6497,86,,208,1770,4433,17310,5046,8174,4090,243
CALIFORNIA - Metropolitan Counties,Madera,233,2,,22,24,185,1357,585,755,17,2
CALIFORNIA - Metropolitan Counties,Marin,115,1,,6,28,80,813,239,573,1,1
CALIFORNIA - Metropolitan Counties,Merced,484,12,,22,49,401,2026,778,1227,21,7
CALIFORNIA - Metropolitan Counties,Monterey,228,11,,19,51,147,1316,567,735,14,15
CALIFORNIA - Metropolitan Counties,Napa,56,0,,3,2,51,379,157,219,3,0
CALIFORNIA - Metropolitan Counties,Orange,187,0,,8,32,147,1275,255,910,110,7
CALIFORNIA - Metropolitan Counties,Placer,298,0,,24,30,244,1950,645,1275,30,8
CALIFORNIA - Metropolitan Counties,Riverside,1018,21,,50,247,700,10310,2892,5776,1642,24
CALIFORNIA - Metropolitan Counties,Sacramento,2902,39,,155,1131,1577,14506,5038,9309,159,124
CALIFORNIA - Metropolitan Counties,San Benito,53,0,,4,5,44,336,134,197,5,0
CALIFORNIA - Metropolitan Counties,San Bernardino,1093,16,,61,145,871,5580,1942,2574,1064,62
CALIFORNIA - Metropolitan Counties,San Diego,1432,13,,87,278,1054,5985,1755,3106,1124,38
CALIFORNIA - Metropolitan Counties,San Joaquin,738,8,,17,168,545,4418,1656,2664,98,24
CALIFORNIA - Metropolitan Counties,San Luis Obispo,241,6,,18,18,199,1295,437,853,5,5
CALIFORNIA - Metropolitan Counties,San Mateo,224,2,,18,53,151,1770,229,1332,209,6
CALIFORNIA - Metropolitan Counties,Santa Barbara,285,3,,34,27,221,1481,564,912,5,5
CALIFORNIA - Metropolitan Counties,Santa Clara,254,1,,28,24,201,1762,438,1113,211,2
CALIFORNIA - Metropolitan Counties,Santa Cruz,301,7,,18,36,240,2232,812,1419,1,20
CALIFORNIA - Metropolitan Counties,Shasta,582,1,,54,23,504,1058,568,466,24,10
CALIFORNIA - Metropolitan Counties,Sonoma,587,0,,37,49,501,1388,547,821,20,9
CALIFORNIA - Metropolitan Counties,Stanislaus,414,11,,33,106,264,3002,1320,1421,261,152
CALIFORNIA - Metropolitan Counties,Sutter,143,3,,8,12,120,661,203,413,45,1
CALIFORNIA - Metropolitan Counties,Tulare4,521,15,,32,91,383,,1128,2124,,30
CALIFORNIA - Metropolitan Counties,Ventura,192,1,,18,31,142,1323,349,894,80,20
CALIFORNIA - Metropolitan Counties,Yolo,62,1,,7,6,48,364,105,244,15,3
CALIFORNIA - Metropolitan Counties,Yuba,159,1,,14,28,116,1031,390,634,7,14
CALIFORNIA - Nonmetropolitan Counties,Alpine,10,0,,3,0,7,73,15,58,0,0
CALIFORNIA - Nonmetropolitan Counties,Amador,60,1,,9,6,44,485,180,301,4,0
CALIFORNIA - Nonmetropolitan Counties,Calaveras,82,1,,10,12,59,654,282,361,11,2
CALIFORNIA - Nonmetropolitan Counties,Colusa,22,0,,3,5,14,257,81,167,9,5
CALIFORNIA - Nonmetropolitan Counties,Del Norte,82,3,,19,12,48,377,218,157,2,5
CALIFORNIA - Nonmetropolitan Counties,Glenn,16,1,,0,0,15,180,85,85,10,1
CALIFORNIA - Nonmetropolitan Counties,Humboldt,242,5,,33,33,171,1208,450,732,26,15
CALIFORNIA - Nonmetropolitan Counties,Inyo,47,0,,2,1,44,139,62,74,3,7
CALIFORNIA - Nonmetropolitan Counties,Lake,199,4,,18,17,160,895,396,492,7,8
CALIFORNIA - Nonmetropolitan Counties,Lassen,36,0,,2,1,33,129,47,78,4,4
CALIFORNIA - Nonmetropolitan Counties,Mariposa,37,0,,5,2,30,294,124,170,0,1
CALIFORNIA - Nonmetropolitan Counties,Mendocino,310,3,,24,19,264,551,260,286,5,12
CALIFORNIA - Nonmetropolitan Counties,Modoc,12,0,,4,0,8,60,37,23,0,2
CALIFORNIA - Nonmetropolitan Counties,Mono,13,0,,3,0,10,71,21,50,0,0
CALIFORNIA - Nonmetropolitan Counties,Nevada,137,1,,17,4,115,578,250,324,4,3
CALIFORNIA - Nonmetropolitan Counties,Plumas,109,0,,13,5,91,326,167,155,4,1
CALIFORNIA - Nonmetropolitan Counties,Sierra,19,0,,0,0,19,44,10,34,0,0
CALIFORNIA - Nonmetropolitan Counties,Siskiyou,37,1,,2,2,32,232,99,129,4,4
CALIFORNIA - Nonmetropolitan Counties,Tehama,181,1,,3,11,166,278,165,112,1,2
CALIFORNIA - Nonmetropolitan Counties,Trinity,34,0,,4,3,27,98,33,65,0,0
CALIFORNIA - Nonmetropolitan Counties,Tuolumne,97,1,,21,15,60,757,325,422,10,5
COLORADO - Metropolitan Counties,Adams,477,0,,80,59,338,2450,598,1456,396,31
COLORADO - Metropolitan Counties,Arapahoe,204,2,,19,31,152,1403,420,861,122,16
COLORADO - Metropolitan Counties,Boulder,56,1,,9,1,45,549,197,322,30,11
COLORADO - Metropolitan Counties,Clear Creek,21,0,,1,0,20,80,15,58,7,2
COLORADO - Metropolitan Counties,Douglas,269,0,,181,20,68,1882,336,1445,101,8
COLORADO - Metropolitan Counties,Gilpin,12,0,,0,0,12,23,6,15,2,0
COLORADO - Metropolitan Counties,Jefferson5,183,1,,31,21,130,2572,501,1929,142,17
COLORADO - Metropolitan Counties,Larimer,134,0,,26,15,93,927,204,672,51,10
COLORADO - Metropolitan Counties,Mesa,163,0,,25,15,123,1243,264,905,74,14
COLORADO - Metropolitan Counties,Park,20,0,,2,0,18,129,48,67,14,3
COLORADO - Metropolitan Counties,Pueblo,31,3,,0,7,21,1604,338,1199,67,2
COLORADO - Metropolitan Counties,Teller,9,0,,1,1,7,81,40,37,4,8
COLORADO - Metropolitan Counties,Weld,120,0,,13,6,101,834,237,516,81,9
COLORADO - Nonmetropolitan Counties,Alamosa,1,0,,0,0,1,18,4,14,0,0
COLORADO - Nonmetropolitan Counties,Baca,0,0,,0,0,0,3,1,2,0,0
COLORADO - Nonmetropolitan Counties,Bent,2,0,,1,0,1,36,13,22,1,0
COLORADO - Nonmetropolitan Counties,Chaffee,11,1,,4,0,6,67,11,54,2,0
COLORADO - Nonmetropolitan Counties,Cheyenne,0,0,,0,0,0,3,0,3,0,0
COLORADO - Nonmetropolitan Counties,Crowley,4,0,,0,0,4,0,0,0,0,0
COLORADO - Nonmetropolitan Counties,Delta,19,0,,8,0,11,164,33,112,19,0
COLORADO - Nonmetropolitan Counties,Dolores,0,0,,0,0,0,28,15,10,3,0
COLORADO - Nonmetropolitan Counties,Eagle,44,0,,2,1,41,433,90,340,3,3
COLORADO - Nonmetropolitan Counties,Fremont6,,0,,0,0,,71,41,25,5,0
COLORADO - Nonmetropolitan Counties,Grand,12,0,,0,0,12,130,32,95,3,0
COLORADO - Nonmetropolitan Counties,Gunnison,10,0,,0,0,10,18,5,12,1,0
COLORADO - Nonmetropolitan Counties,Kit Carson,2,0,,1,0,1,29,8,17,4,1
COLORADO - Nonmetropolitan Counties,Lake,2,1,,0,0,1,20,7,12,1,1
COLORADO - Nonmetropolitan Counties,Las Animas,0,0,,0,0,0,0,0,0,0,0
COLORADO - Nonmetropolitan Counties,Lincoln,2,0,,0,0,2,2,0,1,1,0
COLORADO - Nonmetropolitan Counties,Logan,10,1,,1,0,8,65,16,42,7,1
COLORADO - Nonmetropolitan Counties,Moffat,4,0,,0,0,4,44,29,14,1,3
COLORADO - Nonmetropolitan Counties,Montezuma,42,2,,0,1,39,120,47,62,11,0
COLORADO - Nonmetropolitan Counties,Montrose,21,2,,3,1,15,157,43,104,10,1
COLORADO - Nonmetropolitan Counties,Morgan,2,1,,0,0,1,52,10,38,4,1
COLORADO - Nonmetropolitan Counties,Otero,6,0,,1,0,5,40,10,29,1,0
COLORADO - Nonmetropolitan Counties,Pitkin,7,0,,0,0,7,56,12,40,4,0
COLORADO - Nonmetropolitan Counties,Prowers,5,0,,3,0,2,29,8,20,1,0
COLORADO - Nonmetropolitan Counties,Rio Blanco,0,0,,0,0,0,7,2,5,0,0
COLORADO - Nonmetropolitan Counties,Routt,11,0,,0,0,11,49,14,29,6,0
COLORADO - Nonmetropolitan Counties,Saguache,12,0,,0,0,12,26,11,14,1,0
COLORADO - Nonmetropolitan Counties,San Miguel,3,0,,0,0,3,19,2,15,2,0
COLORADO - Nonmetropolitan Counties,Summit,12,0,,4,1,7,289,23,245,21,1
COLORADO - Nonmetropolitan Counties,Washington,5,0,,2,0,3,79,15,59,5,1
DELAWARE - Metropolitan Counties,New Castle County Police Department,1251,7,,63,352,829,6625,2052,4044,529,7
FLORIDA - Metropolitan Counties,Alachua,596,8,,37,76,475,2788,937,1719,132,20
FLORIDA - Metropolitan Counties,Baker,58,0,,1,7,50,336,51,272,13,1
FLORIDA - Metropolitan Counties,Bay,358,5,,32,39,282,2816,688,1968,160,3
FLORIDA - Metropolitan Counties,Brevard,926,4,,72,125,725,5348,1311,3816,221,20
FLORIDA - Metropolitan Counties,Broward,292,1,,13,92,186,956,234,665,57,7
FLORIDA - Metropolitan Counties,Charlotte,353,1,,22,45,285,3822,977,2735,110,9
FLORIDA - Metropolitan Counties,Clay,710,9,,52,99,550,3918,793,2991,134,39
FLORIDA - Metropolitan Counties,Collier,977,10,,50,195,722,4947,1090,3675,182,17
FLORIDA - Metropolitan Counties,Escambia,1928,26,,178,461,1263,10455,2665,7271,519,30
FLORIDA - Metropolitan Counties,Flagler,173,0,,15,29,129,1952,489,1399,64,2
FLORIDA - Metropolitan Counties,Gadsden,294,3,,7,15,269,742,336,370,36,0
FLORIDA - Metropolitan Counties,Gilchrist,40,1,,1,0,38,134,59,64,11,0
FLORIDA - Metropolitan Counties,Hernando,592,9,,55,82,446,4479,1247,3077,155,15
FLORIDA - Metropolitan Counties,Hillsborough,3136,36,,142,700,2258,22442,5863,15099,1480,24
FLORIDA - Metropolitan Counties,Indian River,313,0,,17,55,241,2953,818,2030,105,7
FLORIDA - Metropolitan Counties,Jefferson,126,0,,5,4,117,171,94,62,15,3
FLORIDA - Metropolitan Counties,Lake,595,7,,35,24,529,2813,794,1837,182,8
FLORIDA - Metropolitan Counties,Lee,1347,17,,84,387,859,9358,3218,5540,600,59
FLORIDA - Metropolitan Counties,Leon,273,2,,23,38,210,1363,427,835,101,7
FLORIDA - Metropolitan Counties,Manatee,1533,11,,80,353,1089,9838,2745,6728,365,29
FLORIDA - Metropolitan Counties,Marion,1305,6,,103,78,1118,4860,1554,3084,222,6
FLORIDA - Metropolitan Counties,Martin,362,2,,11,103,246,2787,679,2009,99,5
FLORIDA - Metropolitan Counties,Miami-Dade,6927,87,,252,1782,4806,45341,8554,32357,4430,28
FLORIDA - Metropolitan Counties,Nassau,163,0,,4,9,150,1137,382,705,50,4
FLORIDA - Metropolitan Counties,Okaloosa,454,1,,30,77,346,3365,756,2472,137,0
FLORIDA - Metropolitan Counties,Orange,5396,53,,311,1401,3631,27117,8313,16587,2217,0
FLORIDA - Metropolitan Counties,Osceola,885,6,,15,101,763,5814,2123,3427,264,1
FLORIDA - Metropolitan Counties,Palm Beach,2232,24,,135,623,1450,16314,4524,10678,1112,69
FLORIDA - Metropolitan Counties,Pasco,1292,8,,76,321,887,12773,3673,8504,596,71
FLORIDA - Metropolitan Counties,Pinellas,1119,11,,124,227,757,7609,1847,5416,346,26
FLORIDA - Metropolitan Counties,Polk,1308,12,,82,202,1012,10070,3377,6159,534,0
FLORIDA - Metropolitan Counties,Santa Rosa,222,6,,33,17,166,1598,508,1024,66,7
FLORIDA - Metropolitan Counties,Sarasota,697,3,,39,140,515,7714,2182,5249,283,10
FLORIDA - Metropolitan Counties,Seminole,585,4,,31,77,473,3361,868,2330,163,7
FLORIDA - Metropolitan Counties,St. Johns,494,7,,9,57,421,3603,847,2608,148,13
FLORIDA - Metropolitan Counties,St. Lucie,257,6,,28,42,181,1743,570,1087,86,2
FLORIDA - Metropolitan Counties,Volusia,931,11,,72,99,749,5335,1765,3184,386,36
FLORIDA - Metropolitan Counties,Wakulla,86,0,,10,5,71,679,138,516,25,11
FLORIDA - Nonmetropolitan Counties,Bradford,62,1,,6,6,49,344,160,176,8,1
FLORIDA - Nonmetropolitan Counties,Calhoun,12,0,,1,1,10,68,20,48,0,0
FLORIDA - Nonmetropolitan Counties,Citrus,452,7,,26,49,370,3203,884,2191,128,25
FLORIDA - Nonmetropolitan Counties,Columbia,186,0,,24,13,149,1275,386,827,62,0
FLORIDA - Nonmetropolitan Counties,DeSoto,172,0,,5,14,153,811,317,467,27,2
FLORIDA - Nonmetropolitan Counties,Dixie,69,1,,10,4,54,524,226,270,28,3
FLORIDA - Nonmetropolitan Counties,Franklin,96,1,,13,1,81,145,31,103,11,1
FLORIDA - Nonmetropolitan Counties,Glades,39,1,,4,1,33,245,107,120,18,1
FLORIDA - Nonmetropolitan Counties,Gulf,34,1,,0,0,33,125,44,77,4,0
FLORIDA - Nonmetropolitan Counties,Hamilton,52,1,,4,9,38,211,73,129,9,2
FLORIDA - Nonmetropolitan Counties,Hardee,57,0,,12,14,31,527,192,307,28,0
FLORIDA - Nonmetropolitan Counties,Hendry,212,3,,8,35,166,1130,656,435,39,14
FLORIDA - Nonmetropolitan Counties,Highlands,149,5,,9,20,115,1736,562,1115,59,3
FLORIDA - Nonmetropolitan Counties,Holmes,56,1,,6,1,48,203,66,120,17,0
FLORIDA - Nonmetropolitan Counties,Jackson,204,1,,19,18,166,771,206,537,28,4
FLORIDA - Nonmetropolitan Counties,Lafayette,20,0,,0,2,18,39,11,28,0,0
FLORIDA - Nonmetropolitan Counties,Levy,123,0,,10,11,102,922,343,527,52,3
FLORIDA - Nonmetropolitan Counties,Liberty,16,0,,0,0,16,56,18,32,6,0
FLORIDA - Nonmetropolitan Counties,Madison,123,1,,5,9,108,306,125,163,18,1
FLORIDA - Nonmetropolitan Counties,Monroe,152,5,,8,19,120,2037,524,1448,65,4
FLORIDA - Nonmetropolitan Counties,Okeechobee,193,2,,14,26,151,976,490,460,26,1
FLORIDA - Nonmetropolitan Counties,Putnam,537,1,,35,68,433,2653,1316,1254,83,7
FLORIDA - Nonmetropolitan Counties,Sumter,144,3,,23,9,109,654,221,398,35,1
FLORIDA - Nonmetropolitan Counties,Suwannee,118,4,,4,6,104,553,201,306,46,5
FLORIDA - Nonmetropolitan Counties,Taylor,50,2,,3,0,45,167,89,72,6,1
FLORIDA - Nonmetropolitan Counties,Union,55,0,,2,1,52,142,73,66,3,0
FLORIDA - Nonmetropolitan Counties,Walton,158,2,,9,8,139,1145,374,702,69,4
FLORIDA - Nonmetropolitan Counties,Washington,9,3,,0,0,6,241,97,132,12,0
GEORGIA - Metropolitan Counties,Augusta-Richmond,1084,36,,127,648,273,14303,4222,8530,1551,63
GEORGIA - Metropolitan Counties,Barrow,214,4,,7,5,198,1170,264,820,86,8
GEORGIA - Metropolitan Counties,Bartow,224,1,,23,34,166,2470,740,1515,215,0
GEORGIA - Metropolitan Counties,Bibb,231,3,,13,45,170,2520,674,1598,248,0
GEORGIA - Metropolitan Counties,Brantley,32,0,,4,4,24,284,194,90,0,
GEORGIA - Metropolitan Counties,Brooks,43,0,,0,0,43,302,113,153,36,6
GEORGIA - Metropolitan Counties,Bryan,17,0,,0,5,12,353,112,229,12,0
GEORGIA - Metropolitan Counties,Burke,156,0,,0,0,156,682,235,423,24,
GEORGIA - Metropolitan Counties,Butts,36,1,,8,5,22,550,126,376,48,3
GEORGIA - Metropolitan Counties,Carroll,362,0,,9,10,343,1457,480,847,130,11
GEORGIA - Metropolitan Counties,Catoosa,71,0,,9,3,59,1047,218,706,123,2
GEORGIA - Metropolitan Counties,Chatham,0,0,,0,0,0,0,0,0,0,0
GEORGIA - Metropolitan Counties,Cherokee,133,1,,12,26,94,2010,525,1367,118,5
GEORGIA - Metropolitan Counties,Clarke,0,0,,0,0,0,1,0,1,0,0
GEORGIA - Metropolitan Counties,Clayton,0,0,,0,0,0,0,0,0,0,0
GEORGIA - Metropolitan Counties,Clayton County Police Department,1031,12,,74,434,511,9418,4266,3849,1303,33
GEORGIA - Metropolitan Counties,Cobb,1,0,,0,0,1,0,0,0,0,
GEORGIA - Metropolitan Counties,Columbia,72,1,,10,15,46,2323,376,1860,87,9
GEORGIA - Metropolitan Counties,Coweta,91,1,,19,14,57,1436,497,845,94,6
GEORGIA - Metropolitan Counties,Crawford,33,1,,4,1,27,459,141,277,41,
GEORGIA - Metropolitan Counties,Dade,37,1,,4,0,32,200,49,124,27,0
GEORGIA - Metropolitan Counties,Dawson,18,0,,0,0,18,478,98,344,36,2
GEORGIA - Metropolitan Counties,DeKalb,0,0,,0,0,0,0,0,0,0,0
