State,County,Violent crime,Murder and nonnegligent manslaughter,Rape(revised definition)1,Rape(legacydefinition)2,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson3
ALABAMA - Metropolitan Counties,Autauga,81,0,,9,5,67,512,186,291,35,
ALABAMA - Metropolitan Counties,Baldwin,130,3,,9,27,91,870,317,496,57,
ALABAMA - Metropolitan Counties,Bibb,18,0,,4,0,14,155,73,65,17,
ALABAMA - Metropolitan Counties,Blount,79,1,,8,6,64,959,329,573,57,
ALABAMA - Metropolitan Counties,Calhoun,22,0,,8,3,11,791,322,468,1,
ALABAMA - Metropolitan Counties,Chilton,78,0,,6,5,67,599,234,315,50,
ALABAMA - Metropolitan Counties,Colbert,36,1,,5,1,29,339,141,171,27,
ALABAMA - Metropolitan Counties,Elmore,52,3,,13,10,26,812,339,428,45,
ALABAMA - Metropolitan Counties,Etowah,109,1,,9,2,97,598,226,324,48,
ALABAMA - Metropolitan Counties,Geneva,25,0,,4,1,20,196,61,124,11,
ALABAMA - Metropolitan Counties,Hale,16,0,,2,1,13,97,50,34,13,
ALABAMA - Metropolitan Counties,Henry,28,2,,3,1,22,130,66,55,9,
ALABAMA - Metropolitan Counties,Houston,92,2,,12,9,69,625,177,403,45,
ALABAMA - Metropolitan Counties,Jefferson,676,4,,49,196,427,3670,2035,1550,85,
ALABAMA - Metropolitan Counties,Lawrence,83,0,,4,3,76,479,169,273,37,
ALABAMA - Metropolitan Counties,Limestone,79,3,,0,4,72,544,185,331,28,
ALABAMA - Metropolitan Counties,Lowndes,37,1,,3,6,27,198,92,88,18,
ALABAMA - Metropolitan Counties,Madison,286,4,,30,45,207,2185,795,1232,158,
ALABAMA - Metropolitan Counties,Mobile,231,6,,23,30,172,2356,801,1386,169,
ALABAMA - Metropolitan Counties,Montgomery,67,0,,4,6,57,552,226,260,66,
ALABAMA - Metropolitan Counties,Pickens,10,0,,0,0,10,47,21,24,2,
ALABAMA - Metropolitan Counties,Shelby,133,4,,21,19,89,1270,297,888,85,
ALABAMA - Metropolitan Counties,Tuscaloosa,228,4,,12,32,180,1541,449,981,111,
ALABAMA - Metropolitan Counties,Walker,99,0,,5,7,87,935,370,495,70,
ALABAMA - Nonmetropolitan Counties,Barbour,21,0,,1,2,18,87,33,48,6,
ALABAMA - Nonmetropolitan Counties,Butler,46,3,,4,3,36,252,117,119,16,
ALABAMA - Nonmetropolitan Counties,Chambers,6,0,,0,1,5,89,33,54,2,
ALABAMA - Nonmetropolitan Counties,Cherokee,63,0,,2,1,60,501,196,255,50,
ALABAMA - Nonmetropolitan Counties,Choctaw,5,0,,0,0,5,42,25,15,2,
ALABAMA - Nonmetropolitan Counties,Clarke,36,0,,9,3,24,119,47,63,9,
ALABAMA - Nonmetropolitan Counties,Clay,20,0,,0,0,20,43,14,24,5,
ALABAMA - Nonmetropolitan Counties,Coffee,24,0,,1,0,23,161,79,70,12,
ALABAMA - Nonmetropolitan Counties,Conecuh,34,1,,1,4,28,153,48,87,18,
ALABAMA - Nonmetropolitan Counties,Coosa,21,0,,2,2,17,224,74,138,12,
ALABAMA - Nonmetropolitan Counties,Covington,40,1,,8,1,30,328,134,173,21,
ALABAMA - Nonmetropolitan Counties,Crenshaw,45,1,,1,2,41,151,66,68,17,
ALABAMA - Nonmetropolitan Counties,Cullman,146,1,,9,3,133,1165,359,739,67,
ALABAMA - Nonmetropolitan Counties,Dale,61,0,,4,5,52,162,42,110,10,
ALABAMA - Nonmetropolitan Counties,Dallas,74,4,,3,9,58,538,204,298,36,
ALABAMA - Nonmetropolitan Counties,De Kalb,211,0,,13,4,194,937,390,471,76,
ALABAMA - Nonmetropolitan Counties,Escambia,55,2,,3,1,49,354,117,216,21,
ALABAMA - Nonmetropolitan Counties,Fayette,26,1,,8,1,16,82,27,42,13,
ALABAMA - Nonmetropolitan Counties,Franklin,71,0,,5,3,63,286,98,180,8,
ALABAMA - Nonmetropolitan Counties,Jackson,107,0,,9,1,97,707,306,337,64,
ALABAMA - Nonmetropolitan Counties,Macon,39,1,,1,2,35,323,167,119,37,
ALABAMA - Nonmetropolitan Counties,Marengo,42,3,,2,0,37,170,80,76,14,
ALABAMA - Nonmetropolitan Counties,Marion,33,1,,4,2,26,207,86,103,18,
ALABAMA - Nonmetropolitan Counties,Marshall,62,1,,10,5,46,708,315,357,36,
ALABAMA - Nonmetropolitan Counties,Monroe,23,0,,0,1,22,120,59,55,6,
ALABAMA - Nonmetropolitan Counties,Pike,18,1,,0,1,16,144,50,82,12,
ALABAMA - Nonmetropolitan Counties,Randolph,35,0,,2,0,33,425,181,212,32,
ALABAMA - Nonmetropolitan Counties,Sumter,20,1,,0,0,19,74,37,32,5,
ALABAMA - Nonmetropolitan Counties,Talladega,71,1,,3,10,57,839,286,484,69,
ALABAMA - Nonmetropolitan Counties,Tallapoosa,24,1,,2,1,20,171,82,82,7,
ALABAMA - Nonmetropolitan Counties,Washington,45,2,,3,2,38,154,51,88,15,
ALABAMA - Nonmetropolitan Counties,Wilcox,10,0,,0,1,9,45,19,21,5,
ALABAMA - Nonmetropolitan Counties,Winston,57,1,,4,2,50,317,110,178,29,
ARIZONA - Metropolitan Counties,Cochise,338,2,,8,16,312,847,298,492,57,17
ARIZONA - Metropolitan Counties,Coconino,75,2,,7,2,64,501,177,306,18,24
ARIZONA - Metropolitan Counties,Mohave,125,5,,12,16,92,2288,790,1343,155,10
ARIZONA - Metropolitan Counties,Pima,661,13,,94,160,394,11662,2771,8054,837,88
ARIZONA - Metropolitan Counties,Pinal2     ,173,5,,29,15,124,,687,2440,,12
ARIZONA - Metropolitan Counties,Yavapai,252,3,,23,9,217,1315,456,749,110,11
ARIZONA - Metropolitan Counties,Yuma,138,2,,8,10,118,837,362,404,71,10
ARIZONA - Nonmetropolitan Counties,Apache,55,0,,2,3,50,204,99,99,6,41
ARIZONA - Nonmetropolitan Counties,Gila,65,0,,4,4,57,383,77,275,31,8
ARIZONA - Nonmetropolitan Counties,Graham3   ,,1,,0,0,,218,80,120,18,7
ARIZONA - Nonmetropolitan Counties,Greenlee,50,1,,3,1,45,96,25,68,3,0
ARIZONA - Nonmetropolitan Counties,La Paz,52,0,,0,0,52,418,100,279,39,0
ARIZONA - Nonmetropolitan Counties,Navajo,72,0,,5,2,65,582,325,217,40,4
ARIZONA - Nonmetropolitan Counties,Santa Cruz,8,0,,0,3,5,255,116,114,25,0
ARKANSAS - Metropolitan Counties,Benton,169,0,,30,3,136,576,265,282,29,5
ARKANSAS - Metropolitan Counties,Cleveland,5,0,,0,0,5,94,48,38,8,0
ARKANSAS - Metropolitan Counties,Craighead,9,0,,3,0,6,293,135,154,4,3
ARKANSAS - Metropolitan Counties,Crawford,100,0,,5,0,95,396,122,247,27,0
ARKANSAS - Metropolitan Counties,Crittenden,142,2,,2,17,121,470,184,258,28,2
ARKANSAS - Metropolitan Counties,Grant,38,0,,2,2,34,219,81,118,20,4
ARKANSAS - Metropolitan Counties,Jefferson,71,0,,10,4,57,485,220,200,65,4
ARKANSAS - Metropolitan Counties,Lincoln,11,0,,2,2,7,112,63,45,4,0
ARKANSAS - Metropolitan Counties,Madison,47,0,,9,0,38,131,47,77,7,3
ARKANSAS - Metropolitan Counties,Miller,21,0,,6,0,15,220,51,140,29,4
ARKANSAS - Metropolitan Counties,Poinsett,14,0,,10,0,4,15,9,3,3,1
ARKANSAS - Metropolitan Counties,Pulaski,311,5,,8,19,279,2068,809,1057,202,23
ARKANSAS - Metropolitan Counties,Sebastian,56,1,,6,2,47,340,148,178,14,2
ARKANSAS - Metropolitan Counties,Washington,187,4,,14,0,169,610,220,344,46,6
ARKANSAS - Nonmetropolitan Counties,Arkansas,9,0,,0,0,9,98,19,70,9,0
ARKANSAS - Nonmetropolitan Counties,Ashley,16,1,,2,1,12,198,67,115,16,4
ARKANSAS - Nonmetropolitan Counties,Baxter,35,3,,5,3,24,626,172,421,33,1
ARKANSAS - Nonmetropolitan Counties,Boone,73,0,,10,2,61,420,135,242,43,3
ARKANSAS - Nonmetropolitan Counties,Carroll,18,1,,1,0,16,247,51,161,35,1
ARKANSAS - Nonmetropolitan Counties,Chicot,2,0,,0,0,2,87,24,63,0,0
ARKANSAS - Nonmetropolitan Counties,Clark,16,0,,2,0,14,139,44,89,6,0
ARKANSAS - Nonmetropolitan Counties,Clay,7,0,,2,0,5,69,30,38,1,2
ARKANSAS - Nonmetropolitan Counties,Cleburne,43,0,,7,3,33,532,200,294,38,8
ARKANSAS - Nonmetropolitan Counties,Columbia,17,0,,0,0,17,101,34,58,9,0
ARKANSAS - Nonmetropolitan Counties,Conway,26,0,,3,0,23,274,72,173,29,10
ARKANSAS - Nonmetropolitan Counties,Cross,37,0,,3,0,34,50,20,28,2,3
ARKANSAS - Nonmetropolitan Counties,Dallas,2,0,,1,0,1,26,8,18,0,0
ARKANSAS - Nonmetropolitan Counties,Drew,30,1,,5,1,23,126,33,78,15,2
ARKANSAS - Nonmetropolitan Counties,Franklin,34,2,,1,0,31,208,44,144,20,3
ARKANSAS - Nonmetropolitan Counties,Fulton,15,0,,2,1,12,125,7,108,10,1
ARKANSAS - Nonmetropolitan Counties,Greene,19,0,,5,1,13,236,87,142,7,1
ARKANSAS - Nonmetropolitan Counties,Hempstead,49,1,,5,0,43,316,101,193,22,2
ARKANSAS - Nonmetropolitan Counties,Howard,15,0,,3,0,12,79,28,51,0,0
ARKANSAS - Nonmetropolitan Counties,Independence,207,0,,21,16,170,1537,598,818,121,25
ARKANSAS - Nonmetropolitan Counties,Izard,24,0,,7,1,16,324,132,179,13,5
ARKANSAS - Nonmetropolitan Counties,Jackson,33,0,,5,1,27,198,55,118,25,4
ARKANSAS - Nonmetropolitan Counties,Johnson,33,2,,5,1,25,182,136,38,8,3
ARKANSAS - Nonmetropolitan Counties,Logan,29,0,,9,0,20,230,90,117,23,1
ARKANSAS - Nonmetropolitan Counties,Marion,44,0,,4,0,40,209,91,112,6,1
ARKANSAS - Nonmetropolitan Counties,Mississippi,18,0,,1,2,15,397,96,252,49,0
ARKANSAS - Nonmetropolitan Counties,Monroe,1,0,,1,0,0,54,5,49,0,0
ARKANSAS - Nonmetropolitan Counties,Nevada,2,0,,0,0,2,50,19,27,4,1
ARKANSAS - Nonmetropolitan Counties,Ouachita,15,1,,0,1,13,90,47,43,0,2
ARKANSAS - Nonmetropolitan Counties,Pike,6,0,,1,1,4,31,12,12,7,0
ARKANSAS - Nonmetropolitan Counties,Polk,42,0,,4,1,37,223,105,114,4,5
ARKANSAS - Nonmetropolitan Counties,Pope,51,1,,7,0,43,457,149,270,38,0
ARKANSAS - Nonmetropolitan Counties,Prairie,0,0,,0,0,0,118,9,109,0,0
ARKANSAS - Nonmetropolitan Counties,Randolph,1,0,,0,0,1,47,37,10,0,2
ARKANSAS - Nonmetropolitan Counties,Searcy,12,0,,1,0,11,34,18,13,3,1
ARKANSAS - Nonmetropolitan Counties,Sevier,11,0,,1,0,10,210,66,131,13,0
ARKANSAS - Nonmetropolitan Counties,St. Francis,18,0,,1,7,10,330,96,232,2,3
ARKANSAS - Nonmetropolitan Counties,Stone,16,0,,1,0,15,94,34,53,7,2
ARKANSAS - Nonmetropolitan Counties,Union,49,0,,2,7,40,374,91,255,28,0
ARKANSAS - Nonmetropolitan Counties,Van Buren,38,1,,3,0,34,225,30,174,21,4
ARKANSAS - Nonmetropolitan Counties,White,46,1,,7,3,35,1087,451,511,125,2
ARKANSAS - Nonmetropolitan Counties,Yell,27,1,,1,0,25,221,74,126,21,3
CALIFORNIA - Metropolitan Counties,Alameda,651,5,,23,206,417,2662,730,1182,750,8
CALIFORNIA - Metropolitan Counties,Butte,126,8,,8,16,94,1165,481,676,8,1
CALIFORNIA - Metropolitan Counties,Contra Costa,472,10,,25,120,317,2307,993,1298,16,13
CALIFORNIA - Metropolitan Counties,El Dorado,241,3,,14,22,202,2024,766,1240,18,9
CALIFORNIA - Metropolitan Counties,Fresno,825,15,,20,136,654,5248,1934,2366,948,191
CALIFORNIA - Metropolitan Counties,Imperial,139,0,,6,12,121,791,352,419,20,10
CALIFORNIA - Metropolitan Counties,Kern,2179,22,,85,490,1582,11713,4015,5592,2106,285
CALIFORNIA - Metropolitan Counties,Kings,183,1,,13,19,150,515,207,263,45,8
CALIFORNIA - Metropolitan Counties,Los Angeles,5458,75,,161,1490,3732,16981,4816,8223,3942,207
CALIFORNIA - Metropolitan Counties,Madera,353,0,,14,19,320,1660,794,840,26,8
CALIFORNIA - Metropolitan Counties,Marin,107,0,,3,25,79,733,218,511,4,4
CALIFORNIA - Metropolitan Counties,Merced,544,8,,15,45,476,2036,741,1267,28,5
CALIFORNIA - Metropolitan Counties,Monterey,199,7,,17,63,112,1336,523,792,21,11
CALIFORNIA - Metropolitan Counties,Napa,53,0,,4,3,46,342,115,226,1,0
CALIFORNIA - Metropolitan Counties,Orange,258,0,,9,33,216,1405,338,954,113,3
CALIFORNIA - Metropolitan Counties,Placer,278,0,,24,27,227,1670,568,1069,33,11
CALIFORNIA - Metropolitan Counties,Riverside,831,18,,22,183,608,8197,2633,4354,1210,19
CALIFORNIA - Metropolitan Counties,Sacramento,3047,32,,186,999,1830,12936,4645,8190,101,55
CALIFORNIA - Metropolitan Counties,San Benito,55,0,,3,7,45,273,76,182,15,0
CALIFORNIA - Metropolitan Counties,San Bernardino,988,13,,61,164,750,6460,2317,2919,1224,62
CALIFORNIA - Metropolitan Counties,San Diego,1630,17,,82,239,1292,6438,1939,3457,1042,22
CALIFORNIA - Metropolitan Counties,San Joaquin,810,12,,27,155,616,4550,1771,2625,154,20
CALIFORNIA - Metropolitan Counties,San Luis Obispo,219,4,,11,25,179,1309,494,806,9,8
CALIFORNIA - Metropolitan Counties,San Mateo,300,0,,19,45,236,2526,471,1767,288,6
CALIFORNIA - Metropolitan Counties,Santa Barbara,273,3,,43,28,199,1826,568,1243,15,14
CALIFORNIA - Metropolitan Counties,Santa Clara,232,2,,25,20,185,1709,350,1164,195,2
CALIFORNIA - Metropolitan Counties,Santa Cruz,285,5,,20,32,228,1910,721,1182,7,7
CALIFORNIA - Metropolitan Counties,Shasta,506,4,,25,23,454,996,522,430,44,29
CALIFORNIA - Metropolitan Counties,Sonoma,605,0,,35,38,532,1406,539,856,11,16
CALIFORNIA - Metropolitan Counties,Stanislaus,418,13,,14,115,276,2337,1021,1252,64,12
CALIFORNIA - Metropolitan Counties,Sutter,71,1,,4,2,64,786,257,487,42,1
CALIFORNIA - Metropolitan Counties,Tulare4  ,638,17,,40,90,491,,1177,1848,,0
CALIFORNIA - Metropolitan Counties,Ventura,157,5,,14,20,118,1211,331,794,86,19
CALIFORNIA - Metropolitan Counties,Yolo,73,0,,9,10,54,451,122,317,12,4
CALIFORNIA - Metropolitan Counties,Yuba,193,6,,17,20,150,1307,429,873,5,14
CALIFORNIA - Nonmetropolitan Counties,Alpine,8,0,,3,0,5,39,18,20,1,0
CALIFORNIA - Nonmetropolitan Counties,Amador,75,0,,3,10,62,468,155,310,3,1
CALIFORNIA - Nonmetropolitan Counties,Calaveras,87,0,,17,6,64,973,348,618,7,0
CALIFORNIA - Nonmetropolitan Counties,Colusa,26,0,,4,2,20,283,78,200,5,1
CALIFORNIA - Nonmetropolitan Counties,Del Norte,104,1,,22,15,66,375,234,138,3,5
CALIFORNIA - Nonmetropolitan Counties,Glenn,25,0,,1,1,23,239,99,137,3,0
CALIFORNIA - Nonmetropolitan Counties,Humboldt,115,2,,10,31,72,1130,509,604,17,10
CALIFORNIA - Nonmetropolitan Counties,Inyo,67,0,,4,4,59,177,72,104,1,0
CALIFORNIA - Nonmetropolitan Counties,Lake,190,1,,12,31,146,812,430,374,8,7
CALIFORNIA - Nonmetropolitan Counties,Lassen,36,0,,3,2,31,189,62,125,2,5
CALIFORNIA - Nonmetropolitan Counties,Mariposa,71,3,,2,2,64,313,93,218,2,0
CALIFORNIA - Nonmetropolitan Counties,Mendocino,183,5,,18,25,135,669,276,382,11,30
CALIFORNIA - Nonmetropolitan Counties,Modoc,33,0,,8,0,25,85,36,49,0,2
CALIFORNIA - Nonmetropolitan Counties,Mono,6,0,,1,0,5,62,32,30,0,0
CALIFORNIA - Nonmetropolitan Counties,Nevada,144,1,,8,8,127,703,355,338,10,4
CALIFORNIA - Nonmetropolitan Counties,Plumas,107,0,,15,1,91,404,141,256,7,0
CALIFORNIA - Nonmetropolitan Counties,Sierra,17,0,,0,0,17,52,16,36,0,1
CALIFORNIA - Nonmetropolitan Counties,Siskiyou,29,3,,3,1,22,184,85,98,1,0
CALIFORNIA - Nonmetropolitan Counties,Tehama,189,3,,5,7,174,303,133,169,1,0
CALIFORNIA - Nonmetropolitan Counties,Trinity,21,4,,3,1,13,157,81,76,0,0
CALIFORNIA - Nonmetropolitan Counties,Tuolumne,85,0,,12,11,62,776,386,386,4,20
COLORADO - Metropolitan Counties,Adams,419,7,,70,55,287,2346,521,1404,421,24
COLORADO - Metropolitan Counties,Arapahoe,218,1,,38,31,148,1293,358,818,117,16
COLORADO - Metropolitan Counties,Boulder,54,0,,13,5,36,521,147,339,35,8
COLORADO - Metropolitan Counties,Clear Creek,14,0,,1,0,13,72,17,49,6,7
COLORADO - Metropolitan Counties,Douglas5   ,139,0,,28,5,106,1343,300,1007,36,17
COLORADO - Metropolitan Counties,Elbert,4,0,,0,0,4,66,29,34,3,1
COLORADO - Metropolitan Counties,El Paso3   ,424,2,,68,30,324,,,1416,205,38
COLORADO - Metropolitan Counties,Gilpin,14,0,,3,0,11,33,19,11,3,0
COLORADO - Metropolitan Counties,Jefferson,148,1,,22,11,114,2666,471,2083,112,17
COLORADO - Metropolitan Counties,Larimer,150,1,,14,9,126,1005,208,740,57,6
COLORADO - Metropolitan Counties,Mesa,194,3,,54,13,124,1303,224,960,119,15
COLORADO - Metropolitan Counties,Park,20,0,,3,0,17,59,27,30,2,4
COLORADO - Metropolitan Counties,Teller,21,0,,3,0,18,78,28,47,3,2
COLORADO - Metropolitan Counties,Weld,151,4,,9,5,133,804,248,492,64,11
COLORADO - Nonmetropolitan Counties,Alamosa,7,0,,0,0,7,35,14,19,2,1
COLORADO - Nonmetropolitan Counties,Archuleta,14,0,,2,0,12,104,43,54,7,3
COLORADO - Nonmetropolitan Counties,Baca,3,0,,0,0,3,4,2,2,0,0
COLORADO - Nonmetropolitan Counties,Bent,14,0,,0,1,13,89,37,50,2,0
COLORADO - Nonmetropolitan Counties,Chaffee,3,0,,2,0,1,78,24,51,3,1
COLORADO - Nonmetropolitan Counties,Cheyenne,2,0,,0,0,2,20,3,15,2,1
COLORADO - Nonmetropolitan Counties,Conejos,3,0,,0,0,3,50,23,20,7,3
COLORADO - Nonmetropolitan Counties,Costilla,6,0,,0,0,6,13,8,1,4,0
COLORADO - Nonmetropolitan Counties,Crowley,11,0,,0,0,11,2,1,1,0,0
COLORADO - Nonmetropolitan Counties,Custer,5,0,,1,0,4,51,13,35,3,1
COLORADO - Nonmetropolitan Counties,Delta,9,0,,0,0,9,153,21,117,15,0
COLORADO - Nonmetropolitan Counties,Dolores,1,0,,0,0,1,26,15,11,0,0
COLORADO - Nonmetropolitan Counties,Eagle,26,1,,6,1,18,344,73,267,4,10
COLORADO - Nonmetropolitan Counties,Fremont,34,0,,6,1,27,249,111,128,10,0
COLORADO - Nonmetropolitan Counties,Garfield,14,1,,4,0,9,165,39,116,10,1
COLORADO - Nonmetropolitan Counties,Gunnison,11,0,,0,0,11,40,9,28,3,0
COLORADO - Nonmetropolitan Counties,Hinsdale,0,0,,0,0,0,10,5,5,0,0
COLORADO - Nonmetropolitan Counties,Huerfano,1,0,,0,0,1,16,3,4,9,0
COLORADO - Nonmetropolitan Counties,Kiowa,2,0,,0,0,2,1,0,0,1,0
COLORADO - Nonmetropolitan Counties,Kit Carson,2,0,,1,0,1,25,4,18,3,0
COLORADO - Nonmetropolitan Counties,Lake,5,0,,0,0,5,29,8,20,1,0
COLORADO - Nonmetropolitan Counties,Lincoln,1,0,,0,0,1,28,9,18,1,0
COLORADO - Nonmetropolitan Counties,Logan,15,1,,1,1,12,98,40,54,4,0
COLORADO - Nonmetropolitan Counties,Mineral,0,0,,0,0,0,1,0,0,1,0
COLORADO - Nonmetropolitan Counties,Moffat,3,0,,0,0,3,23,10,13,0,0
COLORADO - Nonmetropolitan Counties,Montezuma,32,1,,1,2,28,112,41,60,11,1
COLORADO - Nonmetropolitan Counties,Montrose,30,1,,4,0,25,232,91,123,18,2
COLORADO - Nonmetropolitan Counties,Morgan,8,0,,0,0,8,101,23,74,4,1
COLORADO - Nonmetropolitan Counties,Otero,12,0,,3,0,9,76,33,42,1,0
COLORADO - Nonmetropolitan Counties,Ouray,0,0,,0,0,0,3,2,1,0,0
COLORADO - Nonmetropolitan Counties,Pitkin,11,0,,1,0,10,34,0,34,0,0
COLORADO - Nonmetropolitan Counties,Prowers,10,0,,0,0,10,26,6,18,2,0
COLORADO - Nonmetropolitan Counties,Rio Blanco,2,0,,0,0,2,43,3,40,0,0
COLORADO - Nonmetropolitan Counties,Rio Grande,3,0,,0,0,3,3,2,1,0,0
COLORADO - Nonmetropolitan Counties,Routt,6,0,,0,0,6,32,5,20,7,0
COLORADO - Nonmetropolitan Counties,Saguache,9,0,,0,0,9,44,17,23,4,0
COLORADO - Nonmetropolitan Counties,San Juan,1,0,,0,0,1,16,4,11,1,0
COLORADO - Nonmetropolitan Counties,San Miguel,0,0,,0,0,0,0,0,0,0,0
COLORADO - Nonmetropolitan Counties,Sedgwick,5,0,,0,0,5,18,6,11,1,0
COLORADO - Nonmetropolitan Counties,Summit,17,1,,10,0,6,227,28,194,5,2
COLORADO - Nonmetropolitan Counties,Washington,16,0,,3,0,13,76,15,56,5,1
COLORADO - Nonmetropolitan Counties,Yuma,2,2,,0,0,0,23,1,20,2,0
DELAWARE - Metropolitan Counties,New Castle County Police Department,1076,14,,66,284,712,6304,2213,3690,401,3
FLORIDA - Metropolitan Counties,Alachua,583,4,,56,69,454,2403,740,1576,87,13
FLORIDA - Metropolitan Counties,Baker,63,0,,4,9,50,293,51,228,14,0
FLORIDA - Metropolitan Counties,Bay,336,3,,41,52,240,2694,702,1871,121,6
FLORIDA - Metropolitan Counties,Brevard,876,13,,67,101,695,5233,1254,3788,191,12
FLORIDA - Metropolitan Counties,Broward,335,2,,23,76,234,1113,289,770,54,7
FLORIDA - Metropolitan Counties,Charlotte,387,1,,24,33,329,3229,861,2252,116,6
FLORIDA - Metropolitan Counties,Citrus,451,5,,26,57,363,2837,737,1971,129,16
FLORIDA - Metropolitan Counties,Clay,684,5,,33,71,575,3806,732,2959,115,20
FLORIDA - Metropolitan Counties,Collier,785,6,,39,146,594,4776,1224,3322,230,15
FLORIDA - Metropolitan Counties,Escambia,1960,15,,132,412,1401,11285,3156,7579,550,42
FLORIDA - Metropolitan Counties,Flagler,204,0,,5,34,165,1680,362,1255,63,5
FLORIDA - Metropolitan Counties,Gadsden,101,3,,7,11,80,522,224,270,28,3
FLORIDA - Metropolitan Counties,Gilchrist,28,0,,0,0,28,208,79,116,13,0
FLORIDA - Metropolitan Counties,Gulf,51,1,,3,3,44,226,110,109,7,0
FLORIDA - Metropolitan Counties,Hernando,437,2,,40,49,346,4168,1184,2830,154,6
FLORIDA - Metropolitan Counties,Highlands,203,3,,19,40,141,1908,689,1123,96,7
FLORIDA - Metropolitan Counties,Hillsborough,2152,28,,116,495,1513,17903,4143,12707,1053,21
FLORIDA - Metropolitan Counties,Indian River,319,1,,15,38,265,2461,552,1838,71,1
FLORIDA - Metropolitan Counties,Jefferson,70,0,,3,4,63,140,76,58,6,2
FLORIDA - Metropolitan Counties,Lake,452,3,,29,38,382,3096,991,1908,197,12
FLORIDA - Metropolitan Counties,Lee,1241,17,,66,340,818,8854,2771,5482,601,31
FLORIDA - Metropolitan Counties,Leon,240,5,,13,31,191,1577,641,837,99,15
FLORIDA - Metropolitan Counties,Manatee,1512,18,,109,271,1114,8125,2010,5812,303,7
FLORIDA - Metropolitan Counties,Marion,1215,14,,122,62,1017,3986,1293,2527,166,9
FLORIDA - Metropolitan Counties,Martin,339,4,,31,78,226,2557,623,1825,109,10
FLORIDA - Metropolitan Counties,Miami-Dade,6046,81,,267,1686,4012,41270,7851,29989,3430,53
FLORIDA - Metropolitan Counties,Nassau,80,1,,0,13,66,1077,338,678,61,12
FLORIDA - Metropolitan Counties,Okaloosa,643,0,,52,60,531,3062,577,2359,126,0
FLORIDA - Metropolitan Counties,Orange,4918,49,,305,1208,3356,27195,8728,16095,2372,0
FLORIDA - Metropolitan Counties,Osceola,752,5,,33,65,649,5031,1740,3089,202,0
FLORIDA - Metropolitan Counties,Palm Beach,2158,19,,164,524,1451,14626,3767,9722,1137,67
FLORIDA - Metropolitan Counties,Pasco,1256,11,,97,238,910,10945,3015,7334,596,85
FLORIDA - Metropolitan Counties,Pinellas,926,12,,94,143,677,6040,1535,4239,266,35
FLORIDA - Metropolitan Counties,Polk,1140,19,,59,154,908,8754,3186,5098,470,74
FLORIDA - Metropolitan Counties,Santa Rosa,215,0,,24,23,168,1772,491,1193,88,6
FLORIDA - Metropolitan Counties,Sarasota,638,11,,22,132,473,6510,1647,4627,236,4
FLORIDA - Metropolitan Counties,Seminole,583,5,,37,86,455,3255,900,2183,172,5
FLORIDA - Metropolitan Counties,St. Johns,485,7,,7,43,428,3539,766,2637,136,3
FLORIDA - Metropolitan Counties,St. Lucie,261,0,,26,31,204,1583,480,1016,87,4
FLORIDA - Metropolitan Counties,Sumter,117,0,,13,12,92,788,269,483,36,0
FLORIDA - Metropolitan Counties,Volusia,780,8,,52,111,609,5210,1687,3199,324,17
FLORIDA - Metropolitan Counties,Wakulla,91,0,,13,4,74,683,149,513,21,7
FLORIDA - Metropolitan Counties,Walton,163,0,,11,7,145,1140,305,773,62,5
FLORIDA - Nonmetropolitan Counties,Bradford,86,0,,11,2,73,330,163,154,13,2
FLORIDA - Nonmetropolitan Counties,Calhoun,15,0,,1,0,14,68,24,39,5,0
FLORIDA - Nonmetropolitan Counties,Columbia,261,0,,14,20,227,1178,559,583,36,0
FLORIDA - Nonmetropolitan Counties,DeSoto,84,0,,2,14,68,635,234,381,20,2
FLORIDA - Nonmetropolitan Counties,Dixie,51,0,,5,5,41,397,203,167,27,4
FLORIDA - Nonmetropolitan Counties,Franklin,87,1,,15,1,70,182,62,110,10,1
FLORIDA - Nonmetropolitan Counties,Glades,39,0,,3,1,35,192,72,111,9,0
FLORIDA - Nonmetropolitan Counties,Hamilton,38,0,,0,2,36,245,107,128,10,0
FLORIDA - Nonmetropolitan Counties,Hardee,54,1,,8,9,36,505,148,326,31,0
FLORIDA - Nonmetropolitan Counties,Hendry,201,0,,15,24,162,988,489,452,47,7
FLORIDA - Nonmetropolitan Counties,Holmes,42,1,,4,3,34,208,74,120,14,1
FLORIDA - Nonmetropolitan Counties,Jackson,137,0,,13,12,112,590,162,406,22,0
FLORIDA - Nonmetropolitan Counties,Lafayette,27,1,,1,1,24,67,28,38,1,1
FLORIDA - Nonmetropolitan Counties,Levy,87,0,,18,3,66,540,183,324,33,0
FLORIDA - Nonmetropolitan Counties,Liberty,13,1,,1,0,11,53,22,31,0,0
FLORIDA - Nonmetropolitan Counties,Madison,115,1,,5,6,103,290,99,177,14,2
FLORIDA - Nonmetropolitan Counties,Monroe,183,2,,12,15,154,1770,344,1378,48,3
FLORIDA - Nonmetropolitan Counties,Okeechobee,184,0,,18,23,143,1081,518,525,38,0
FLORIDA - Nonmetropolitan Counties,Putnam,360,5,,28,29,298,2205,823,1318,64,4
FLORIDA - Nonmetropolitan Counties,Suwannee,94,1,,2,5,86,448,171,258,19,1
FLORIDA - Nonmetropolitan Counties,Taylor,54,1,,3,1,49,122,54,62,6,1
