State,County,Violent crime,Murder and nonnegligent manslaughter,Rape(revised definition)1,Rape(legacydefinition)2,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson3
MONTANA - Nonmetropolitan Counties,Broadwater,16,0,,2,0,14,44,3,40,1,2
MONTANA - Nonmetropolitan Counties,Carter,0,0,,0,0,0,2,1,1,0,0
MONTANA - Nonmetropolitan Counties,Chouteau,1,0,,0,0,1,11,1,9,1,0
MONTANA - Nonmetropolitan Counties,Custer,2,0,,0,0,2,35,3,28,4,0
MONTANA - Nonmetropolitan Counties,Daniels,2,0,,0,0,2,5,0,5,0,0
MONTANA - Nonmetropolitan Counties,Dawson,7,0,,0,0,7,100,14,78,8,0
MONTANA - Nonmetropolitan Counties,Deer Lodge,27,1,,5,0,21,178,13,157,8,0
MONTANA - Nonmetropolitan Counties,Fallon,0,0,,0,0,0,4,0,4,0,0
MONTANA - Nonmetropolitan Counties,Fergus,12,0,,1,0,11,58,12,42,4,1
MONTANA - Nonmetropolitan Counties,Flathead,150,0,,12,5,133,1258,318,878,62,8
MONTANA - Nonmetropolitan Counties,Gallatin,52,0,,16,1,35,380,54,309,17,8
MONTANA - Nonmetropolitan Counties,Garfield,0,0,,0,0,0,1,1,0,0,0
MONTANA - Nonmetropolitan Counties,Glacier,33,1,,0,0,32,65,9,48,8,0
MONTANA - Nonmetropolitan Counties,Granite,0,0,,0,0,0,50,3,45,2,0
MONTANA - Nonmetropolitan Counties,Hill,22,0,,1,0,21,158,12,135,11,3
MONTANA - Nonmetropolitan Counties,Jefferson,11,0,,0,0,11,90,13,71,6,5
MONTANA - Nonmetropolitan Counties,Judith Basin,3,0,,1,0,2,4,0,1,3,0
MONTANA - Nonmetropolitan Counties,Lake,61,1,,7,0,53,343,93,201,49,2
MONTANA - Nonmetropolitan Counties,Lewis and Clark,59,3,,12,2,42,366,79,258,29,0
MONTANA - Nonmetropolitan Counties,Lincoln,36,3,,1,0,32,123,30,88,5,2
MONTANA - Nonmetropolitan Counties,Madison,4,0,,0,0,4,48,4,42,2,3
MONTANA - Nonmetropolitan Counties,McCone,1,1,,0,0,0,5,0,5,0,1
MONTANA - Nonmetropolitan Counties,Meagher,3,0,,0,0,3,22,2,19,1,0
MONTANA - Nonmetropolitan Counties,Mineral,1,0,,0,0,1,5,1,4,0,0
MONTANA - Nonmetropolitan Counties,Musselshell,17,0,,6,0,11,91,11,74,6,1
MONTANA - Nonmetropolitan Counties,Park,15,0,,2,0,13,61,8,44,9,4
MONTANA - Nonmetropolitan Counties,Phillips,7,0,,0,0,7,77,3,68,6,0
MONTANA - Nonmetropolitan Counties,Pondera,0,0,,0,0,0,6,0,5,1,0
MONTANA - Nonmetropolitan Counties,Powell,15,1,,2,0,12,60,6,52,2,0
MONTANA - Nonmetropolitan Counties,Prairie,2,0,,0,0,2,6,0,4,2,0
MONTANA - Nonmetropolitan Counties,Ravalli,43,0,,3,1,39,357,37,304,16,2
MONTANA - Nonmetropolitan Counties,Richland,6,0,,0,0,6,84,18,53,13,1
MONTANA - Nonmetropolitan Counties,Roosevelt,14,0,,0,0,14,36,7,24,5,0
MONTANA - Nonmetropolitan Counties,Rosebud,7,0,,1,1,5,33,5,23,5,0
MONTANA - Nonmetropolitan Counties,Sanders,10,2,,1,0,7,75,8,59,8,1
MONTANA - Nonmetropolitan Counties,Sheridan,17,0,,3,0,14,64,7,51,6,0
MONTANA - Nonmetropolitan Counties,Silver Bow,88,0,,3,6,79,1274,197,973,104,4
MONTANA - Nonmetropolitan Counties,Stillwater,22,0,,4,0,18,83,50,29,4,1
MONTANA - Nonmetropolitan Counties,Sweet Grass,6,0,,1,0,5,51,6,36,9,0
MONTANA - Nonmetropolitan Counties,Teton,5,1,,1,0,3,49,6,40,3,0
MONTANA - Nonmetropolitan Counties,Toole,0,0,,0,0,0,99,14,75,10,1
MONTANA - Nonmetropolitan Counties,Valley,6,0,,1,0,5,23,5,13,5,0
MONTANA - Nonmetropolitan Counties,Wheatland,4,0,,0,0,4,4,1,2,1,1
MONTANA - Nonmetropolitan Counties,Wibaux,0,0,,0,0,0,3,2,1,0,0
NEBRASKA - Metropolitan Counties,Cass,20,0,,12,0,8,309,53,233,23,1
NEBRASKA - Metropolitan Counties,Dakota,4,0,,0,0,4,27,7,16,4,0
NEBRASKA - Metropolitan Counties,Dixon,9,0,,3,0,6,84,25,57,2,3
NEBRASKA - Metropolitan Counties,Douglas,100,0,,8,5,87,1207,331,777,99,0
NEBRASKA - Metropolitan Counties,Hall,6,0,,2,0,4,228,49,168,11,0
NEBRASKA - Metropolitan Counties,Hamilton,0,0,,0,0,0,88,44,43,1,1
NEBRASKA - Metropolitan Counties,Lancaster,24,1,,9,2,12,370,130,232,8,5
NEBRASKA - Metropolitan Counties,Sarpy,18,0,,8,5,5,695,101,544,50,0
NEBRASKA - Metropolitan Counties,Saunders,4,0,,0,1,3,141,27,110,4,1
NEBRASKA - Metropolitan Counties,Seward,3,0,,1,0,2,20,7,8,5,0
NEBRASKA - Nonmetropolitan Counties,Adams,1,0,,0,0,1,138,47,83,8,0
NEBRASKA - Nonmetropolitan Counties,Antelope,4,2,,0,0,2,14,4,10,0,0
NEBRASKA - Nonmetropolitan Counties,Arthur,0,0,,0,0,0,0,0,0,0,0
NEBRASKA - Nonmetropolitan Counties,Box Butte,0,0,,0,0,0,5,0,5,0,0
NEBRASKA - Nonmetropolitan Counties,Brown,0,0,,0,0,0,39,11,25,3,0
NEBRASKA - Nonmetropolitan Counties,Buffalo,12,0,,3,1,8,138,35,100,3,1
NEBRASKA - Nonmetropolitan Counties,Cedar,4,0,,0,0,4,34,1,33,0,0
NEBRASKA - Nonmetropolitan Counties,Chase,2,0,,0,0,2,24,5,18,1,0
NEBRASKA - Nonmetropolitan Counties,Cherry,2,0,,0,0,2,17,4,12,1,0
NEBRASKA - Nonmetropolitan Counties,Cuming,0,0,,0,0,0,22,7,15,0,0
NEBRASKA - Nonmetropolitan Counties,Custer,6,0,,0,0,6,48,11,36,1,1
NEBRASKA - Nonmetropolitan Counties,Dawes,3,0,,0,0,3,14,2,11,1,0
NEBRASKA - Nonmetropolitan Counties,Dawson,8,0,,3,0,5,73,12,55,6,0
NEBRASKA - Nonmetropolitan Counties,Deuel,1,0,,0,0,1,26,5,21,0,0
NEBRASKA - Nonmetropolitan Counties,Dodge,4,0,,2,0,2,168,29,125,14,0
NEBRASKA - Nonmetropolitan Counties,Franklin,0,0,,0,0,0,15,4,11,0,0
NEBRASKA - Nonmetropolitan Counties,Gage,5,0,,0,0,5,124,32,83,9,0
NEBRASKA - Nonmetropolitan Counties,Gosper,1,0,,1,0,0,31,5,25,1,1
NEBRASKA - Nonmetropolitan Counties,Hitchcock,2,0,,1,0,1,23,18,4,1,0
NEBRASKA - Nonmetropolitan Counties,Holt,2,0,,0,0,2,21,6,15,0,0
NEBRASKA - Nonmetropolitan Counties,Hooker,0,0,,0,0,0,0,0,0,0,0
NEBRASKA - Nonmetropolitan Counties,Jefferson,0,0,,0,0,0,48,15,31,2,0
NEBRASKA - Nonmetropolitan Counties,Kearney,4,0,,0,0,4,83,12,68,3,1
NEBRASKA - Nonmetropolitan Counties,Keith,2,0,,1,1,0,24,5,17,2,0
NEBRASKA - Nonmetropolitan Counties,Keya Paha,0,0,,0,0,0,0,0,0,0,0
NEBRASKA - Nonmetropolitan Counties,Kimball,3,0,,0,0,3,26,1,24,1,0
NEBRASKA - Nonmetropolitan Counties,Knox,1,0,,0,0,1,30,6,23,1,0
NEBRASKA - Nonmetropolitan Counties,Lincoln,4,0,,3,1,0,133,29,100,4,0
NEBRASKA - Nonmetropolitan Counties,Madison,1,0,,0,0,1,53,17,34,2,0
NEBRASKA - Nonmetropolitan Counties,Morrill,2,0,,0,0,2,13,0,10,3,0
NEBRASKA - Nonmetropolitan Counties,Nemaha,4,0,,2,0,2,18,7,10,1,0
NEBRASKA - Nonmetropolitan Counties,Otoe,2,0,,0,0,2,62,5,53,4,0
NEBRASKA - Nonmetropolitan Counties,Pawnee,0,0,,0,0,0,24,3,19,2,0
NEBRASKA - Nonmetropolitan Counties,Perkins,2,0,,2,0,0,11,4,7,0,0
NEBRASKA - Nonmetropolitan Counties,Phelps,7,0,,4,0,3,42,6,35,1,0
NEBRASKA - Nonmetropolitan Counties,Pierce,1,0,,0,0,1,31,5,26,0,1
NEBRASKA - Nonmetropolitan Counties,Platte,3,0,,0,0,3,152,19,123,10,1
NEBRASKA - Nonmetropolitan Counties,Polk,0,0,,0,0,0,40,11,28,1,2
NEBRASKA - Nonmetropolitan Counties,Red Willow,3,0,,1,0,2,36,10,25,1,1
NEBRASKA - Nonmetropolitan Counties,Rock,2,0,,0,0,2,5,2,3,0,0
NEBRASKA - Nonmetropolitan Counties,Saline,5,0,,1,0,4,50,25,20,5,0
NEBRASKA - Nonmetropolitan Counties,Scotts Bluff,4,0,,1,0,3,92,23,56,13,0
NEBRASKA - Nonmetropolitan Counties,Sheridan,4,0,,0,1,3,57,14,40,3,4
NEBRASKA - Nonmetropolitan Counties,Sherman,0,0,,0,0,0,23,5,18,0,0
NEBRASKA - Nonmetropolitan Counties,Stanton,1,0,,0,0,1,65,7,57,1,0
NEBRASKA - Nonmetropolitan Counties,Thayer,4,0,,0,0,4,78,26,51,1,0
NEBRASKA - Nonmetropolitan Counties,Wayne,3,0,,0,0,3,23,5,16,2,1
NEBRASKA - Nonmetropolitan Counties,Webster,1,0,,0,0,1,34,9,22,3,0
NEBRASKA - Nonmetropolitan Counties,Wheeler,0,0,,0,0,0,2,0,2,0,0
NEBRASKA - Nonmetropolitan Counties,York,3,0,,2,1,0,57,20,33,4,0
NEVADA - Metropolitan Counties,Carson City,132,0,,0,14,118,1107,298,731,78,4
NEVADA - Metropolitan Counties,Storey,48,0,,7,2,39,86,23,55,8,2
NEVADA - Metropolitan Counties,Washoe,188,4,,8,10,166,956,335,523,98,14
NEVADA - Nonmetropolitan Counties,Churchill,22,1,,1,0,20,215,93,107,15,1
NEVADA - Nonmetropolitan Counties,Douglas,53,1,,6,6,40,829,144,656,29,6
NEVADA - Nonmetropolitan Counties,Elko,39,1,,7,2,29,219,82,107,30,3
NEVADA - Nonmetropolitan Counties,Esmeralda,2,0,,1,0,1,8,2,3,3,0
NEVADA - Nonmetropolitan Counties,Eureka,6,0,,2,0,4,29,14,13,2,0
NEVADA - Nonmetropolitan Counties,Humboldt,39,1,,0,0,38,64,20,32,12,0
NEVADA - Nonmetropolitan Counties,Lander,40,0,,9,0,31,104,38,55,11,3
NEVADA - Nonmetropolitan Counties,Lincoln,2,0,,0,0,2,71,17,49,5,0
NEVADA - Nonmetropolitan Counties,Lyon,141,1,,17,12,111,1028,294,662,72,9
NEVADA - Nonmetropolitan Counties,Mineral,9,0,,0,0,9,58,20,32,6,0
NEVADA - Nonmetropolitan Counties,Nye,258,0,,11,26,221,1147,334,687,126,10
NEVADA - Nonmetropolitan Counties,Pershing,47,0,,3,0,44,30,11,16,3,0
NEVADA - Nonmetropolitan Counties,White Pine,46,0,,11,1,34,123,61,58,4,1
NEW HAMPSHIRE - Metropolitan Counties,Rockingham,5,0,,0,0,5,9,0,9,0,0
NEW HAMPSHIRE - Nonmetropolitan Counties,Carroll,9,0,,0,0,9,71,31,36,4,2
NEW HAMPSHIRE - Nonmetropolitan Counties,Cheshire,5,0,,0,0,5,9,4,5,0,0
NEW HAMPSHIRE - Nonmetropolitan Counties,Merrimack,6,0,,2,0,4,9,1,8,0,0
NEW JERSEY - Metropolitan Counties,Atlantic,0,0,,0,0,0,0,0,0,0,0
NEW JERSEY - Metropolitan Counties,Bergen,0,0,,0,0,0,0,0,0,0,0
NEW JERSEY - Metropolitan Counties,Bergen County Police Department,7,0,,1,0,6,122,5,112,5,1
NEW JERSEY - Metropolitan Counties,Burlington,0,0,,0,0,0,0,0,0,0,0
NEW JERSEY - Metropolitan Counties,Camden,1,0,,0,0,1,2,2,0,0,0
NEW JERSEY - Metropolitan Counties,Cape May,0,0,,0,0,0,0,0,0,0,0
NEW JERSEY - Metropolitan Counties,Cumberland,0,0,,0,0,0,2,0,2,0,0
NEW JERSEY - Metropolitan Counties,Essex,81,0,,4,49,28,84,14,67,3,0
NEW JERSEY - Metropolitan Counties,Gloucester,0,0,,0,0,0,0,0,0,0,0
NEW JERSEY - Metropolitan Counties,Hudson,0,0,,0,0,0,0,0,0,0,0
NEW JERSEY - Metropolitan Counties,Hunterdon,0,0,,0,0,0,0,0,0,0,0
NEW JERSEY - Metropolitan Counties,Mercer,0,0,,0,0,0,0,0,0,0,0
NEW JERSEY - Metropolitan Counties,Middlesex,0,0,,0,0,0,0,0,0,0,0
NEW JERSEY - Metropolitan Counties,Monmouth,0,0,,0,0,0,0,0,0,0,0
NEW JERSEY - Metropolitan Counties,Morris,0,0,,0,0,0,0,0,0,0,0
NEW JERSEY - Metropolitan Counties,Ocean,0,0,,0,0,0,0,0,0,0,0
NEW JERSEY - Metropolitan Counties,Salem,3,0,,0,0,3,0,0,0,0,0
NEW JERSEY - Metropolitan Counties,Somerset,5,0,,0,0,5,0,0,0,0,0
NEW JERSEY - Metropolitan Counties,Sussex,0,0,,0,0,0,0,0,0,0,0
NEW JERSEY - Metropolitan Counties,Union,0,0,,0,0,0,0,0,0,0,0
NEW JERSEY - Metropolitan Counties,Warren,0,0,,0,0,0,0,0,0,0,0
NEW MEXICO - Metropolitan Counties,Bernalillo,756,7,,41,87,621,2424,908,1307,209,51
NEW MEXICO - Metropolitan Counties,Dona Ana,289,1,,38,8,242,1436,549,758,129,8
NEW MEXICO - Metropolitan Counties,Sandoval,15,1,,0,1,13,102,51,49,2,1
NEW MEXICO - Metropolitan Counties,San Juan,285,2,,34,14,235,942,272,605,65,10
NEW MEXICO - Metropolitan Counties,Santa Fe,94,4,,4,7,79,1078,636,388,54,6
NEW MEXICO - Metropolitan Counties,Valencia2,170,1,,3,7,159,,,,110,3
NEW MEXICO - Nonmetropolitan Counties,Cibola3  ,,0,,7,1,,101,48,44,9,1
NEW MEXICO - Nonmetropolitan Counties,Colfax,2,0,,0,0,2,7,3,4,0,0
NEW MEXICO - Nonmetropolitan Counties,Eddy,48,0,,5,0,43,467,130,309,28,4
NEW MEXICO - Nonmetropolitan Counties,Guadalupe,4,0,,0,1,3,22,6,10,6,0
NEW MEXICO - Nonmetropolitan Counties,Hidalgo,3,0,,0,3,0,17,6,8,3,0
NEW MEXICO - Nonmetropolitan Counties,Lea,39,1,,3,1,34,585,151,392,42,1
NEW MEXICO - Nonmetropolitan Counties,Lincoln,6,0,,0,0,6,105,38,62,5,0
NEW MEXICO - Nonmetropolitan Counties,Luna,59,0,,0,2,57,194,50,132,12,0
NEW MEXICO - Nonmetropolitan Counties,McKinley,87,0,,6,9,72,300,132,143,25,6
NEW MEXICO - Nonmetropolitan Counties,Quay,2,0,,0,0,2,39,17,18,4,0
NEW MEXICO - Nonmetropolitan Counties,Rio Arriba,41,1,,0,3,37,225,144,65,16,2
NEW MEXICO - Nonmetropolitan Counties,Roosevelt,9,0,,2,0,7,85,36,39,10,0
NEW MEXICO - Nonmetropolitan Counties,Sierra,7,0,,0,0,7,58,21,32,5,0
NEW YORK - Metropolitan Counties5,Albany,5,1,,0,0,4,162,35,124,3,
NEW YORK - Metropolitan Counties5,Broome,72,1,,9,7,55,855,208,626,21,
NEW YORK - Metropolitan Counties5,Chemung,63,1,,1,2,59,546,87,441,18,2
NEW YORK - Metropolitan Counties5,Dutchess,53,0,,3,9,41,764,182,558,24,
NEW YORK - Metropolitan Counties5,Erie,119,1,,3,9,106,1233,284,906,43,5
NEW YORK - Metropolitan Counties5,Herkimer,0,0,,0,0,0,16,0,16,0,0
NEW YORK - Metropolitan Counties5,Jefferson,26,0,,1,1,24,287,11,274,2,
NEW YORK - Metropolitan Counties5,Livingston,24,0,,6,0,18,508,100,402,6,
NEW YORK - Metropolitan Counties5,Madison,14,0,,2,1,11,257,85,165,7,
NEW YORK - Metropolitan Counties5,Monroe,230,2,,27,57,144,3912,734,3067,111,14
NEW YORK - Metropolitan Counties5,Nassau,1654,12,,56,723,863,13303,2026,10562,715,
NEW YORK - Metropolitan Counties5,Niagara,52,0,,10,5,37,1056,306,711,39,
NEW YORK - Metropolitan Counties5,Oneida,34,0,,3,7,24,484,141,334,9,7
NEW YORK - Metropolitan Counties5,Onondaga,194,1,,16,39,138,2481,550,1836,95,11
NEW YORK - Metropolitan Counties5,Ontario,68,1,,15,10,42,1148,264,869,15,0
NEW YORK - Metropolitan Counties5,Orleans,23,0,,1,3,19,285,76,200,9,
NEW YORK - Metropolitan Counties5,Oswego,44,0,,7,6,31,628,172,430,26,
NEW YORK - Metropolitan Counties5,Putnam,20,0,,5,4,11,321,74,238,9,0
NEW YORK - Metropolitan Counties5,Rensselaer,37,0,,3,2,32,200,70,126,4,1
NEW YORK - Metropolitan Counties5,Rockland,10,0,,0,0,10,39,0,38,1,
NEW YORK - Metropolitan Counties5,Saratoga,43,1,,1,3,38,1302,245,1041,16,8
NEW YORK - Metropolitan Counties5,Schenectady,1,0,,0,1,0,6,0,6,0,0
NEW YORK - Metropolitan Counties5,Schoharie,0,0,,0,0,0,49,15,32,2,0
NEW YORK - Metropolitan Counties5,Suffolk,102,0,,0,0,102,16,0,12,4,0
NEW YORK - Metropolitan Counties5,Suffolk County Police Department,1790,23,,42,681,1044,22431,3699,17686,1046,148
NEW YORK - Metropolitan Counties5,Tioga,15,0,,0,0,15,195,60,131,4,
NEW YORK - Metropolitan Counties5,Ulster,32,0,,1,2,29,331,81,245,5,
NEW YORK - Metropolitan Counties5,Warren,66,0,,8,7,51,730,102,616,12,
NEW YORK - Metropolitan Counties5,Washington,26,0,,6,2,18,388,101,275,12,
NEW YORK - Metropolitan Counties5,Wayne,42,1,,5,8,28,452,132,310,10,
NEW YORK - Metropolitan Counties5,Westchester Public Safety,9,0,,1,0,8,204,7,194,3,1
NEW YORK - Metropolitan Counties5,Yates,13,0,,3,0,10,284,88,193,3,2
NEW YORK - Nonmetropolitan Counties5,Cattaraugus,44,1,,7,3,33,572,201,362,9,
NEW YORK - Nonmetropolitan Counties5,Cayuga,26,1,,4,2,19,373,81,286,6,
NEW YORK - Nonmetropolitan Counties5,Chautauqua,25,1,,4,0,20,698,201,486,11,
NEW YORK - Nonmetropolitan Counties5,Chenango,20,0,,1,1,18,454,76,371,7,
NEW YORK - Nonmetropolitan Counties5,Clinton,2,0,,0,0,2,20,3,17,0,
NEW YORK - Nonmetropolitan Counties5,Columbia,21,0,,0,3,18,429,92,333,4,
NEW YORK - Nonmetropolitan Counties5,Cortland,20,0,,1,6,13,464,93,367,4,
NEW YORK - Nonmetropolitan Counties5,Delaware,11,1,,4,1,5,106,35,66,5,
NEW YORK - Nonmetropolitan Counties5,Essex,3,0,,0,0,3,6,3,3,0,
NEW YORK - Nonmetropolitan Counties5,Franklin,0,0,,0,0,0,0,0,0,0,0
NEW YORK - Nonmetropolitan Counties5,Fulton,3,0,,0,0,3,391,115,270,6,1
NEW YORK - Nonmetropolitan Counties5,Genesee,26,0,,5,3,18,624,130,472,22,
NEW YORK - Nonmetropolitan Counties5,Hamilton,1,0,,0,0,1,10,6,4,0,0
NEW YORK - Nonmetropolitan Counties5,Lewis,11,0,,0,2,9,198,73,119,6,
NEW YORK - Nonmetropolitan Counties5,Montgomery,19,0,,4,3,12,402,46,351,5,
NEW YORK - Nonmetropolitan Counties5,Otsego,27,0,,1,0,26,116,41,67,8,
NEW YORK - Nonmetropolitan Counties5,Schuyler,13,1,,0,0,12,57,23,27,7,
NEW YORK - Nonmetropolitan Counties5,Seneca,12,0,,0,0,12,116,32,82,2,
NEW YORK - Nonmetropolitan Counties5,Steuben,18,0,,7,0,11,270,51,211,8,0
NEW YORK - Nonmetropolitan Counties5,St. Lawrence,13,0,,0,0,13,68,7,57,4,
NEW YORK - Nonmetropolitan Counties5,Sullivan,27,0,,2,5,20,564,165,392,7,
NEW YORK - Nonmetropolitan Counties5,Wyoming,20,0,,3,4,13,259,42,207,10,1
NORTH CAROLINA - Metropolitan Counties,Alamance,116,1,,7,8,100,1033,429,526,78,1
NORTH CAROLINA - Metropolitan Counties,Alexander,36,1,,6,6,23,803,335,425,43,16
NORTH CAROLINA - Metropolitan Counties,Brunswick,108,1,,20,17,70,1825,684,1052,89,13
NORTH CAROLINA - Metropolitan Counties,Buncombe,144,4,,18,34,88,1954,812,960,182,11
NORTH CAROLINA - Metropolitan Counties,Burke,100,2,,3,22,73,1644,741,833,70,3
NORTH CAROLINA - Metropolitan Counties,Cabarrus,39,3,,7,9,20,910,343,536,31,3
NORTH CAROLINA - Metropolitan Counties,Caldwell,61,2,,7,10,42,1553,541,929,83,21
NORTH CAROLINA - Metropolitan Counties,Catawba,132,9,,7,22,94,1803,737,991,75,13
NORTH CAROLINA - Metropolitan Counties,Chatham,68,1,,8,7,52,781,367,383,31,7
NORTH CAROLINA - Metropolitan Counties,Craven,116,0,,8,19,89,1540,832,630,78,6
NORTH CAROLINA - Metropolitan Counties,Cumberland,505,7,,15,123,360,4197,1714,2283,200,43
NORTH CAROLINA - Metropolitan Counties,Currituck,37,0,,2,2,33,544,114,419,11,6
NORTH CAROLINA - Metropolitan Counties,Davidson,83,0,,4,13,66,1830,824,887,119,14
NORTH CAROLINA - Metropolitan Counties,Davie,67,1,,6,8,52,728,268,432,28,2
NORTH CAROLINA - Metropolitan Counties,Durham,66,0,,5,13,48,799,358,395,46,1
NORTH CAROLINA - Metropolitan Counties,Edgecombe,55,0,,6,11,38,602,295,272,35,7
NORTH CAROLINA - Metropolitan Counties,Forsyth,258,2,,13,27,216,2334,679,1565,90,14
NORTH CAROLINA - Metropolitan Counties,Franklin,110,0,,8,10,92,957,348,542,67,7
NORTH CAROLINA - Metropolitan Counties,Gaston,7,0,,0,0,7,2,0,1,1,0
NORTH CAROLINA - Metropolitan Counties,Gaston County Police Department,193,2,,13,17,161,1308,567,615,126,22
NORTH CAROLINA - Metropolitan Counties,Guilford,131,2,,4,13,112,1580,608,885,87,15
NORTH CAROLINA - Metropolitan Counties,Haywood,89,1,,6,7,75,969,428,490,51,3
NORTH CAROLINA - Metropolitan Counties,Henderson,106,5,,15,10,76,1530,546,877,107,2
NORTH CAROLINA - Metropolitan Counties,Iredell,164,0,,8,14,142,1965,771,1083,111,10
NORTH CAROLINA - Metropolitan Counties,Johnston,121,0,,21,11,89,2228,895,1238,95,3
NORTH CAROLINA - Metropolitan Counties,Lincoln,67,0,,6,5,56,1462,544,883,35,3
NORTH CAROLINA - Metropolitan Counties,Nash,49,4,,5,5,35,642,322,267,53,1
NORTH CAROLINA - Metropolitan Counties,New Hanover,171,1,,17,32,121,2181,603,1479,99,7
NORTH CAROLINA - Metropolitan Counties,Onslow,219,2,,29,37,151,2911,848,1943,120,13
NORTH CAROLINA - Metropolitan Counties,Orange,38,3,,3,11,21,586,341,218,27,3
NORTH CAROLINA - Metropolitan Counties,Pamlico,27,0,,1,3,23,296,57,234,5,1
NORTH CAROLINA - Metropolitan Counties,Pender,106,1,,10,9,86,763,171,556,36,5
NORTH CAROLINA - Metropolitan Counties,Person,50,0,,11,3,36,587,272,291,24,3
NORTH CAROLINA - Metropolitan Counties,Pitt,153,4,,6,21,122,1238,461,729,48,3
NORTH CAROLINA - Metropolitan Counties,Randolph,131,8,,16,19,88,2221,675,1457,89,12
NORTH CAROLINA - Metropolitan Counties,Rockingham,82,5,,6,7,64,1345,630,653,62,4
NORTH CAROLINA - Metropolitan Counties,Rowan,140,2,,9,14,115,1537,592,882,63,4
NORTH CAROLINA - Metropolitan Counties,Stokes,135,2,,5,1,127,1009,401,554,54,4
NORTH CAROLINA - Metropolitan Counties,Union,234,6,,14,32,182,2226,667,1456,103,20
NORTH CAROLINA - Metropolitan Counties,Wake,170,2,,23,27,118,2462,1000,1276,186,23
NORTH CAROLINA - Metropolitan Counties,Wayne,155,7,,5,20,123,2101,876,1094,131,3
NORTH CAROLINA - Metropolitan Counties,Yadkin,87,1,,5,3,78,732,300,405,27,4
NORTH CAROLINA - Nonmetropolitan Counties,Anson,50,0,,12,10,28,716,331,367,18,2
NORTH CAROLINA - Nonmetropolitan Counties,Ashe,26,0,,4,1,21,431,196,210,25,2
NORTH CAROLINA - Nonmetropolitan Counties,Avery,20,0,,0,1,19,180,55,120,5,5
NORTH CAROLINA - Nonmetropolitan Counties,Beaufort,73,0,,4,10,59,745,323,396,26,10
NORTH CAROLINA - Nonmetropolitan Counties,Bertie,22,0,,1,6,15,286,84,192,10,3
NORTH CAROLINA - Nonmetropolitan Counties,Bladen,100,2,,1,14,83,1102,362,707,33,12
NORTH CAROLINA - Nonmetropolitan Counties,Camden,12,0,,1,2,9,113,40,70,3,0
NORTH CAROLINA - Nonmetropolitan Counties,Carteret,87,3,,20,6,58,774,246,480,48,2
NORTH CAROLINA - Nonmetropolitan Counties,Caswell,62,2,,8,4,48,519,214,288,17,7
NORTH CAROLINA - Nonmetropolitan Counties,Cherokee,32,3,,3,1,25,599,246,327,26,5
NORTH CAROLINA - Nonmetropolitan Counties,Chowan,11,0,,0,3,8,136,61,68,7,2
NORTH CAROLINA - Nonmetropolitan Counties,Clay,26,0,,2,0,24,238,100,128,10,0
NORTH CAROLINA - Nonmetropolitan Counties,Cleveland,45,1,,8,14,22,1283,512,735,36,1
NORTH CAROLINA - Nonmetropolitan Counties,Columbus,131,3,,14,32,82,1498,723,685,90,12
NORTH CAROLINA - Nonmetropolitan Counties,Dare,25,1,,7,3,14,721,215,487,19,5
NORTH CAROLINA - Nonmetropolitan Counties,Duplin,150,7,,10,16,117,990,476,468,46,9
NORTH CAROLINA - Nonmetropolitan Counties,Granville,77,0,,1,10,66,896,421,436,39,2
NORTH CAROLINA - Nonmetropolitan Counties,Halifax,115,5,,12,11,87,859,396,416,47,12
NORTH CAROLINA - Nonmetropolitan Counties,Harnett,259,3,,16,42,198,2654,1099,1419,136,16
NORTH CAROLINA - Nonmetropolitan Counties,Hertford,26,2,,4,7,13,279,139,116,24,0
NORTH CAROLINA - Nonmetropolitan Counties,Jackson,78,0,,7,10,61,728,420,283,25,8
NORTH CAROLINA - Nonmetropolitan Counties,Lee,23,1,,4,1,17,648,211,383,54,2
NORTH CAROLINA - Nonmetropolitan Counties,Lenoir,103,0,,5,22,76,970,418,523,29,5
NORTH CAROLINA - Nonmetropolitan Counties,Macon,16,1,,2,1,12,398,146,234,18,0
NORTH CAROLINA - Nonmetropolitan Counties,Martin,32,1,,1,7,23,465,208,230,27,4
NORTH CAROLINA - Nonmetropolitan Counties,McDowell,45,0,,6,4,35,768,293,428,47,5
NORTH CAROLINA - Nonmetropolitan Counties,Montgomery,39,3,,4,2,30,466,212,233,21,3
NORTH CAROLINA - Nonmetropolitan Counties,Moore,56,5,,4,7,40,815,411,353,51,2
NORTH CAROLINA - Nonmetropolitan Counties,Pasquotank,45,0,,0,12,33,355,160,187,8,5
NORTH CAROLINA - Nonmetropolitan Counties,Perquimans,10,1,,1,0,8,165,96,63,6,1
NORTH CAROLINA - Nonmetropolitan Counties,Richmond,135,7,,16,21,91,1280,565,659,56,13
NORTH CAROLINA - Nonmetropolitan Counties,Robeson,530,5,,18,98,409,3580,1786,1616,178,48
NORTH CAROLINA - Nonmetropolitan Counties,Rutherford,79,1,,4,7,67,1329,716,531,82,11
NORTH CAROLINA - Nonmetropolitan Counties,Sampson,82,4,,5,16,57,1393,772,544,77,5
NORTH CAROLINA - Nonmetropolitan Counties,Stanly,22,0,,3,3,16,522,224,281,17,4
NORTH CAROLINA - Nonmetropolitan Counties,Surry,143,6,,11,16,110,1294,505,706,83,10
