State,County,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson1,
ILLINOIS - Nonmetropolitan Counties,La Salle,31.0,0.0,16.0,1.0,14.0,472.0,163.0,292.0,17.0,4.0,
ILLINOIS - Nonmetropolitan Counties,Lee,6.0,0.0,1.0,1.0,4.0,187.0,80.0,105.0,2.0,2.0,
ILLINOIS - Nonmetropolitan Counties,Livingston,16.0,4.0,3.0,0.0,9.0,164.0,30.0,130.0,4.0,68.0,
ILLINOIS - Nonmetropolitan Counties,Logan,20.0,0.0,5.0,1.0,14.0,195.0,89.0,101.0,5.0,1.0,
ILLINOIS - Nonmetropolitan Counties,Marion,17.0,1.0,6.0,2.0,8.0,266.0,82.0,165.0,19.0,1.0,
ILLINOIS - Nonmetropolitan Counties,Mason,23.0,2.0,5.0,0.0,16.0,118.0,29.0,86.0,3.0,1.0,
ILLINOIS - Nonmetropolitan Counties,Massac,13.0,0.0,4.0,0.0,9.0,111.0,36.0,73.0,2.0,0.0,
ILLINOIS - Nonmetropolitan Counties,McDonough,4.0,0.0,1.0,0.0,3.0,71.0,20.0,50.0,1.0,1.0,
ILLINOIS - Nonmetropolitan Counties,Montgomery,86.0,0.0,1.0,2.0,83.0,137.0,59.0,78.0,0.0,3.0,
ILLINOIS - Nonmetropolitan Counties,Morgan,13.0,0.0,6.0,0.0,7.0,92.0,47.0,44.0,1.0,3.0,
ILLINOIS - Nonmetropolitan Counties,Moultrie,4.0,0.0,0.0,0.0,4.0,42.0,17.0,25.0,0.0,0.0,
ILLINOIS - Nonmetropolitan Counties,Ogle,15.0,0.0,3.0,0.0,12.0,222.0,64.0,149.0,9.0,1.0,
ILLINOIS - Nonmetropolitan Counties,Perry,8.0,0.0,3.0,0.0,5.0,74.0,27.0,47.0,0.0,1.0,
ILLINOIS - Nonmetropolitan Counties,Pike,5.0,0.0,1.0,0.0,4.0,9.0,1.0,7.0,1.0,0.0,
ILLINOIS - Nonmetropolitan Counties,Pulaski,44.0,0.0,4.0,1.0,39.0,74.0,31.0,38.0,5.0,0.0,
ILLINOIS - Nonmetropolitan Counties,Putnam,2.0,0.0,0.0,0.0,2.0,45.0,15.0,29.0,1.0,0.0,
ILLINOIS - Nonmetropolitan Counties,Schuyler,3.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,
ILLINOIS - Nonmetropolitan Counties,Scott,2.0,0.0,1.0,0.0,1.0,29.0,13.0,15.0,1.0,0.0,
ILLINOIS - Nonmetropolitan Counties,Shelby,16.0,0.0,0.0,0.0,16.0,104.0,44.0,60.0,0.0,1.0,
ILLINOIS - Nonmetropolitan Counties,Stephenson,11.0,0.0,2.0,0.0,9.0,181.0,46.0,130.0,5.0,1.0,
ILLINOIS - Nonmetropolitan Counties,Union,7.0,0.0,1.0,0.0,6.0,96.0,15.0,74.0,7.0,0.0,
ILLINOIS - Nonmetropolitan Counties,Wabash,3.0,0.0,1.0,0.0,2.0,65.0,35.0,25.0,5.0,2.0,
ILLINOIS - Nonmetropolitan Counties,Warren,7.0,0.0,1.0,0.0,6.0,95.0,39.0,51.0,5.0,1.0,
ILLINOIS - Nonmetropolitan Counties,Washington,25.0,0.0,0.0,0.0,25.0,33.0,10.0,23.0,0.0,1.0,
ILLINOIS - Nonmetropolitan Counties,Wayne,25.0,0.0,0.0,0.0,25.0,141.0,57.0,78.0,6.0,0.0,
ILLINOIS - Nonmetropolitan Counties,White,14.0,0.0,1.0,0.0,13.0,187.0,55.0,125.0,7.0,0.0,
ILLINOIS - Nonmetropolitan Counties,Whiteside,15.0,0.0,0.0,2.0,13.0,234.0,78.0,152.0,4.0,0.0,
ILLINOIS - Nonmetropolitan Counties,Williamson,28.0,1.0,7.0,1.0,19.0,366.0,145.0,202.0,19.0,2.0,
INDIANA - Metropolitan Counties,Allen,71.0,2.0,9.0,15.0,45.0,938.0,169.0,711.0,58.0,1.0,
INDIANA - Metropolitan Counties,Bartholomew,40.0,0.0,6.0,4.0,30.0,587.0,114.0,414.0,59.0,0.0,
INDIANA - Metropolitan Counties,Boone,0.0,0.0,0.0,0.0,0.0,171.0,39.0,132.0,0.0,2.0,
INDIANA - Metropolitan Counties,Brown,2.0,0.0,0.0,0.0,2.0,128.0,43.0,73.0,12.0,1.0,
INDIANA - Metropolitan Counties,Carroll,10.0,0.0,0.0,0.0,10.0,221.0,86.0,114.0,21.0,1.0,
INDIANA - Metropolitan Counties,Clark,57.0,1.0,5.0,1.0,50.0,651.0,270.0,355.0,26.0,1.0,
INDIANA - Metropolitan Counties,Dearborn,0.0,0.0,0.0,0.0,0.0,19.0,17.0,2.0,0.0,0.0,
INDIANA - Metropolitan Counties,Delaware,53.0,1.0,8.0,6.0,38.0,525.0,149.0,336.0,40.0,2.0,
INDIANA - Metropolitan Counties,Elkhart,37.0,1.0,16.0,13.0,7.0,1479.0,532.0,828.0,119.0,9.0,
INDIANA - Metropolitan Counties,Floyd,0.0,0.0,0.0,0.0,0.0,726.0,183.0,500.0,43.0,0.0,
INDIANA - Metropolitan Counties,Franklin,6.0,0.0,0.0,0.0,6.0,189.0,110.0,79.0,0.0,2.0,
INDIANA - Metropolitan Counties,Gibson,12.0,0.0,1.0,0.0,11.0,184.0,28.0,152.0,4.0,2.0,
INDIANA - Metropolitan Counties,Greene,2.0,1.0,0.0,0.0,1.0,155.0,25.0,114.0,16.0,1.0,
INDIANA - Metropolitan Counties,Hancock,9.0,0.0,3.0,1.0,5.0,324.0,112.0,201.0,11.0,3.0,
INDIANA - Metropolitan Counties,Harrison6,9.0,0.0,0.0,4.0,5.0,,157.0,,33.0,1.0,
INDIANA - Metropolitan Counties,Howard,43.0,0.0,1.0,3.0,39.0,492.0,233.0,246.0,13.0,0.0,
INDIANA - Metropolitan Counties,Johnson,57.0,0.0,3.0,6.0,48.0,871.0,183.0,672.0,16.0,0.0,
INDIANA - Metropolitan Counties,Lake,51.0,1.0,8.0,21.0,21.0,1002.0,178.0,713.0,111.0,1.0,
INDIANA - Metropolitan Counties,La Porte,23.0,0.0,6.0,7.0,10.0,811.0,271.0,493.0,47.0,1.0,
INDIANA - Metropolitan Counties,Monroe,37.0,0.0,6.0,7.0,24.0,805.0,248.0,484.0,73.0,0.0,
INDIANA - Metropolitan Counties,Newton,29.0,0.0,2.0,1.0,26.0,216.0,72.0,132.0,12.0,0.0,
INDIANA - Metropolitan Counties,Porter,44.0,2.0,5.0,3.0,34.0,965.0,176.0,721.0,68.0,0.0,
INDIANA - Metropolitan Counties,Putnam,16.0,0.0,0.0,3.0,13.0,201.0,89.0,90.0,22.0,0.0,
INDIANA - Metropolitan Counties,Shelby,25.0,0.0,2.0,4.0,19.0,379.0,149.0,199.0,31.0,1.0,
INDIANA - Metropolitan Counties,St. Joseph,131.0,3.0,10.0,22.0,96.0,1823.0,529.0,1230.0,64.0,3.0,
INDIANA - Metropolitan Counties,Sullivan,10.0,0.0,1.0,3.0,6.0,194.0,70.0,114.0,10.0,5.0,
INDIANA - Metropolitan Counties,Tippecanoe,38.0,0.0,9.0,5.0,24.0,907.0,266.0,593.0,48.0,8.0,
INDIANA - Metropolitan Counties,Tipton,17.0,1.0,0.0,0.0,16.0,65.0,27.0,33.0,5.0,0.0,
INDIANA - Metropolitan Counties,Vermillion,28.0,0.0,4.0,1.0,23.0,65.0,14.0,42.0,9.0,0.0,
INDIANA - Metropolitan Counties,Vigo,34.0,2.0,6.0,7.0,19.0,1279.0,385.0,801.0,93.0,5.0,
INDIANA - Metropolitan Counties,Warrick,120.0,0.0,4.0,1.0,115.0,679.0,121.0,541.0,17.0,1.0,
INDIANA - Metropolitan Counties,Wells,4.0,0.0,1.0,0.0,3.0,187.0,67.0,116.0,4.0,0.0,
INDIANA - Nonmetropolitan Counties,Blackford,11.0,0.0,0.0,2.0,9.0,42.0,12.0,25.0,5.0,1.0,
INDIANA - Nonmetropolitan Counties,Cass,5.0,1.0,1.0,1.0,2.0,296.0,64.0,231.0,1.0,1.0,
INDIANA - Nonmetropolitan Counties,Clark,57.0,1.0,5.0,1.0,50.0,651.0,270.0,355.0,26.0,1.0,
INDIANA - Nonmetropolitan Counties,Clinton,21.0,0.0,2.0,8.0,11.0,428.0,118.0,286.0,24.0,0.0,
INDIANA - Nonmetropolitan Counties,Crawford,6.0,0.0,0.0,0.0,6.0,128.0,106.0,19.0,3.0,0.0,
INDIANA - Nonmetropolitan Counties,Daviess,2.0,1.0,0.0,0.0,1.0,133.0,33.0,76.0,24.0,3.0,
INDIANA - Nonmetropolitan Counties,Fulton,11.0,1.0,2.0,0.0,8.0,146.0,56.0,80.0,10.0,1.0,
INDIANA - Nonmetropolitan Counties,Grant,6.0,0.0,2.0,1.0,3.0,322.0,105.0,194.0,23.0,2.0,
INDIANA - Nonmetropolitan Counties,Henry,5.0,0.0,3.0,2.0,0.0,602.0,223.0,355.0,24.0,0.0,
INDIANA - Nonmetropolitan Counties,Huntington,4.0,0.0,0.0,0.0,4.0,144.0,38.0,96.0,10.0,0.0,
INDIANA - Nonmetropolitan Counties,Jackson,18.0,0.0,3.0,2.0,13.0,491.0,98.0,373.0,20.0,1.0,
INDIANA - Nonmetropolitan Counties,Jay,6.0,0.0,0.0,0.0,6.0,115.0,27.0,78.0,10.0,0.0,
INDIANA - Nonmetropolitan Counties,Jennings,42.0,0.0,4.0,0.0,38.0,477.0,235.0,234.0,8.0,0.0,
INDIANA - Nonmetropolitan Counties,Knox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
INDIANA - Nonmetropolitan Counties,Kosciusko,33.0,0.0,6.0,2.0,25.0,702.0,138.0,536.0,28.0,6.0,
INDIANA - Nonmetropolitan Counties,LaGrange,9.0,0.0,4.0,0.0,5.0,251.0,66.0,174.0,11.0,0.0,
INDIANA - Nonmetropolitan Counties,Lawrence,60.0,0.0,1.0,1.0,58.0,350.0,136.0,195.0,19.0,3.0,
INDIANA - Nonmetropolitan Counties,Marshall,21.0,1.0,3.0,0.0,17.0,377.0,117.0,237.0,23.0,1.0,
INDIANA - Nonmetropolitan Counties,Martin,2.0,0.0,0.0,1.0,1.0,72.0,20.0,43.0,9.0,0.0,
INDIANA - Nonmetropolitan Counties,Montgomery,36.0,0.0,6.0,0.0,30.0,450.0,153.0,266.0,31.0,0.0,
INDIANA - Nonmetropolitan Counties,Noble,14.0,0.0,1.0,0.0,13.0,233.0,94.0,122.0,17.0,1.0,
INDIANA - Nonmetropolitan Counties,Parke,15.0,1.0,2.0,4.0,8.0,85.0,33.0,50.0,2.0,5.0,
INDIANA - Nonmetropolitan Counties,Pike,32.0,0.0,2.0,2.0,28.0,293.0,90.0,194.0,9.0,1.0,
INDIANA - Nonmetropolitan Counties,Pulaski,18.0,0.0,2.0,0.0,16.0,231.0,57.0,148.0,26.0,3.0,
INDIANA - Nonmetropolitan Counties,Randolph,0.0,0.0,0.0,0.0,0.0,281.0,94.0,179.0,8.0,3.0,
INDIANA - Nonmetropolitan Counties,Ripley,2.0,0.0,0.0,0.0,2.0,298.0,83.0,201.0,14.0,0.0,
INDIANA - Nonmetropolitan Counties,Rush,2.0,0.0,1.0,1.0,0.0,247.0,77.0,162.0,8.0,3.0,
INDIANA - Nonmetropolitan Counties,Scott,14.0,0.0,1.0,0.0,13.0,346.0,50.0,289.0,7.0,0.0,
INDIANA - Nonmetropolitan Counties,Starke,22.0,0.0,3.0,1.0,18.0,206.0,61.0,132.0,13.0,1.0,
INDIANA - Nonmetropolitan Counties,Steuben,16.0,0.0,3.0,2.0,11.0,484.0,136.0,334.0,14.0,0.0,
INDIANA - Nonmetropolitan Counties,Wayne,1.0,1.0,0.0,0.0,0.0,87.0,33.0,53.0,1.0,1.0,
INDIANA - Nonmetropolitan Counties,White,6.0,0.0,1.0,1.0,4.0,62.0,16.0,41.0,5.0,0.0,
IOWA - Metropolitan Counties,Black Hawk,37.0,0.0,7.0,0.0,30.0,143.0,48.0,80.0,15.0,1.0,
IOWA - Metropolitan Counties,Bremer,6.0,0.0,2.0,0.0,4.0,42.0,10.0,30.0,2.0,3.0,
IOWA - Metropolitan Counties,Dallas,13.0,0.0,0.0,0.0,13.0,133.0,39.0,86.0,8.0,1.0,
IOWA - Metropolitan Counties,Dubuque,11.0,0.0,1.0,1.0,9.0,189.0,73.0,104.0,12.0,5.0,
IOWA - Metropolitan Counties,Guthrie,3.0,0.0,0.0,0.0,3.0,47.0,19.0,24.0,4.0,1.0,
IOWA - Metropolitan Counties,Harrison,5.0,0.0,3.0,0.0,2.0,105.0,24.0,70.0,11.0,1.0,
IOWA - Metropolitan Counties,Johnson,65.0,0.0,5.0,1.0,59.0,220.0,56.0,144.0,20.0,6.0,
IOWA - Metropolitan Counties,Jones,0.0,0.0,0.0,0.0,0.0,79.0,18.0,54.0,7.0,0.0,
IOWA - Metropolitan Counties,Linn,40.0,0.0,13.0,0.0,27.0,285.0,108.0,155.0,22.0,7.0,
IOWA - Metropolitan Counties,Madison,3.0,0.0,0.0,1.0,2.0,58.0,27.0,25.0,6.0,0.0,
IOWA - Metropolitan Counties,Mills,22.0,0.0,2.0,2.0,18.0,215.0,81.0,115.0,19.0,2.0,
IOWA - Metropolitan Counties,Polk,87.0,0.0,7.0,4.0,76.0,779.0,234.0,483.0,62.0,4.0,
IOWA - Metropolitan Counties,Pottawattamie,50.0,0.0,4.0,1.0,45.0,570.0,215.0,287.0,68.0,3.0,
IOWA - Metropolitan Counties,Scott,40.0,0.0,4.0,1.0,35.0,153.0,45.0,99.0,9.0,2.0,
IOWA - Metropolitan Counties,Story,9.0,0.0,3.0,0.0,6.0,143.0,54.0,78.0,11.0,3.0,
IOWA - Metropolitan Counties,Warren,22.0,0.0,3.0,0.0,19.0,275.0,109.0,144.0,22.0,4.0,
IOWA - Metropolitan Counties,Washington,25.0,1.0,4.0,0.0,20.0,130.0,69.0,57.0,4.0,0.0,
IOWA - Metropolitan Counties,Woodbury,34.0,0.0,4.0,1.0,29.0,129.0,46.0,71.0,12.0,2.0,
IOWA - Nonmetropolitan Counties,Adair,5.0,0.0,0.0,0.0,5.0,54.0,14.0,37.0,3.0,0.0,
IOWA - Nonmetropolitan Counties,Appanoose,12.0,0.0,1.0,0.0,11.0,102.0,48.0,48.0,6.0,2.0,
IOWA - Nonmetropolitan Counties,Boone,7.0,0.0,1.0,0.0,6.0,48.0,11.0,24.0,13.0,0.0,
IOWA - Nonmetropolitan Counties,Buena Vista,6.0,0.0,1.0,0.0,5.0,89.0,25.0,55.0,9.0,0.0,
IOWA - Nonmetropolitan Counties,Butler,1.0,1.0,0.0,0.0,0.0,25.0,9.0,8.0,8.0,0.0,
IOWA - Nonmetropolitan Counties,Calhoun,12.0,0.0,0.0,0.0,12.0,87.0,37.0,46.0,4.0,0.0,
IOWA - Nonmetropolitan Counties,Cass,4.0,0.0,0.0,0.0,4.0,76.0,25.0,45.0,6.0,0.0,
IOWA - Nonmetropolitan Counties,Cedar,10.0,0.0,2.0,1.0,7.0,85.0,1.0,82.0,2.0,1.0,
IOWA - Nonmetropolitan Counties,Cerro Gordo,3.0,0.0,0.0,0.0,3.0,131.0,39.0,81.0,11.0,1.0,
IOWA - Nonmetropolitan Counties,Clarke,3.0,0.0,0.0,0.0,3.0,49.0,16.0,29.0,4.0,0.0,
IOWA - Nonmetropolitan Counties,Clay,6.0,0.0,1.0,0.0,5.0,53.0,37.0,12.0,4.0,0.0,
IOWA - Nonmetropolitan Counties,Clinton,14.0,1.0,0.0,0.0,13.0,132.0,54.0,74.0,4.0,5.0,
IOWA - Nonmetropolitan Counties,Crawford,4.0,0.0,0.0,0.0,4.0,8.0,0.0,7.0,1.0,0.0,
IOWA - Nonmetropolitan Counties,Davis,7.0,0.0,0.0,0.0,7.0,19.0,15.0,3.0,1.0,0.0,
IOWA - Nonmetropolitan Counties,Delaware,8.0,0.0,0.0,0.0,8.0,36.0,13.0,23.0,0.0,0.0,
IOWA - Nonmetropolitan Counties,Des Moines,37.0,0.0,0.0,0.0,37.0,153.0,42.0,95.0,16.0,1.0,
IOWA - Nonmetropolitan Counties,Dickinson,7.0,0.0,0.0,0.0,7.0,50.0,27.0,22.0,1.0,1.0,
IOWA - Nonmetropolitan Counties,Emmet,17.0,0.0,0.0,0.0,17.0,32.0,9.0,23.0,0.0,0.0,
IOWA - Nonmetropolitan Counties,Fayette,10.0,0.0,2.0,0.0,8.0,31.0,7.0,19.0,5.0,0.0,
IOWA - Nonmetropolitan Counties,Floyd,1.0,0.0,1.0,0.0,0.0,22.0,10.0,12.0,0.0,0.0,
IOWA - Nonmetropolitan Counties,Hancock,9.0,0.0,0.0,1.0,8.0,41.0,19.0,19.0,3.0,0.0,
IOWA - Nonmetropolitan Counties,Hardin,7.0,1.0,0.0,0.0,6.0,116.0,47.0,62.0,7.0,1.0,
IOWA - Nonmetropolitan Counties,Henry,12.0,0.0,0.0,0.0,12.0,122.0,54.0,61.0,7.0,0.0,
IOWA - Nonmetropolitan Counties,Howard,5.0,0.0,1.0,3.0,1.0,55.0,14.0,38.0,3.0,1.0,
IOWA - Nonmetropolitan Counties,Humboldt,1.0,0.0,0.0,0.0,1.0,37.0,13.0,20.0,4.0,0.0,
IOWA - Nonmetropolitan Counties,Ida,2.0,0.0,1.0,0.0,1.0,37.0,13.0,22.0,2.0,0.0,
IOWA - Nonmetropolitan Counties,Iowa,15.0,0.0,0.0,0.0,15.0,75.0,25.0,44.0,6.0,0.0,
IOWA - Nonmetropolitan Counties,Jefferson,1.0,0.0,0.0,0.0,1.0,59.0,13.0,40.0,6.0,0.0,
IOWA - Nonmetropolitan Counties,Kossuth,7.0,0.0,0.0,0.0,7.0,73.0,48.0,22.0,3.0,2.0,
IOWA - Nonmetropolitan Counties,Lee,20.0,1.0,0.0,0.0,19.0,217.0,120.0,89.0,8.0,0.0,
IOWA - Nonmetropolitan Counties,Louisa,10.0,0.0,1.0,0.0,9.0,68.0,27.0,35.0,6.0,2.0,
IOWA - Nonmetropolitan Counties,Lucas,5.0,0.0,0.0,0.0,5.0,74.0,29.0,43.0,2.0,3.0,
IOWA - Nonmetropolitan Counties,Lyon,17.0,0.0,6.0,0.0,11.0,66.0,24.0,39.0,3.0,2.0,
IOWA - Nonmetropolitan Counties,Marion,24.0,1.0,7.0,1.0,15.0,119.0,59.0,50.0,10.0,3.0,
IOWA - Nonmetropolitan Counties,Marshall,9.0,0.0,0.0,1.0,8.0,92.0,42.0,44.0,6.0,2.0,
IOWA - Nonmetropolitan Counties,Mitchell,0.0,0.0,0.0,0.0,0.0,23.0,4.0,18.0,1.0,0.0,
IOWA - Nonmetropolitan Counties,Monona,1.0,0.0,0.0,0.0,1.0,18.0,6.0,9.0,3.0,1.0,
IOWA - Nonmetropolitan Counties,Monroe,4.0,1.0,1.0,0.0,2.0,27.0,2.0,19.0,6.0,0.0,
IOWA - Nonmetropolitan Counties,Muscatine,24.0,0.0,6.0,0.0,18.0,116.0,57.0,48.0,11.0,4.0,
IOWA - Nonmetropolitan Counties,O'Brien,10.0,0.0,0.0,0.0,10.0,46.0,19.0,21.0,6.0,0.0,
IOWA - Nonmetropolitan Counties,Osceola,1.0,0.0,0.0,0.0,1.0,8.0,2.0,5.0,1.0,2.0,
IOWA - Nonmetropolitan Counties,Page,5.0,1.0,0.0,0.0,4.0,36.0,9.0,24.0,3.0,0.0,
IOWA - Nonmetropolitan Counties,Palo Alto,14.0,0.0,0.0,0.0,14.0,71.0,26.0,42.0,3.0,0.0,
IOWA - Nonmetropolitan Counties,Plymouth,12.0,0.0,0.0,1.0,11.0,77.0,29.0,47.0,1.0,0.0,
IOWA - Nonmetropolitan Counties,Pocahontas,8.0,0.0,2.0,0.0,6.0,76.0,24.0,50.0,2.0,0.0,
IOWA - Nonmetropolitan Counties,Sioux,10.0,0.0,1.0,0.0,9.0,44.0,20.0,22.0,2.0,1.0,
IOWA - Nonmetropolitan Counties,Story,9.0,0.0,3.0,0.0,6.0,143.0,54.0,78.0,11.0,3.0,
IOWA - Nonmetropolitan Counties,Tama,22.0,0.0,1.0,0.0,21.0,83.0,44.0,35.0,4.0,1.0,
IOWA - Nonmetropolitan Counties,Van Buren,14.0,0.0,1.0,0.0,13.0,58.0,27.0,26.0,5.0,0.0,
IOWA - Nonmetropolitan Counties,Wapello,13.0,0.0,0.0,0.0,13.0,96.0,44.0,45.0,7.0,1.0,
IOWA - Nonmetropolitan Counties,Wayne,4.0,0.0,0.0,0.0,4.0,26.0,10.0,16.0,0.0,0.0,
IOWA - Nonmetropolitan Counties,Webster,16.0,0.0,1.0,0.0,15.0,211.0,71.0,128.0,12.0,3.0,
IOWA - Nonmetropolitan Counties,Winnebago,2.0,0.0,0.0,0.0,2.0,14.0,5.0,8.0,1.0,0.0,
IOWA - Nonmetropolitan Counties,Winneshiek,0.0,0.0,0.0,0.0,0.0,16.0,4.0,11.0,1.0,0.0,
IOWA - Nonmetropolitan Counties,Worth,3.0,0.0,0.0,0.0,3.0,96.0,29.0,63.0,4.0,0.0,
IOWA - Nonmetropolitan Counties,Wright,1.0,0.0,0.0,0.0,1.0,46.0,23.0,21.0,2.0,0.0,
KANSAS - Metropolitan Counties,Butler,40.0,1.0,3.0,0.0,36.0,440.0,123.0,298.0,19.0,6.0,
KANSAS - Metropolitan Counties,Doniphan,2.0,0.0,1.0,0.0,1.0,37.0,7.0,26.0,4.0,0.0,
KANSAS - Metropolitan Counties,Douglas,25.0,0.0,2.0,0.0,23.0,179.0,64.0,104.0,11.0,1.0,
KANSAS - Metropolitan Counties,Franklin,25.0,0.0,1.0,0.0,24.0,196.0,63.0,120.0,13.0,2.0,
KANSAS - Metropolitan Counties,Geary,6.0,0.0,1.0,0.0,5.0,34.0,13.0,19.0,2.0,1.0,
KANSAS - Metropolitan Counties,Harvey,18.0,1.0,0.0,0.0,17.0,86.0,39.0,45.0,2.0,1.0,
KANSAS - Metropolitan Counties,Jackson,18.0,0.0,2.0,0.0,16.0,110.0,33.0,65.0,12.0,5.0,
KANSAS - Metropolitan Counties,Jefferson,29.0,0.0,3.0,0.0,26.0,330.0,122.0,188.0,20.0,2.0,
KANSAS - Metropolitan Counties,Johnson,38.0,0.0,7.0,0.0,31.0,278.0,73.0,187.0,18.0,7.0,
KANSAS - Metropolitan Counties,Leavenworth,48.0,0.0,3.0,1.0,44.0,233.0,85.0,121.0,27.0,15.0,
KANSAS - Metropolitan Counties,Linn,15.0,0.0,0.0,0.0,15.0,107.0,51.0,45.0,11.0,3.0,
KANSAS - Metropolitan Counties,Miami,18.0,0.0,3.0,0.0,15.0,189.0,70.0,110.0,9.0,6.0,
KANSAS - Metropolitan Counties,Osage,13.0,0.0,0.0,1.0,12.0,111.0,45.0,56.0,10.0,2.0,
KANSAS - Metropolitan Counties,Pottawatomie,38.0,0.0,5.0,1.0,32.0,224.0,72.0,140.0,12.0,6.0,
KANSAS - Metropolitan Counties,Riley County Police Department,173.0,5.0,28.0,20.0,120.0,1467.0,372.0,1062.0,33.0,9.0,
KANSAS - Metropolitan Counties,Shawnee,65.0,0.0,1.0,4.0,60.0,1281.0,359.0,871.0,51.0,13.0,
KANSAS - Metropolitan Counties,Sumner,17.0,0.0,2.0,2.0,13.0,161.0,71.0,72.0,18.0,2.0,
KANSAS - Metropolitan Counties,Wabaunsee,10.0,0.0,2.0,0.0,8.0,95.0,37.0,53.0,5.0,4.0,
KANSAS - Metropolitan Counties,Wyandotte,12.0,0.0,1.0,0.0,11.0,37.0,4.0,27.0,6.0,1.0,
KANSAS - Nonmetropolitan Counties,Allen,10.0,0.0,1.0,0.0,9.0,85.0,27.0,55.0,3.0,5.0,
KANSAS - Nonmetropolitan Counties,Anderson,7.0,0.0,0.0,1.0,6.0,60.0,27.0,30.0,3.0,1.0,
KANSAS - Nonmetropolitan Counties,Atchison,15.0,1.0,3.0,1.0,10.0,12.0,8.0,4.0,0.0,1.0,
KANSAS - Nonmetropolitan Counties,Barber,3.0,0.0,1.0,0.0,2.0,30.0,6.0,21.0,3.0,0.0,
KANSAS - Nonmetropolitan Counties,Barton,9.0,1.0,1.0,0.0,7.0,157.0,61.0,92.0,4.0,3.0,
KANSAS - Nonmetropolitan Counties,Bourbon,20.0,2.0,1.0,0.0,17.0,129.0,50.0,62.0,17.0,8.0,
KANSAS - Nonmetropolitan Counties,Brown,14.0,0.0,4.0,0.0,10.0,44.0,14.0,25.0,5.0,0.0,
KANSAS - Nonmetropolitan Counties,Chase,1.0,0.0,0.0,0.0,1.0,14.0,8.0,4.0,2.0,0.0,
KANSAS - Nonmetropolitan Counties,Chautauqua,0.0,0.0,0.0,0.0,0.0,19.0,4.0,11.0,4.0,1.0,
KANSAS - Nonmetropolitan Counties,Cherokee,25.0,0.0,2.0,2.0,21.0,253.0,96.0,146.0,11.0,24.0,
KANSAS - Nonmetropolitan Counties,Cheyenne,4.0,0.0,1.0,0.0,3.0,33.0,15.0,16.0,2.0,0.0,
KANSAS - Nonmetropolitan Counties,Clark,3.0,0.0,0.0,0.0,3.0,16.0,2.0,14.0,0.0,0.0,
KANSAS - Nonmetropolitan Counties,Clay,1.0,0.0,1.0,0.0,0.0,42.0,11.0,24.0,7.0,0.0,
KANSAS - Nonmetropolitan Counties,Cloud,22.0,0.0,7.0,0.0,15.0,62.0,25.0,33.0,4.0,0.0,
KANSAS - Nonmetropolitan Counties,Coffey,4.0,0.0,1.0,0.0,3.0,37.0,10.0,24.0,3.0,0.0,
KANSAS - Nonmetropolitan Counties,Cowley,19.0,0.0,2.0,1.0,16.0,142.0,51.0,84.0,7.0,1.0,
KANSAS - Nonmetropolitan Counties,Crawford,26.0,0.0,3.0,0.0,23.0,229.0,74.0,138.0,17.0,6.0,
KANSAS - Nonmetropolitan Counties,Dickinson,13.0,0.0,1.0,0.0,12.0,123.0,43.0,71.0,9.0,2.0,
KANSAS - Nonmetropolitan Counties,Edwards,5.0,0.0,1.0,0.0,4.0,24.0,11.0,12.0,1.0,2.0,
KANSAS - Nonmetropolitan Counties,Elk,3.0,0.0,0.0,0.0,3.0,23.0,10.0,11.0,2.0,0.0,
KANSAS - Nonmetropolitan Counties,Ellis,8.0,0.0,2.0,0.0,6.0,59.0,23.0,34.0,2.0,0.0,
KANSAS - Nonmetropolitan Counties,Ellsworth,7.0,0.0,1.0,1.0,5.0,38.0,17.0,20.0,1.0,2.0,
KANSAS - Nonmetropolitan Counties,Finney,25.0,0.0,5.0,2.0,18.0,170.0,47.0,114.0,9.0,4.0,
KANSAS - Nonmetropolitan Counties,Ford,7.0,0.0,0.0,0.0,7.0,113.0,33.0,75.0,5.0,0.0,
KANSAS - Nonmetropolitan Counties,Graham,0.0,0.0,0.0,0.0,0.0,26.0,3.0,20.0,3.0,1.0,
KANSAS - Nonmetropolitan Counties,Grant,6.0,0.0,0.0,0.0,6.0,9.0,2.0,5.0,2.0,0.0,
KANSAS - Nonmetropolitan Counties,Gray,4.0,0.0,1.0,0.0,3.0,41.0,9.0,29.0,3.0,0.0,
KANSAS - Nonmetropolitan Counties,Greenwood,12.0,0.0,2.0,1.0,9.0,94.0,45.0,44.0,5.0,1.0,
KANSAS - Nonmetropolitan Counties,Harper,3.0,0.0,1.0,0.0,2.0,16.0,10.0,5.0,1.0,1.0,
KANSAS - Nonmetropolitan Counties,Hodgeman,7.0,0.0,0.0,0.0,7.0,44.0,14.0,21.0,9.0,0.0,
KANSAS - Nonmetropolitan Counties,Kingman,2.0,0.0,0.0,0.0,2.0,77.0,24.0,51.0,2.0,2.0,
KANSAS - Nonmetropolitan Counties,Kiowa,1.0,0.0,0.0,1.0,0.0,43.0,15.0,24.0,4.0,0.0,
