State,County,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson1,
CALIFORNIA - Metropolitan Counties,Kings,137.0,2.0,13.0,15.0,107.0,683.0,242.0,386.0,55.0,7.0,
CALIFORNIA - Metropolitan Counties,Los Angeles,5595.0,88.0,165.0,1484.0,3858.0,16010.0,4624.0,7730.0,3656.0,222.0,
CALIFORNIA - Metropolitan Counties,Madera,311.0,4.0,10.0,20.0,277.0,1634.0,836.0,778.0,20.0,11.0,
CALIFORNIA - Metropolitan Counties,Marin,122.0,0.0,8.0,22.0,92.0,739.0,263.0,473.0,3.0,5.0,
CALIFORNIA - Metropolitan Counties,Merced,459.0,2.0,22.0,41.0,394.0,2319.0,767.0,1538.0,14.0,6.0,
CALIFORNIA - Metropolitan Counties,Monterey,197.0,8.0,19.0,44.0,126.0,1290.0,504.0,781.0,5.0,18.0,
CALIFORNIA - Metropolitan Counties,Napa,52.0,2.0,2.0,1.0,47.0,371.0,125.0,243.0,3.0,4.0,
CALIFORNIA - Metropolitan Counties,Orange,251.0,1.0,11.0,42.0,197.0,1301.0,277.0,935.0,89.0,3.0,
CALIFORNIA - Metropolitan Counties,Placer,301.0,4.0,25.0,28.0,244.0,1946.0,622.0,1293.0,31.0,3.0,
CALIFORNIA - Metropolitan Counties,Riverside,903.0,13.0,47.0,188.0,655.0,8872.0,2673.0,4884.0,1315.0,18.0,
CALIFORNIA - Metropolitan Counties,Sacramento,2719.0,33.0,144.0,959.0,1583.0,11797.0,4150.0,7539.0,108.0,77.0,
CALIFORNIA - Metropolitan Counties,San Benito,38.0,1.0,6.0,0.0,31.0,268.0,93.0,161.0,14.0,1.0,
CALIFORNIA - Metropolitan Counties,San Bernardino,1081.0,18.0,57.0,178.0,828.0,6207.0,2202.0,2879.0,1126.0,94.0,
CALIFORNIA - Metropolitan Counties,San Diego,1397.0,18.0,84.0,218.0,1077.0,5851.0,1725.0,3202.0,924.0,27.0,
CALIFORNIA - Metropolitan Counties,San Joaquin,820.0,23.0,20.0,164.0,613.0,4767.0,1802.0,2831.0,134.0,22.0,
CALIFORNIA - Metropolitan Counties,San Luis Obispo,208.0,1.0,26.0,13.0,168.0,1356.0,481.0,872.0,3.0,3.0,
CALIFORNIA - Metropolitan Counties,San Mateo,219.0,0.0,18.0,32.0,169.0,1976.0,312.0,1464.0,200.0,9.0,
CALIFORNIA - Metropolitan Counties,Santa Barbara,255.0,1.0,34.0,30.0,190.0,1539.0,487.0,1045.0,7.0,12.0,
CALIFORNIA - Metropolitan Counties,Santa Clara,186.0,4.0,30.0,39.0,113.0,1487.0,316.0,1025.0,146.0,2.0,
CALIFORNIA - Metropolitan Counties,Santa Cruz,362.0,3.0,34.0,36.0,289.0,2301.0,913.0,1382.0,6.0,10.0,
CALIFORNIA - Metropolitan Counties,Shasta,524.0,2.0,32.0,22.0,468.0,970.0,512.0,430.0,28.0,1.0,
CALIFORNIA - Metropolitan Counties,Solano,95.0,3.0,4.0,18.0,70.0,423.0,195.0,207.0,21.0,8.0,
CALIFORNIA - Metropolitan Counties,Sonoma,511.0,5.0,36.0,48.0,422.0,1306.0,490.0,802.0,14.0,13.0,
CALIFORNIA - Metropolitan Counties,Stanislaus,323.0,16.0,15.0,77.0,215.0,2404.0,1135.0,1222.0,47.0,61.0,
CALIFORNIA - Metropolitan Counties,Sutter,132.0,3.0,8.0,4.0,117.0,847.0,210.0,589.0,48.0,6.0,
CALIFORNIA - Metropolitan Counties,Tulare4,517.0,20.0,31.0,68.0,398.0,,1200.0,2191.0,,31.0,
CALIFORNIA - Metropolitan Counties,Ventura,155.0,2.0,10.0,23.0,120.0,1124.0,273.0,795.0,56.0,17.0,
CALIFORNIA - Metropolitan Counties,Yolo,82.0,0.0,9.0,4.0,69.0,408.0,125.0,273.0,10.0,7.0,
CALIFORNIA - Metropolitan Counties,Yuba,230.0,3.0,18.0,29.0,180.0,1323.0,457.0,858.0,8.0,5.0,
CALIFORNIA - Nonmetropolitan Counties,Alpine,7.0,0.0,0.0,0.0,7.0,105.0,20.0,84.0,1.0,0.0,
CALIFORNIA - Nonmetropolitan Counties,Amador,54.0,1.0,5.0,4.0,44.0,598.0,187.0,401.0,10.0,4.0,
CALIFORNIA - Nonmetropolitan Counties,Calaveras,102.0,1.0,14.0,8.0,79.0,974.0,314.0,655.0,5.0,0.0,
CALIFORNIA - Nonmetropolitan Counties,Colusa,28.0,1.0,2.0,1.0,24.0,281.0,91.0,186.0,4.0,2.0,
CALIFORNIA - Nonmetropolitan Counties,Del Norte,99.0,2.0,18.0,7.0,72.0,427.0,242.0,180.0,5.0,6.0,
CALIFORNIA - Nonmetropolitan Counties,Glenn,11.0,2.0,0.0,2.0,7.0,169.0,61.0,105.0,3.0,2.0,
CALIFORNIA - Nonmetropolitan Counties,Humboldt,203.0,2.0,21.0,46.0,134.0,1109.0,436.0,646.0,27.0,14.0,
CALIFORNIA - Nonmetropolitan Counties,Inyo,52.0,1.0,7.0,3.0,41.0,141.0,54.0,85.0,2.0,5.0,
CALIFORNIA - Nonmetropolitan Counties,Lake,169.0,1.0,18.0,20.0,130.0,704.0,315.0,383.0,6.0,10.0,
CALIFORNIA - Nonmetropolitan Counties,Lassen,39.0,1.0,5.0,2.0,31.0,143.0,56.0,86.0,1.0,3.0,
CALIFORNIA - Nonmetropolitan Counties,Mariposa,55.0,0.0,5.0,1.0,49.0,342.0,128.0,214.0,0.0,1.0,
CALIFORNIA - Nonmetropolitan Counties,Mendocino,295.0,7.0,13.0,23.0,252.0,544.0,247.0,297.0,0.0,10.0,
CALIFORNIA - Nonmetropolitan Counties,Modoc,24.0,0.0,7.0,1.0,16.0,93.0,36.0,53.0,4.0,3.0,
CALIFORNIA - Nonmetropolitan Counties,Mono,11.0,0.0,1.0,0.0,10.0,67.0,21.0,46.0,0.0,0.0,
CALIFORNIA - Nonmetropolitan Counties,Nevada,166.0,2.0,10.0,6.0,148.0,533.0,226.0,301.0,6.0,1.0,
CALIFORNIA - Nonmetropolitan Counties,Plumas,104.0,1.0,14.0,3.0,86.0,356.0,124.0,231.0,1.0,7.0,
CALIFORNIA - Nonmetropolitan Counties,Sierra,5.0,0.0,0.0,0.0,5.0,55.0,17.0,38.0,0.0,2.0,
CALIFORNIA - Nonmetropolitan Counties,Siskiyou,71.0,2.0,10.0,4.0,55.0,228.0,102.0,124.0,2.0,1.0,
CALIFORNIA - Nonmetropolitan Counties,Tehama,184.0,1.0,5.0,8.0,170.0,316.0,134.0,182.0,0.0,6.0,
CALIFORNIA - Nonmetropolitan Counties,Trinity,34.0,3.0,5.0,1.0,25.0,100.0,63.0,37.0,0.0,0.0,
CALIFORNIA - Nonmetropolitan Counties,Tuolumne,75.0,1.0,13.0,13.0,48.0,731.0,354.0,371.0,6.0,18.0,
COLORADO - Metropolitan Counties,Adams,385.0,2.0,57.0,59.0,267.0,2413.0,622.0,1431.0,360.0,20.0,
COLORADO - Metropolitan Counties,Arapahoe,236.0,0.0,29.0,45.0,162.0,1313.0,350.0,856.0,107.0,19.0,
COLORADO - Metropolitan Counties,Boulder,65.0,1.0,11.0,1.0,52.0,554.0,164.0,360.0,30.0,16.0,
COLORADO - Metropolitan Counties,Clear Creek,17.0,0.0,4.0,0.0,13.0,68.0,30.0,33.0,5.0,1.0,
COLORADO - Metropolitan Counties,Douglas,312.0,2.0,197.0,15.0,98.0,1812.0,406.0,1317.0,89.0,21.0,
COLORADO - Metropolitan Counties,El Paso,486.0,2.0,62.0,15.0,407.0,2097.0,604.0,1314.0,179.0,27.0,
COLORADO - Metropolitan Counties,Gilpin,2.0,0.0,1.0,0.0,1.0,25.0,5.0,19.0,1.0,0.0,
COLORADO - Metropolitan Counties,Jefferson,127.0,0.0,20.0,18.0,89.0,2323.0,437.0,1779.0,107.0,15.0,
COLORADO - Metropolitan Counties,Larimer,107.0,0.0,18.0,3.0,86.0,973.0,252.0,669.0,52.0,21.0,
COLORADO - Metropolitan Counties,Mesa,181.0,1.0,15.0,12.0,153.0,1201.0,292.0,842.0,67.0,6.0,
COLORADO - Metropolitan Counties,Park,7.0,0.0,0.0,0.0,7.0,110.0,37.0,61.0,12.0,1.0,
COLORADO - Metropolitan Counties,Pueblo,28.0,1.0,0.0,6.0,21.0,1545.0,331.0,1157.0,57.0,0.0,
COLORADO - Metropolitan Counties,Teller,23.0,1.0,1.0,0.0,21.0,78.0,34.0,43.0,1.0,1.0,
COLORADO - Metropolitan Counties,Weld,185.0,5.0,17.0,8.0,155.0,772.0,252.0,435.0,85.0,9.0,
COLORADO - Nonmetropolitan Counties,Alamosa,1.0,0.0,0.0,0.0,1.0,37.0,10.0,27.0,0.0,0.0,
COLORADO - Nonmetropolitan Counties,Archuleta,15.0,3.0,2.0,0.0,10.0,10.0,4.0,5.0,1.0,0.0,
COLORADO - Nonmetropolitan Counties,Bent,2.0,0.0,0.0,1.0,1.0,26.0,7.0,19.0,0.0,1.0,
COLORADO - Nonmetropolitan Counties,Chaffee,8.0,0.0,2.0,0.0,6.0,89.0,16.0,68.0,5.0,1.0,
