State,County,Violentcrime,Murder andnonnegligentmanslaughter,Rape(reviseddefinition)1,Rape(legacydefinition)2,Robbery,Aggravatedassault,Propertycrime,Burglary,Larceny-theft,Motorvehicletheft,Arson3,
ILLINOIS - Nonmetropolitan Counties,McDonough,7.0,0.0,1.0,,0.0,6.0,54.0,13.0,41.0,0.0,0.0,
ILLINOIS - Nonmetropolitan Counties,Morgan,12.0,0.0,7.0,,0.0,5.0,94.0,23.0,69.0,2.0,1.0,
ILLINOIS - Nonmetropolitan Counties,Ogle,15.0,0.0,1.0,,3.0,11.0,123.0,33.0,89.0,1.0,0.0,
ILLINOIS - Nonmetropolitan Counties,Perry,7.0,1.0,0.0,,0.0,6.0,52.0,20.0,32.0,0.0,0.0,
ILLINOIS - Nonmetropolitan Counties,Pulaski,17.0,0.0,0.0,,1.0,16.0,33.0,7.0,25.0,1.0,0.0,
ILLINOIS - Nonmetropolitan Counties,Putnam,0.0,0.0,0.0,,0.0,0.0,28.0,10.0,17.0,1.0,0.0,
ILLINOIS - Nonmetropolitan Counties,Randolph,3.0,0.0,1.0,,0.0,2.0,34.0,11.0,22.0,1.0,0.0,
ILLINOIS - Nonmetropolitan Counties,Saline,9.0,0.0,0.0,,0.0,9.0,139.0,22.0,110.0,7.0,1.0,
ILLINOIS - Nonmetropolitan Counties,Schuyler,2.0,0.0,0.0,,0.0,2.0,3.0,0.0,1.0,2.0,0.0,
ILLINOIS - Nonmetropolitan Counties,Scott,2.0,0.0,1.0,,0.0,1.0,14.0,4.0,7.0,3.0,1.0,
ILLINOIS - Nonmetropolitan Counties,Shelby,5.0,0.0,0.0,,0.0,5.0,57.0,19.0,38.0,0.0,1.0,
ILLINOIS - Nonmetropolitan Counties,Stephenson,4.0,0.0,3.0,,0.0,1.0,156.0,33.0,116.0,7.0,1.0,
ILLINOIS - Nonmetropolitan Counties,Union,17.0,0.0,6.0,,0.0,11.0,84.0,32.0,45.0,7.0,0.0,
ILLINOIS - Nonmetropolitan Counties,Wabash,1.0,0.0,0.0,,0.0,1.0,27.0,7.0,20.0,0.0,0.0,
ILLINOIS - Nonmetropolitan Counties,Warren,5.0,0.0,0.0,,0.0,5.0,61.0,28.0,31.0,2.0,1.0,
ILLINOIS - Nonmetropolitan Counties,Wayne,22.0,0.0,0.0,,0.0,22.0,80.0,18.0,60.0,2.0,0.0,
ILLINOIS - Nonmetropolitan Counties,White,10.0,0.0,0.0,,0.0,10.0,158.0,35.0,112.0,11.0,0.0,
ILLINOIS - Nonmetropolitan Counties,Whiteside,16.0,0.0,1.0,,1.0,14.0,119.0,37.0,79.0,3.0,0.0,
INDIANA - Metropolitan Counties,Allen,105.0,1.0,,8.0,40.0,56.0,830.0,168.0,614.0,48.0,1.0,
INDIANA - Metropolitan Counties,Bartholomew,42.0,0.0,,2.0,4.0,36.0,523.0,121.0,362.0,40.0,0.0,
INDIANA - Metropolitan Counties,Brown,10.0,0.0,,0.0,0.0,10.0,107.0,40.0,58.0,9.0,0.0,
INDIANA - Metropolitan Counties,Delaware,43.0,0.0,,5.0,4.0,34.0,331.0,92.0,209.0,30.0,2.0,
INDIANA - Metropolitan Counties,Elkhart,27.0,1.0,13.0,,8.0,5.0,694.0,178.0,437.0,79.0,0.0,
INDIANA - Metropolitan Counties,Floyd,1.0,0.0,,1.0,0.0,0.0,443.0,69.0,350.0,24.0,,
INDIANA - Metropolitan Counties,Harrison,21.0,0.0,,2.0,1.0,18.0,369.0,75.0,266.0,28.0,0.0,
INDIANA - Metropolitan Counties,Hendricks,148.0,0.0,,6.0,9.0,133.0,851.0,182.0,598.0,71.0,2.0,
INDIANA - Metropolitan Counties,Johnson,90.0,0.0,0.0,,5.0,85.0,561.0,105.0,431.0,25.0,10.0,
INDIANA - Metropolitan Counties,Lake,52.0,2.0,,3.0,25.0,22.0,774.0,141.0,557.0,76.0,0.0,
INDIANA - Metropolitan Counties,Madison,22.0,0.0,,19.0,1.0,2.0,371.0,92.0,262.0,17.0,0.0,
INDIANA - Metropolitan Counties,Monroe,74.0,0.0,,8.0,17.0,49.0,815.0,194.0,560.0,61.0,,
INDIANA - Metropolitan Counties,Porter,40.0,0.0,,5.0,7.0,28.0,512.0,113.0,368.0,31.0,,
INDIANA - Metropolitan Counties,Posey,47.0,0.0,,3.0,1.0,43.0,185.0,74.0,106.0,5.0,,
INDIANA - Metropolitan Counties,Shelby,30.0,0.0,2.0,,2.0,26.0,306.0,121.0,170.0,15.0,1.0,
INDIANA - Metropolitan Counties,St. Joseph,115.0,1.0,,18.0,16.0,80.0,1135.0,325.0,741.0,69.0,4.0,
INDIANA - Metropolitan Counties,Sullivan,17.0,0.0,,2.0,0.0,15.0,133.0,26.0,91.0,16.0,0.0,
INDIANA - Metropolitan Counties,Tippecanoe,19.0,0.0,,6.0,5.0,8.0,561.0,180.0,339.0,42.0,3.0,
INDIANA - Metropolitan Counties,Vanderburgh4,45.0,0.0,,7.0,8.0,30.0,813.0,163.0,628.0,22.0,,
INDIANA - Metropolitan Counties,Vigo,63.0,1.0,,8.0,4.0,50.0,854.0,217.0,570.0,67.0,,
INDIANA - Metropolitan Counties,Warrick,77.0,0.0,,3.0,4.0,70.0,658.0,127.0,505.0,26.0,0.0,
INDIANA - Metropolitan Counties,Wells,2.0,0.0,,1.0,0.0,1.0,119.0,29.0,83.0,7.0,0.0,
INDIANA - Nonmetropolitan Counties,Blackford,4.0,0.0,,0.0,0.0,4.0,40.0,10.0,29.0,1.0,1.0,
INDIANA - Nonmetropolitan Counties,Cass,8.0,0.0,,0.0,0.0,8.0,184.0,22.0,160.0,2.0,0.0,
INDIANA - Nonmetropolitan Counties,Clinton,15.0,0.0,,1.0,5.0,9.0,207.0,58.0,137.0,12.0,1.0,
INDIANA - Nonmetropolitan Counties,Crawford,24.0,0.0,,0.0,0.0,24.0,73.0,67.0,0.0,6.0,0.0,
INDIANA - Nonmetropolitan Counties,Daviess,0.0,0.0,0.0,,0.0,0.0,72.0,29.0,34.0,9.0,,
INDIANA - Nonmetropolitan Counties,Franklin,4.0,0.0,,0.0,1.0,3.0,120.0,72.0,40.0,8.0,,
INDIANA - Nonmetropolitan Counties,Fulton,6.0,0.0,,5.0,0.0,1.0,79.0,31.0,42.0,6.0,,
INDIANA - Nonmetropolitan Counties,Gibson,28.0,0.0,,2.0,3.0,23.0,138.0,26.0,96.0,16.0,1.0,
INDIANA - Nonmetropolitan Counties,Grant,32.0,0.0,,2.0,0.0,30.0,340.0,61.0,267.0,12.0,,
INDIANA - Nonmetropolitan Counties,Greene4,5.0,3.0,1.0,,1.0,0.0,233.0,47.0,164.0,22.0,2.0,
INDIANA - Nonmetropolitan Counties,Henry,2.0,0.0,0.0,,1.0,1.0,476.0,169.0,285.0,22.0,0.0,
INDIANA - Nonmetropolitan Counties,Jackson,21.0,0.0,,0.0,2.0,19.0,354.0,99.0,235.0,20.0,,
INDIANA - Nonmetropolitan Counties,Jay,11.0,0.0,,0.0,0.0,11.0,76.0,4.0,66.0,6.0,,
INDIANA - Nonmetropolitan Counties,Jennings,77.0,1.0,,0.0,1.0,75.0,275.0,115.0,154.0,6.0,0.0,
INDIANA - Nonmetropolitan Counties,Knox,14.0,0.0,,0.0,1.0,13.0,103.0,25.0,66.0,12.0,0.0,
INDIANA - Nonmetropolitan Counties,Kosciusko,46.0,0.0,,5.0,3.0,38.0,537.0,132.0,375.0,30.0,4.0,
INDIANA - Nonmetropolitan Counties,LaGrange,34.0,0.0,,3.0,0.0,31.0,171.0,43.0,117.0,11.0,,
INDIANA - Nonmetropolitan Counties,Lawrence,95.0,1.0,5.0,,2.0,87.0,244.0,111.0,110.0,23.0,4.0,
INDIANA - Nonmetropolitan Counties,Miami,11.0,1.0,,0.0,0.0,10.0,200.0,73.0,122.0,5.0,0.0,
INDIANA - Nonmetropolitan Counties,Montgomery4,115.0,0.0,4.0,,5.0,106.0,332.0,104.0,199.0,29.0,0.0,
INDIANA - Nonmetropolitan Counties,Noble,13.0,0.0,,3.0,1.0,9.0,149.0,73.0,65.0,11.0,,
INDIANA - Nonmetropolitan Counties,Parke,7.0,0.0,,0.0,0.0,7.0,44.0,19.0,24.0,1.0,,
INDIANA - Nonmetropolitan Counties,Pike,3.0,0.0,0.0,,0.0,3.0,115.0,7.0,101.0,7.0,,
INDIANA - Nonmetropolitan Counties,Ripley,0.0,0.0,,0.0,0.0,0.0,214.0,51.0,157.0,6.0,,
INDIANA - Nonmetropolitan Counties,Starke4,10.0,1.0,1.0,,0.0,8.0,72.0,13.0,56.0,3.0,8.0,
INDIANA - Nonmetropolitan Counties,Steuben,9.0,1.0,,3.0,1.0,4.0,403.0,93.0,294.0,16.0,1.0,
INDIANA - Nonmetropolitan Counties,Wabash,5.0,0.0,,0.0,2.0,3.0,176.0,55.0,114.0,7.0,0.0,
INDIANA - Nonmetropolitan Counties,Wayne,2.0,2.0,0.0,,0.0,0.0,318.0,142.0,176.0,0.0,,
INDIANA - Nonmetropolitan Counties,White,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IOWA - Metropolitan Counties,Black Hawk,17.0,0.0,4.0,,1.0,12.0,141.0,73.0,58.0,10.0,0.0,
IOWA - Metropolitan Counties,Bremer,7.0,0.0,0.0,,0.0,7.0,26.0,12.0,12.0,2.0,0.0,
IOWA - Metropolitan Counties,Dallas,20.0,0.0,0.0,,0.0,20.0,129.0,19.0,93.0,17.0,2.0,
IOWA - Metropolitan Counties,Dubuque,20.0,0.0,8.0,,2.0,10.0,171.0,60.0,97.0,14.0,2.0,
IOWA - Metropolitan Counties,Grundy,9.0,0.0,0.0,,1.0,8.0,74.0,25.0,47.0,2.0,0.0,
IOWA - Metropolitan Counties,Johnson,60.0,0.0,10.0,,2.0,48.0,177.0,70.0,93.0,14.0,4.0,
IOWA - Metropolitan Counties,Linn,41.0,1.0,9.0,,3.0,28.0,291.0,120.0,140.0,31.0,5.0,
IOWA - Metropolitan Counties,Madison,7.0,0.0,2.0,,0.0,5.0,56.0,20.0,30.0,6.0,1.0,
IOWA - Metropolitan Counties,Mills,15.0,0.0,5.0,,0.0,10.0,143.0,58.0,68.0,17.0,3.0,
IOWA - Metropolitan Counties,Plymouth,16.0,4.0,5.0,,0.0,7.0,52.0,22.0,27.0,3.0,0.0,
IOWA - Metropolitan Counties,Polk,86.0,1.0,19.0,,5.0,61.0,695.0,178.0,433.0,84.0,2.0,
IOWA - Metropolitan Counties,Pottawattamie,80.0,1.0,9.0,,3.0,67.0,458.0,166.0,226.0,66.0,8.0,
IOWA - Metropolitan Counties,Scott,84.0,0.0,8.0,,2.0,74.0,113.0,27.0,78.0,8.0,1.0,
IOWA - Metropolitan Counties,Story,22.0,0.0,6.0,,0.0,16.0,168.0,81.0,71.0,16.0,0.0,
IOWA - Metropolitan Counties,Warren,42.0,0.0,8.0,,1.0,33.0,199.0,70.0,100.0,29.0,6.0,
IOWA - Metropolitan Counties,Washington,26.0,0.0,4.0,,1.0,21.0,68.0,26.0,38.0,4.0,0.0,
IOWA - Metropolitan Counties,Woodbury,23.0,0.0,3.0,,0.0,20.0,146.0,94.0,40.0,12.0,2.0,
IOWA - Nonmetropolitan Counties,Adair,5.0,0.0,0.0,,0.0,5.0,53.0,19.0,30.0,4.0,0.0,
IOWA - Nonmetropolitan Counties,Adams,4.0,0.0,1.0,,0.0,3.0,36.0,10.0,23.0,3.0,1.0,
IOWA - Nonmetropolitan Counties,Appanoose,11.0,0.0,0.0,,0.0,11.0,105.0,46.0,44.0,15.0,4.0,
IOWA - Nonmetropolitan Counties,Boone,14.0,0.0,1.0,,0.0,13.0,62.0,23.0,35.0,4.0,0.0,
IOWA - Nonmetropolitan Counties,Buena Vista,10.0,0.0,3.0,,0.0,7.0,43.0,24.0,18.0,1.0,2.0,
IOWA - Nonmetropolitan Counties,Calhoun,4.0,0.0,1.0,,0.0,3.0,70.0,26.0,41.0,3.0,0.0,
IOWA - Nonmetropolitan Counties,Cass,11.0,0.0,0.0,,0.0,11.0,76.0,35.0,35.0,6.0,0.0,
IOWA - Nonmetropolitan Counties,Cedar,9.0,0.0,3.0,,0.0,6.0,87.0,24.0,56.0,7.0,0.0,
IOWA - Nonmetropolitan Counties,Cerro Gordo,7.0,0.0,1.0,,0.0,6.0,102.0,43.0,54.0,5.0,1.0,
IOWA - Nonmetropolitan Counties,Cherokee,2.0,0.0,0.0,,0.0,2.0,25.0,6.0,18.0,1.0,0.0,
IOWA - Nonmetropolitan Counties,Clarke,4.0,0.0,0.0,,0.0,4.0,59.0,17.0,30.0,12.0,0.0,
IOWA - Nonmetropolitan Counties,Clay,9.0,0.0,3.0,,0.0,6.0,35.0,20.0,12.0,3.0,2.0,
IOWA - Nonmetropolitan Counties,Clayton,14.0,0.0,2.0,,0.0,12.0,34.0,9.0,21.0,4.0,1.0,
IOWA - Nonmetropolitan Counties,Clinton,21.0,0.0,2.0,,0.0,19.0,127.0,31.0,88.0,8.0,0.0,
IOWA - Nonmetropolitan Counties,Davis,4.0,0.0,1.0,,0.0,3.0,5.0,1.0,4.0,0.0,0.0,
IOWA - Nonmetropolitan Counties,Delaware,14.0,0.0,2.0,,0.0,12.0,77.0,29.0,41.0,7.0,0.0,
IOWA - Nonmetropolitan Counties,Des Moines,18.0,0.0,1.0,,1.0,16.0,170.0,53.0,115.0,2.0,0.0,
IOWA - Nonmetropolitan Counties,Dickinson,6.0,0.0,0.0,,0.0,6.0,25.0,8.0,15.0,2.0,2.0,
IOWA - Nonmetropolitan Counties,Emmet,17.0,0.0,0.0,,0.0,17.0,48.0,12.0,32.0,4.0,0.0,
IOWA - Nonmetropolitan Counties,Fayette,24.0,0.0,3.0,,0.0,21.0,58.0,16.0,37.0,5.0,3.0,
IOWA - Nonmetropolitan Counties,Floyd,10.0,0.0,6.0,,0.0,4.0,15.0,10.0,5.0,0.0,0.0,
IOWA - Nonmetropolitan Counties,Greene,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IOWA - Nonmetropolitan Counties,Hamilton,12.0,0.0,0.0,,1.0,11.0,61.0,32.0,25.0,4.0,0.0,
IOWA - Nonmetropolitan Counties,Hancock,9.0,0.0,0.0,,0.0,9.0,27.0,14.0,11.0,2.0,1.0,
IOWA - Nonmetropolitan Counties,Hardin,8.0,0.0,1.0,,0.0,7.0,96.0,32.0,50.0,14.0,1.0,
IOWA - Nonmetropolitan Counties,Henry,44.0,1.0,3.0,,0.0,40.0,79.0,24.0,42.0,13.0,0.0,
IOWA - Nonmetropolitan Counties,Howard,6.0,0.0,2.0,,0.0,4.0,66.0,25.0,37.0,4.0,0.0,
IOWA - Nonmetropolitan Counties,Humboldt,2.0,0.0,1.0,,1.0,0.0,34.0,13.0,17.0,4.0,0.0,
IOWA - Nonmetropolitan Counties,Ida,12.0,0.0,1.0,,2.0,9.0,82.0,16.0,62.0,4.0,0.0,
IOWA - Nonmetropolitan Counties,Iowa,11.0,0.0,0.0,,0.0,11.0,66.0,16.0,41.0,9.0,1.0,
IOWA - Nonmetropolitan Counties,Jasper,29.0,0.0,4.0,,0.0,25.0,157.0,86.0,69.0,2.0,3.0,
IOWA - Nonmetropolitan Counties,Jefferson,1.0,0.0,0.0,,0.0,1.0,87.0,34.0,44.0,9.0,1.0,
IOWA - Nonmetropolitan Counties,Keokuk,12.0,0.0,0.0,,0.0,12.0,41.0,20.0,19.0,2.0,0.0,
IOWA - Nonmetropolitan Counties,Kossuth,10.0,0.0,1.0,,0.0,9.0,32.0,13.0,18.0,1.0,0.0,
IOWA - Nonmetropolitan Counties,Lee,27.0,2.0,1.0,,0.0,24.0,99.0,35.0,57.0,7.0,0.0,
IOWA - Nonmetropolitan Counties,Louisa,12.0,0.0,4.0,,0.0,8.0,55.0,21.0,30.0,4.0,1.0,
IOWA - Nonmetropolitan Counties,Lucas,5.0,0.0,2.0,,0.0,3.0,54.0,18.0,31.0,5.0,2.0,
IOWA - Nonmetropolitan Counties,Lyon,13.0,0.0,3.0,,0.0,10.0,89.0,25.0,49.0,15.0,0.0,
IOWA - Nonmetropolitan Counties,Mahaska,10.0,0.0,2.0,,1.0,7.0,90.0,38.0,43.0,9.0,0.0,
IOWA - Nonmetropolitan Counties,Marion,49.0,0.0,8.0,,0.0,41.0,121.0,47.0,68.0,6.0,1.0,
IOWA - Nonmetropolitan Counties,Marshall,15.0,0.0,0.0,,0.0,15.0,48.0,19.0,26.0,3.0,0.0,
IOWA - Nonmetropolitan Counties,Monona,1.0,0.0,0.0,,0.0,1.0,36.0,3.0,30.0,3.0,0.0,
IOWA - Nonmetropolitan Counties,Monroe,3.0,0.0,0.0,,0.0,3.0,29.0,2.0,23.0,4.0,1.0,
IOWA - Nonmetropolitan Counties,Muscatine,21.0,0.0,5.0,,0.0,16.0,88.0,38.0,43.0,7.0,3.0,
IOWA - Nonmetropolitan Counties,O'Brien,20.0,0.0,6.0,,0.0,14.0,72.0,36.0,34.0,2.0,0.0,
IOWA - Nonmetropolitan Counties,Osceola,3.0,0.0,0.0,,0.0,3.0,9.0,2.0,5.0,2.0,0.0,
IOWA - Nonmetropolitan Counties,Pocahontas,6.0,0.0,1.0,,0.0,5.0,28.0,9.0,19.0,0.0,1.0,
IOWA - Nonmetropolitan Counties,Poweshiek,10.0,0.0,0.0,,0.0,10.0,30.0,7.0,18.0,5.0,3.0,
IOWA - Nonmetropolitan Counties,Ringgold,4.0,0.0,0.0,,0.0,4.0,25.0,14.0,11.0,0.0,0.0,
IOWA - Nonmetropolitan Counties,Sac,2.0,0.0,1.0,,0.0,1.0,40.0,17.0,20.0,3.0,1.0,
IOWA - Nonmetropolitan Counties,Sioux,7.0,0.0,0.0,,0.0,7.0,58.0,21.0,34.0,3.0,1.0,
IOWA - Nonmetropolitan Counties,Tama,43.0,0.0,8.0,,1.0,34.0,75.0,39.0,25.0,11.0,1.0,
IOWA - Nonmetropolitan Counties,Taylor,2.0,0.0,0.0,,0.0,2.0,24.0,6.0,14.0,4.0,1.0,
IOWA - Nonmetropolitan Counties,Union,1.0,0.0,0.0,,0.0,1.0,37.0,9.0,23.0,5.0,1.0,
IOWA - Nonmetropolitan Counties,Van Buren,10.0,0.0,2.0,,0.0,8.0,76.0,45.0,29.0,2.0,0.0,
IOWA - Nonmetropolitan Counties,Wapello,24.0,1.0,0.0,,0.0,23.0,116.0,49.0,53.0,14.0,2.0,
IOWA - Nonmetropolitan Counties,Wayne,9.0,0.0,1.0,,0.0,8.0,36.0,21.0,15.0,0.0,0.0,
IOWA - Nonmetropolitan Counties,Webster,14.0,0.0,0.0,,2.0,12.0,188.0,104.0,68.0,16.0,6.0,
IOWA - Nonmetropolitan Counties,Winneshiek,1.0,0.0,0.0,,0.0,1.0,7.0,3.0,4.0,0.0,0.0,
IOWA - Nonmetropolitan Counties,Worth,10.0,1.0,1.0,,0.0,8.0,55.0,20.0,33.0,2.0,0.0,
IOWA - Nonmetropolitan Counties,Wright,2.0,0.0,1.0,,0.0,1.0,13.0,5.0,8.0,0.0,0.0,
KANSAS - Metropolitan Counties,Butler,43.0,0.0,6.0,,3.0,34.0,470.0,168.0,267.0,35.0,6.0,
KANSAS - Metropolitan Counties,Doniphan,1.0,0.0,0.0,,0.0,1.0,58.0,26.0,29.0,3.0,1.0,
KANSAS - Metropolitan Counties,Harvey,7.0,0.0,1.0,,0.0,6.0,78.0,28.0,43.0,7.0,2.0,
KANSAS - Metropolitan Counties,Jackson,17.0,0.0,0.0,,0.0,17.0,90.0,34.0,51.0,5.0,1.0,
KANSAS - Metropolitan Counties,Jefferson,28.0,0.0,0.0,,0.0,28.0,267.0,67.0,176.0,24.0,4.0,
KANSAS - Metropolitan Counties,Johnson,50.0,0.0,14.0,,0.0,36.0,223.0,55.0,140.0,28.0,2.0,
KANSAS - Metropolitan Counties,Kingman,2.0,0.0,0.0,,0.0,2.0,42.0,13.0,28.0,1.0,1.0,
KANSAS - Metropolitan Counties,Leavenworth,46.0,0.0,4.0,,0.0,42.0,228.0,95.0,115.0,18.0,8.0,
KANSAS - Metropolitan Counties,Miami,26.0,0.0,4.0,,1.0,21.0,227.0,79.0,125.0,23.0,6.0,
KANSAS - Metropolitan Counties,Osage,7.0,0.0,1.0,,0.0,6.0,79.0,33.0,34.0,12.0,0.0,
KANSAS - Metropolitan Counties,Pottawatomie,37.0,2.0,2.0,,0.0,33.0,184.0,44.0,130.0,10.0,3.0,
KANSAS - Metropolitan Counties,Riley County Police Department,180.0,1.0,28.0,,30.0,121.0,1108.0,203.0,876.0,29.0,18.0,
KANSAS - Metropolitan Counties,Sumner,15.0,0.0,5.0,,1.0,9.0,147.0,71.0,69.0,7.0,5.0,
KANSAS - Metropolitan Counties,Wabaunsee,24.0,0.0,3.0,,0.0,21.0,64.0,26.0,30.0,8.0,3.0,
KANSAS - Metropolitan Counties,Wyandotte,23.0,0.0,2.0,,0.0,21.0,43.0,11.0,24.0,8.0,4.0,
KANSAS - Nonmetropolitan Counties,Allen,11.0,0.0,1.0,,0.0,10.0,75.0,34.0,34.0,7.0,13.0,
KANSAS - Nonmetropolitan Counties,Anderson,8.0,0.0,0.0,,0.0,8.0,43.0,19.0,24.0,0.0,0.0,
KANSAS - Nonmetropolitan Counties,Barber,10.0,0.0,1.0,,0.0,9.0,32.0,5.0,24.0,3.0,0.0,
KANSAS - Nonmetropolitan Counties,Barton,8.0,0.0,0.0,,0.0,8.0,173.0,76.0,86.0,11.0,0.0,
KANSAS - Nonmetropolitan Counties,Bourbon,20.0,0.0,4.0,,0.0,16.0,86.0,41.0,36.0,9.0,2.0,
KANSAS - Nonmetropolitan Counties,Brown,9.0,0.0,0.0,,0.0,9.0,53.0,17.0,32.0,4.0,2.0,
KANSAS - Nonmetropolitan Counties,Chautauqua,2.0,0.0,0.0,,1.0,1.0,14.0,7.0,7.0,0.0,0.0,
KANSAS - Nonmetropolitan Counties,Cherokee,33.0,0.0,3.0,,0.0,30.0,232.0,86.0,121.0,25.0,4.0,
KANSAS - Nonmetropolitan Counties,Cheyenne,6.0,0.0,2.0,,0.0,4.0,30.0,10.0,18.0,2.0,0.0,
KANSAS - Nonmetropolitan Counties,Clark,6.0,0.0,1.0,,0.0,5.0,36.0,10.0,21.0,5.0,0.0,
KANSAS - Nonmetropolitan Counties,Clay,7.0,0.0,0.0,,0.0,7.0,28.0,15.0,11.0,2.0,0.0,
KANSAS - Nonmetropolitan Counties,Cloud,10.0,0.0,0.0,,0.0,10.0,48.0,25.0,19.0,4.0,2.0,
KANSAS - Nonmetropolitan Counties,Coffey,0.0,0.0,0.0,,0.0,0.0,38.0,6.0,23.0,9.0,0.0,
KANSAS - Nonmetropolitan Counties,Cowley,18.0,0.0,3.0,,0.0,15.0,174.0,78.0,80.0,16.0,0.0,
KANSAS - Nonmetropolitan Counties,Crawford,36.0,1.0,3.0,,1.0,31.0,207.0,82.0,109.0,16.0,2.0,
KANSAS - Nonmetropolitan Counties,Dickinson,9.0,0.0,1.0,,0.0,8.0,120.0,62.0,50.0,8.0,1.0,
KANSAS - Nonmetropolitan Counties,Ellis,15.0,0.0,0.0,,0.0,15.0,56.0,21.0,33.0,2.0,22.0,
KANSAS - Nonmetropolitan Counties,Ellsworth,5.0,0.0,1.0,,0.0,4.0,52.0,22.0,28.0,2.0,2.0,
KANSAS - Nonmetropolitan Counties,Finney,23.0,0.0,1.0,,1.0,21.0,176.0,49.0,119.0,8.0,1.0,
KANSAS - Nonmetropolitan Counties,Ford,21.0,0.0,3.0,,0.0,18.0,116.0,43.0,70.0,3.0,2.0,
KANSAS - Nonmetropolitan Counties,Franklin,37.0,0.0,3.0,,4.0,30.0,220.0,79.0,130.0,11.0,7.0,
KANSAS - Nonmetropolitan Counties,Geary,14.0,0.0,3.0,,1.0,10.0,36.0,11.0,24.0,1.0,4.0,
KANSAS - Nonmetropolitan Counties,Gove,3.0,0.0,0.0,,0.0,3.0,21.0,5.0,13.0,3.0,0.0,
KANSAS - Nonmetropolitan Counties,Graham,3.0,0.0,0.0,,0.0,3.0,10.0,5.0,3.0,2.0,0.0,
KANSAS - Nonmetropolitan Counties,Grant,4.0,0.0,0.0,,0.0,4.0,33.0,13.0,18.0,2.0,1.0,
KANSAS - Nonmetropolitan Counties,Gray,13.0,0.0,4.0,,0.0,9.0,77.0,25.0,48.0,4.0,2.0,
KANSAS - Nonmetropolitan Counties,Greeley,2.0,0.0,0.0,,0.0,2.0,4.0,3.0,1.0,0.0,0.0,
KANSAS - Nonmetropolitan Counties,Greenwood,7.0,0.0,1.0,,0.0,6.0,117.0,50.0,54.0,13.0,0.0,
KANSAS - Nonmetropolitan Counties,Harper,2.0,0.0,0.0,,0.0,2.0,42.0,7.0,29.0,6.0,2.0,
KANSAS - Nonmetropolitan Counties,Haskell,10.0,1.0,2.0,,1.0,6.0,52.0,12.0,37.0,3.0,1.0,
KANSAS - Nonmetropolitan Counties,Hodgeman,2.0,0.0,0.0,,0.0,2.0,22.0,8.0,12.0,2.0,1.0,
KANSAS - Nonmetropolitan Counties,Kearny,11.0,0.0,3.0,,0.0,8.0,59.0,13.0,43.0,3.0,1.0,
KANSAS - Nonmetropolitan Counties,Kiowa,6.0,0.0,2.0,,0.0,4.0,20.0,8.0,12.0,0.0,0.0,
KANSAS - Nonmetropolitan Counties,Labette,11.0,0.0,0.0,,0.0,11.0,79.0,33.0,41.0,5.0,2.0,
KANSAS - Nonmetropolitan Counties,Lane,3.0,0.0,0.0,,0.0,3.0,32.0,5.0,24.0,3.0,0.0,
KANSAS - Nonmetropolitan Counties,Lincoln,1.0,0.0,0.0,,0.0,1.0,53.0,23.0,28.0,2.0,1.0,
KANSAS - Nonmetropolitan Counties,Lyon,16.0,0.0,3.0,,0.0,13.0,96.0,19.0,75.0,2.0,7.0,
KANSAS - Nonmetropolitan Counties,Marion,6.0,0.0,0.0,,0.0,6.0,85.0,33.0,47.0,5.0,1.0,
KANSAS - Nonmetropolitan Counties,McPherson,9.0,1.0,0.0,,0.0,8.0,76.0,25.0,40.0,11.0,3.0,
KANSAS - Nonmetropolitan Counties,Mitchell,3.0,0.0,2.0,,0.0,1.0,19.0,4.0,14.0,1.0,1.0,
KANSAS - Nonmetropolitan Counties,Montgomery,34.0,0.0,3.0,,0.0,31.0,164.0,63.0,83.0,18.0,5.0,
KANSAS - Nonmetropolitan Counties,Morris,3.0,0.0,0.0,,1.0,2.0,48.0,20.0,27.0,1.0,1.0,
KANSAS - Nonmetropolitan Counties,Morton,4.0,0.0,0.0,,0.0,4.0,25.0,11.0,10.0,4.0,3.0,
KANSAS - Nonmetropolitan Counties,Nemaha,9.0,0.0,1.0,,0.0,8.0,46.0,15.0,25.0,6.0,1.0,
KANSAS - Nonmetropolitan Counties,Neosho,17.0,0.0,5.0,,0.0,12.0,97.0,36.0,54.0,7.0,9.0,
KANSAS - Nonmetropolitan Counties,Ness,8.0,0.0,0.0,,0.0,8.0,31.0,11.0,17.0,3.0,0.0,
KANSAS - Nonmetropolitan Counties,Norton,3.0,0.0,0.0,,0.0,3.0,15.0,3.0,10.0,2.0,0.0,
KANSAS - Nonmetropolitan Counties,Osborne,2.0,0.0,2.0,,0.0,0.0,30.0,5.0,24.0,1.0,0.0,
KANSAS - Nonmetropolitan Counties,Ottawa,5.0,0.0,0.0,,0.0,5.0,47.0,22.0,21.0,4.0,2.0,
KANSAS - Nonmetropolitan Counties,Phillips,4.0,0.0,1.0,,0.0,3.0,7.0,2.0,5.0,0.0,0.0,
KANSAS - Nonmetropolitan Counties,Pratt,2.0,0.0,0.0,,0.0,2.0,55.0,23.0,29.0,3.0,2.0,
KANSAS - Nonmetropolitan Counties,Reno,19.0,0.0,5.0,,0.0,14.0,199.0,92.0,91.0,16.0,2.0,
