State,County,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson1,,
COLORADO-Nonmetropolitan Counties,Grand,14.0,0.0,0.0,0.0,14.0,156.0,31.0,121.0,4.0,0.0,,
COLORADO-Nonmetropolitan Counties,Gunnison,19.0,0.0,1.0,0.0,18.0,19.0,1.0,16.0,2.0,0.0,,
COLORADO-Nonmetropolitan Counties,Hinsdale,1.0,1.0,0.0,0.0,0.0,10.0,1.0,8.0,1.0,0.0,,
COLORADO-Nonmetropolitan Counties,Jackson,3.0,0.0,0.0,0.0,3.0,7.0,2.0,5.0,0.0,0.0,,
COLORADO-Nonmetropolitan Counties,Kiowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO-Nonmetropolitan Counties,Kit Carson,6.0,0.0,0.0,0.0,6.0,29.0,10.0,18.0,1.0,0.0,,
COLORADO-Nonmetropolitan Counties,Lake,6.0,0.0,0.0,0.0,6.0,24.0,9.0,8.0,7.0,0.0,,
COLORADO-Nonmetropolitan Counties,La Plata,31.0,1.0,15.0,0.0,15.0,343.0,115.0,202.0,26.0,4.0,,
COLORADO-Nonmetropolitan Counties,Las Animas,5.0,0.0,0.0,0.0,5.0,4.0,1.0,3.0,0.0,0.0,,
COLORADO-Nonmetropolitan Counties,Logan,6.0,0.0,1.0,0.0,5.0,36.0,7.0,28.0,1.0,1.0,,
COLORADO-Nonmetropolitan Counties,Mineral,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,
COLORADO-Nonmetropolitan Counties,Moffat,0.0,0.0,0.0,0.0,0.0,29.0,3.0,25.0,1.0,1.0,,
COLORADO-Nonmetropolitan Counties,Montezuma,66.0,1.0,1.0,1.0,63.0,181.0,73.0,86.0,22.0,2.0,,
COLORADO-Nonmetropolitan Counties,Montrose,28.0,0.0,5.0,0.0,23.0,180.0,60.0,102.0,18.0,1.0,,
COLORADO-Nonmetropolitan Counties,Morgan,2.0,0.0,0.0,1.0,1.0,79.0,12.0,59.0,8.0,1.0,,
COLORADO-Nonmetropolitan Counties,Ouray,10.0,0.0,0.0,0.0,10.0,26.0,5.0,20.0,1.0,0.0,,
COLORADO-Nonmetropolitan Counties,Phillips,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0,0.0,,
COLORADO-Nonmetropolitan Counties,Pitkin,18.0,0.0,4.0,0.0,14.0,111.0,14.0,82.0,15.0,0.0,,
COLORADO-Nonmetropolitan Counties,Prowers,18.0,0.0,1.0,0.0,17.0,40.0,20.0,19.0,1.0,0.0,,
COLORADO-Nonmetropolitan Counties,Rio Grande,5.0,0.0,0.0,0.0,5.0,37.0,16.0,19.0,2.0,1.0,,
COLORADO-Nonmetropolitan Counties,Routt,19.0,0.0,6.0,0.0,13.0,62.0,12.0,46.0,4.0,0.0,,
COLORADO-Nonmetropolitan Counties,Saguache,11.0,0.0,0.0,0.0,11.0,25.0,7.0,15.0,3.0,0.0,,
COLORADO-Nonmetropolitan Counties,San Juan,4.0,0.0,0.0,0.0,4.0,29.0,9.0,19.0,1.0,0.0,,
COLORADO-Nonmetropolitan Counties,San Miguel,2.0,0.0,0.0,0.0,2.0,56.0,15.0,40.0,1.0,0.0,,
COLORADO-Nonmetropolitan Counties,Sedgwick,7.0,0.0,0.0,0.0,7.0,22.0,5.0,14.0,3.0,0.0,,
COLORADO-Nonmetropolitan Counties,Summit,48.0,0.0,3.0,6.0,39.0,579.0,63.0,505.0,11.0,6.0,,
COLORADO-Nonmetropolitan Counties,Washington,8.0,0.0,2.0,0.0,6.0,56.0,20.0,31.0,5.0,1.0,,
COLORADO-Nonmetropolitan Counties,Yuma,5.0,0.0,1.0,0.0,4.0,30.0,4.0,25.0,1.0,1.0,,
DELAWARE-Metropolitan Counties,New Castle County Police Department,1544.0,14.0,97.0,430.0,1003.0,7719.0,1992.0,4986.0,741.0,9.0,,
FLORIDA-Metropolitan Counties,Alachua,878.0,1.0,46.0,105.0,726.0,3389.0,1175.0,2010.0,204.0,23.0,,
FLORIDA-Metropolitan Counties,Baker,75.0,1.0,3.0,5.0,66.0,276.0,37.0,219.0,20.0,2.0,,
FLORIDA-Metropolitan Counties,Bay,417.0,6.0,57.0,48.0,306.0,2381.0,611.0,1618.0,152.0,4.0,,
FLORIDA-Metropolitan Counties,Brevard,1089.0,4.0,61.0,127.0,897.0,5709.0,1309.0,4047.0,353.0,26.0,,
FLORIDA-Metropolitan Counties,Broward,344.0,4.0,16.0,114.0,210.0,1011.0,193.0,731.0,87.0,3.0,,
FLORIDA-Metropolitan Counties,Charlotte,500.0,3.0,15.0,68.0,414.0,4535.0,1083.0,3234.0,218.0,2.0,,
FLORIDA-Metropolitan Counties,Clay,819.0,5.0,51.0,90.0,673.0,4576.0,1058.0,3281.0,237.0,28.0,,
FLORIDA-Metropolitan Counties,Collier,1110.0,6.0,53.0,224.0,827.0,5154.0,1258.0,3590.0,306.0,22.0,,
FLORIDA-Metropolitan Counties,Escambia,2217.0,18.0,127.0,554.0,1518.0,9468.0,2417.0,6364.0,687.0,24.0,,
FLORIDA-Metropolitan Counties,Flagler,214.0,0.0,13.0,39.0,162.0,1943.0,484.0,1358.0,101.0,6.0,,
FLORIDA-Metropolitan Counties,Gadsden,379.0,1.0,2.0,24.0,352.0,802.0,536.0,248.0,18.0,2.0,,
FLORIDA-Metropolitan Counties,Gilchrist,36.0,2.0,0.0,0.0,34.0,197.0,76.0,109.0,12.0,0.0,,
FLORIDA-Metropolitan Counties,Hernando,576.0,2.0,75.0,77.0,422.0,5841.0,1662.0,3848.0,331.0,11.0,,
FLORIDA-Metropolitan Counties,Hillsborough,4927.0,46.0,241.0,1089.0,3551.0,29113.0,7505.0,19144.0,2464.0,82.0,,
FLORIDA-Metropolitan Counties,Indian River,327.0,4.0,30.0,64.0,229.0,2913.0,735.0,2063.0,115.0,5.0,,
FLORIDA-Metropolitan Counties,Jefferson,174.0,0.0,7.0,6.0,161.0,125.0,50.0,67.0,8.0,2.0,,
FLORIDA-Metropolitan Counties,Lake,897.0,7.0,56.0,57.0,777.0,3673.0,1229.0,2166.0,278.0,21.0,,
FLORIDA-Metropolitan Counties,Lee,1665.0,28.0,91.0,450.0,1096.0,12468.0,4174.0,7394.0,900.0,98.0,,
FLORIDA-Metropolitan Counties,Leon,343.0,6.0,16.0,59.0,262.0,1592.0,792.0,674.0,126.0,44.0,,
FLORIDA-Metropolitan Counties,Manatee,2130.0,8.0,70.0,508.0,1544.0,11288.0,2870.0,7784.0,634.0,27.0,,
FLORIDA-Metropolitan Counties,Marion,1438.0,15.0,109.0,117.0,1197.0,4908.0,1548.0,2990.0,370.0,6.0,,
FLORIDA-Metropolitan Counties,Martin,401.0,1.0,10.0,142.0,248.0,3293.0,749.0,2418.0,126.0,14.0,,
FLORIDA-Metropolitan Counties,Miami-Dade,8749.0,95.0,339.0,2552.0,5763.0,51712.0,9284.0,36211.0,6217.0,82.0,,
FLORIDA-Metropolitan Counties,Nassau,606.0,1.0,6.0,22.0,577.0,1496.0,482.0,905.0,109.0,12.0,,
FLORIDA-Metropolitan Counties,Okaloosa,462.0,3.0,29.0,91.0,339.0,3769.0,767.0,2799.0,203.0,4.0,,
FLORIDA-Metropolitan Counties,Orange,6991.0,74.0,372.0,2316.0,4229.0,33577.0,9907.0,19981.0,3689.0,0.0,,
FLORIDA-Metropolitan Counties,Osceola,799.0,9.0,28.0,138.0,624.0,6732.0,2631.0,3716.0,385.0,0.0,,
FLORIDA-Metropolitan Counties,Palm Beach,2895.0,33.0,182.0,892.0,1788.0,18782.0,4814.0,12034.0,1934.0,124.0,,
FLORIDA-Metropolitan Counties,Pasco,1497.0,22.0,111.0,315.0,1049.0,14588.0,4040.0,9452.0,1096.0,64.0,,
FLORIDA-Metropolitan Counties,Pinellas,1271.0,8.0,126.0,245.0,892.0,8386.0,2077.0,5831.0,478.0,43.0,,
FLORIDA-Metropolitan Counties,Polk,1525.0,28.0,86.0,254.0,1157.0,11265.0,3874.0,6537.0,854.0,0.0,,
FLORIDA-Metropolitan Counties,Santa Rosa,247.0,2.0,15.0,22.0,208.0,1513.0,418.0,992.0,103.0,5.0,,
FLORIDA-Metropolitan Counties,Sarasota,739.0,7.0,53.0,173.0,506.0,8770.0,2195.0,6163.0,412.0,7.0,,
FLORIDA-Metropolitan Counties,Seminole,735.0,4.0,33.0,105.0,593.0,4243.0,1166.0,2712.0,365.0,4.0,,
FLORIDA-Metropolitan Counties,St. Johns,545.0,4.0,13.0,61.0,467.0,4301.0,945.0,3125.0,231.0,7.0,,
FLORIDA-Metropolitan Counties,St. Lucie,329.0,4.0,21.0,70.0,234.0,1901.0,628.0,1155.0,118.0,12.0,,
FLORIDA-Metropolitan Counties,Volusia,1044.0,4.0,88.0,152.0,800.0,5906.0,1945.0,3474.0,487.0,30.0,,
FLORIDA-Metropolitan Counties,Wakulla,88.0,0.0,11.0,8.0,69.0,648.0,167.0,437.0,44.0,6.0,,
FLORIDA-Nonmetropolitan Counties,Bradford,116.0,1.0,7.0,3.0,105.0,406.0,199.0,163.0,44.0,2.0,,
FLORIDA-Nonmetropolitan Counties,Calhoun,21.0,0.0,2.0,1.0,18.0,89.0,32.0,55.0,2.0,1.0,,
FLORIDA-Nonmetropolitan Counties,Citrus,457.0,7.0,21.0,55.0,374.0,2865.0,728.0,1940.0,197.0,20.0,,
FLORIDA-Nonmetropolitan Counties,Columbia,237.0,2.0,14.0,20.0,201.0,1457.0,505.0,872.0,80.0,0.0,,
FLORIDA-Nonmetropolitan Counties,DeSoto,179.0,2.0,4.0,39.0,134.0,833.0,300.0,473.0,60.0,5.0,,
FLORIDA-Nonmetropolitan Counties,Dixie,82.0,0.0,8.0,8.0,66.0,615.0,238.0,340.0,37.0,6.0,,
FLORIDA-Nonmetropolitan Counties,Franklin,17.0,0.0,0.0,0.0,17.0,76.0,14.0,57.0,5.0,0.0,,
FLORIDA-Nonmetropolitan Counties,Glades,56.0,0.0,3.0,3.0,50.0,330.0,123.0,170.0,37.0,3.0,,
FLORIDA-Nonmetropolitan Counties,Gulf,53.0,0.0,2.0,1.0,50.0,187.0,42.0,133.0,12.0,0.0,,
FLORIDA-Nonmetropolitan Counties,Hamilton,59.0,1.0,6.0,8.0,44.0,272.0,85.0,165.0,22.0,0.0,,
FLORIDA-Nonmetropolitan Counties,Hardee,65.0,0.0,6.0,21.0,38.0,598.0,119.0,409.0,70.0,0.0,,
FLORIDA-Nonmetropolitan Counties,Hendry,259.0,4.0,4.0,46.0,205.0,1136.0,504.0,528.0,104.0,17.0,,
FLORIDA-Nonmetropolitan Counties,Highlands,181.0,5.0,11.0,21.0,144.0,1912.0,601.0,1202.0,109.0,5.0,,
FLORIDA-Nonmetropolitan Counties,Holmes,41.0,0.0,4.0,0.0,37.0,271.0,79.0,154.0,38.0,0.0,,
FLORIDA-Nonmetropolitan Counties,Jackson,193.0,6.0,13.0,11.0,163.0,565.0,221.0,300.0,44.0,2.0,,
FLORIDA-Nonmetropolitan Counties,Lafayette,19.0,0.0,0.0,0.0,19.0,30.0,13.0,14.0,3.0,0.0,,
FLORIDA-Nonmetropolitan Counties,Levy,205.0,0.0,26.0,14.0,165.0,1033.0,373.0,557.0,103.0,3.0,,
FLORIDA-Nonmetropolitan Counties,Madison,146.0,0.0,4.0,9.0,133.0,359.0,157.0,183.0,19.0,1.0,,
FLORIDA-Nonmetropolitan Counties,Monroe,182.0,4.0,13.0,15.0,150.0,2144.0,479.0,1580.0,85.0,3.0,,
FLORIDA-Nonmetropolitan Counties,Okeechobee,260.0,2.0,19.0,26.0,213.0,1060.0,493.0,525.0,42.0,2.0,,
FLORIDA-Nonmetropolitan Counties,Putnam,617.0,7.0,28.0,64.0,518.0,3003.0,1399.0,1385.0,219.0,6.0,,
FLORIDA-Nonmetropolitan Counties,Sumter,142.0,2.0,14.0,22.0,104.0,842.0,257.0,529.0,56.0,1.0,,
FLORIDA-Nonmetropolitan Counties,Suwannee,120.0,1.0,8.0,1.0,110.0,507.0,160.0,300.0,47.0,1.0,,
FLORIDA-Nonmetropolitan Counties,Taylor,98.0,0.0,11.0,0.0,87.0,255.0,127.0,115.0,13.0,1.0,,
FLORIDA-Nonmetropolitan Counties,Union,58.0,1.0,1.0,4.0,52.0,130.0,60.0,55.0,15.0,2.0,,
FLORIDA-Nonmetropolitan Counties,Walton,163.0,1.0,9.0,11.0,142.0,1006.0,254.0,682.0,70.0,2.0,,
FLORIDA-Nonmetropolitan Counties,Washington,31.0,0.0,2.0,2.0,27.0,241.0,72.0,143.0,26.0,0.0,,
GEORGIA-Metropolitan Counties,Augusta-Richmond,1124.0,20.0,143.0,723.0,238.0,13911.0,3502.0,8755.0,1654.0,184.0,,
GEORGIA-Metropolitan Counties,Barrow,225.0,2.0,7.0,10.0,206.0,974.0,195.0,689.0,90.0,,,
GEORGIA-Metropolitan Counties,Bibb,176.0,1.0,16.0,68.0,91.0,2487.0,544.0,1705.0,238.0,,,
GEORGIA-Metropolitan Counties,Brooks,78.0,0.0,0.0,3.0,75.0,252.0,61.0,153.0,38.0,0.0,,
GEORGIA-Metropolitan Counties,Burke4,,5.0,0.0,0.0,,705.0,242.0,430.0,33.0,,,
GEORGIA-Metropolitan Counties,Butts,61.0,0.0,10.0,4.0,47.0,769.0,151.0,542.0,76.0,,,
GEORGIA-Metropolitan Counties,Carroll,403.0,1.0,24.0,21.0,357.0,1992.0,615.0,1178.0,199.0,,,
GEORGIA-Metropolitan Counties,Catoosa,74.0,3.0,4.0,9.0,58.0,1131.0,276.0,705.0,150.0,,,
GEORGIA-Metropolitan Counties,Cherokee,127.0,2.0,2.0,16.0,107.0,1605.0,389.0,1144.0,72.0,8.0,,
GEORGIA-Metropolitan Counties,Clayton County Police Department,1424.0,27.0,74.0,669.0,654.0,10067.0,4023.0,4602.0,1442.0,60.0,,
GEORGIA-Metropolitan Counties,Cobb,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,
GEORGIA-Metropolitan Counties,Cobb County Police Department,1236.0,18.0,96.0,555.0,567.0,12765.0,3477.0,7969.0,1319.0,39.0,,
GEORGIA-Metropolitan Counties,Columbia,93.0,0.0,21.0,25.0,47.0,2278.0,346.0,1831.0,101.0,8.0,,
GEORGIA-Metropolitan Counties,Coweta,138.0,4.0,16.0,32.0,86.0,1425.0,382.0,900.0,143.0,,,
GEORGIA-Metropolitan Counties,Crawford,26.0,0.0,1.0,0.0,25.0,391.0,114.0,248.0,29.0,,,
GEORGIA-Metropolitan Counties,Dade5,,0.0,1.0,0.0,,197.0,59.0,112.0,26.0,,,
GEORGIA-Metropolitan Counties,Dawson,19.0,1.0,4.0,2.0,12.0,409.0,82.0,290.0,37.0,1.0,,
GEORGIA-Metropolitan Counties,DeKalb County Police Department,4600.0,102.0,180.0,2933.0,1385.0,37343.0,11461.0,19336.0,6546.0,216.0,,
GEORGIA-Metropolitan Counties,Dougherty County Police Department,21.0,0.0,0.0,5.0,16.0,511.0,187.0,279.0,45.0,,,
GEORGIA-Metropolitan Counties,Douglas,164.0,1.0,11.0,47.0,105.0,2551.0,753.0,1537.0,261.0,1.0,,
GEORGIA-Metropolitan Counties,Echols,11.0,2.0,0.0,0.0,9.0,47.0,25.0,18.0,4.0,0.0,,
GEORGIA-Metropolitan Counties,Fayette,33.0,1.0,3.0,8.0,21.0,652.0,213.0,394.0,45.0,1.0,,
GEORGIA-Metropolitan Counties,Floyd,18.0,0.0,0.0,0.0,18.0,6.0,2.0,2.0,2.0,,,
GEORGIA-Metropolitan Counties,Forsyth,121.0,5.0,21.0,23.0,72.0,1971.0,503.0,1332.0,136.0,6.0,,
GEORGIA-Metropolitan Counties,Fulton County Police Department,904.0,12.0,55.0,457.0,380.0,7118.0,2545.0,3405.0,1168.0,28.0,,
GEORGIA-Metropolitan Counties,Gwinnett County Police Department2,1068.0,33.0,12.0,726.0,297.0,18094.0,5726.0,10389.0,1979.0,103.0,,
GEORGIA-Metropolitan Counties,Hall,236.0,3.0,29.0,46.0,158.0,2448.0,651.0,1526.0,271.0,17.0,,
GEORGIA-Metropolitan Counties,Haralson,75.0,1.0,4.0,1.0,69.0,397.0,112.0,251.0,34.0,,,
GEORGIA-Metropolitan Counties,Heard,11.0,0.0,1.0,0.0,10.0,162.0,44.0,91.0,27.0,,,
GEORGIA-Metropolitan Counties,Henry County Police Department,309.0,3.0,13.0,130.0,163.0,4351.0,1035.0,2865.0,451.0,6.0,,
GEORGIA-Metropolitan Counties,Jasper,12.0,0.0,0.0,0.0,12.0,268.0,101.0,153.0,14.0,,,
GEORGIA-Metropolitan Counties,Jones,31.0,1.0,2.0,5.0,23.0,561.0,172.0,341.0,48.0,0.0,,
GEORGIA-Metropolitan Counties,Lamar,34.0,1.0,1.0,2.0,30.0,226.0,68.0,136.0,22.0,,,
GEORGIA-Metropolitan Counties,Lanier,13.0,0.0,1.0,0.0,12.0,166.0,66.0,89.0,11.0,,,
GEORGIA-Metropolitan Counties,Liberty,89.0,2.0,2.0,16.0,69.0,648.0,242.0,377.0,29.0,,,
GEORGIA-Metropolitan Counties,Long,26.0,2.0,9.0,2.0,13.0,260.0,119.0,118.0,23.0,,,
GEORGIA-Metropolitan Counties,Lowndes,111.0,1.0,10.0,26.0,74.0,1154.0,306.0,794.0,54.0,,,
GEORGIA-Metropolitan Counties,Madison,88.0,0.0,1.0,5.0,82.0,591.0,82.0,467.0,42.0,6.0,,
GEORGIA-Metropolitan Counties,Marion,7.0,0.0,1.0,0.0,6.0,28.0,6.0,18.0,4.0,0.0,,
GEORGIA-Metropolitan Counties,McDuffie,41.0,4.0,0.0,13.0,24.0,350.0,93.0,222.0,35.0,0.0,,
GEORGIA-Metropolitan Counties,Murray,45.0,0.0,4.0,4.0,37.0,678.0,141.0,477.0,60.0,,,
GEORGIA-Metropolitan Counties,Newton,346.0,8.0,8.0,38.0,292.0,1985.0,770.0,992.0,223.0,,,
GEORGIA-Metropolitan Counties,Oglethorpe,48.0,1.0,3.0,1.0,43.0,447.0,143.0,274.0,30.0,0.0,,
GEORGIA-Metropolitan Counties,Paulding,189.0,0.0,16.0,25.0,148.0,2557.0,608.0,1692.0,257.0,19.0,,
GEORGIA-Metropolitan Counties,Rockdale,329.0,4.0,24.0,69.0,232.0,2548.0,556.0,1718.0,274.0,13.0,,
GEORGIA-Metropolitan Counties,Spalding,127.0,2.0,11.0,16.0,98.0,1645.0,477.0,1048.0,120.0,0.0,,
GEORGIA-Metropolitan Counties,Terrell,18.0,1.0,1.0,0.0,16.0,139.0,58.0,70.0,11.0,,,
GEORGIA-Metropolitan Counties,Twiggs,23.0,1.0,0.0,0.0,22.0,201.0,44.0,133.0,24.0,,,
GEORGIA-Metropolitan Counties,Walker,287.0,1.0,7.0,9.0,270.0,1120.0,346.0,697.0,77.0,,,
GEORGIA-Metropolitan Counties,Walton,110.0,3.0,9.0,17.0,81.0,1019.0,290.0,596.0,133.0,,,
GEORGIA-Metropolitan Counties,Whitfield,252.0,1.0,11.0,14.0,226.0,1737.0,417.0,1246.0,74.0,,,
GEORGIA-Nonmetropolitan Counties,Baldwin5,,0.0,5.0,15.0,,894.0,305.0,552.0,37.0,,,
GEORGIA-Nonmetropolitan Counties,Banks,129.0,0.0,3.0,8.0,118.0,707.0,130.0,539.0,38.0,,,
GEORGIA-Nonmetropolitan Counties,Ben Hill,16.0,0.0,3.0,1.0,12.0,319.0,68.0,234.0,17.0,,,
GEORGIA-Nonmetropolitan Counties,Bleckley,14.0,2.0,0.0,1.0,11.0,99.0,24.0,68.0,7.0,0.0,,
GEORGIA-Nonmetropolitan Counties,Bulloch,42.0,0.0,5.0,10.0,27.0,783.0,238.0,481.0,64.0,,,
GEORGIA-Nonmetropolitan Counties,Calhoun,4.0,0.0,0.0,0.0,4.0,66.0,26.0,34.0,6.0,0.0,,
GEORGIA-Nonmetropolitan Counties,Camden5,,4.0,1.0,6.0,,495.0,166.0,308.0,21.0,,,
GEORGIA-Nonmetropolitan Counties,Charlton,7.0,0.0,1.0,0.0,6.0,100.0,28.0,66.0,6.0,,,
GEORGIA-Nonmetropolitan Counties,Chattooga,46.0,0.0,1.0,3.0,42.0,309.0,99.0,201.0,9.0,,,
GEORGIA-Nonmetropolitan Counties,Decatur,41.0,2.0,1.0,4.0,34.0,310.0,97.0,197.0,16.0,,,
GEORGIA-Nonmetropolitan Counties,Dodge,9.0,0.0,0.0,1.0,8.0,40.0,13.0,23.0,4.0,,,
GEORGIA-Nonmetropolitan Counties,Early,33.0,1.0,4.0,3.0,25.0,207.0,56.0,141.0,10.0,,,
GEORGIA-Nonmetropolitan Counties,Evans,4.0,0.0,1.0,1.0,2.0,167.0,61.0,80.0,26.0,,,
GEORGIA-Nonmetropolitan Counties,Franklin,27.0,0.0,3.0,3.0,21.0,405.0,142.0,205.0,58.0,,,
GEORGIA-Nonmetropolitan Counties,Gordon,46.0,0.0,8.0,5.0,33.0,649.0,176.0,440.0,33.0,,,
GEORGIA-Nonmetropolitan Counties,Grady,12.0,1.0,1.0,2.0,8.0,184.0,63.0,110.0,11.0,,,
GEORGIA-Nonmetropolitan Counties,Habersham,54.0,0.0,10.0,0.0,44.0,512.0,167.0,329.0,16.0,0.0,,
GEORGIA-Nonmetropolitan Counties,Hart,77.0,2.0,2.0,1.0,72.0,447.0,154.0,270.0,23.0,,,
GEORGIA-Nonmetropolitan Counties,Irwin,7.0,0.0,2.0,0.0,5.0,128.0,46.0,67.0,15.0,4.0,,
GEORGIA-Nonmetropolitan Counties,Jackson,46.0,0.0,3.0,4.0,39.0,1132.0,289.0,787.0,56.0,,,
GEORGIA-Nonmetropolitan Counties,Jeff Davis,43.0,1.0,3.0,1.0,38.0,378.0,53.0,288.0,37.0,,,
GEORGIA-Nonmetropolitan Counties,Jefferson,22.0,0.0,1.0,2.0,19.0,188.0,83.0,81.0,24.0,,,
GEORGIA-Nonmetropolitan Counties,Laurens,49.0,1.0,9.0,3.0,36.0,598.0,169.0,364.0,65.0,,,
GEORGIA-Nonmetropolitan Counties,Lincoln4,5.0,0.0,0.0,0.0,5.0,,42.0,,7.0,,,
GEORGIA-Nonmetropolitan Counties,Lumpkin,49.0,0.0,10.0,1.0,38.0,405.0,99.0,285.0,21.0,,,
GEORGIA-Nonmetropolitan Counties,Miller,6.0,0.0,0.0,1.0,5.0,59.0,13.0,42.0,4.0,,,
GEORGIA-Nonmetropolitan Counties,Mitchell,41.0,1.0,0.0,2.0,38.0,105.0,30.0,70.0,5.0,0.0,,
GEORGIA-Nonmetropolitan Counties,Polk County Police Department,67.0,0.0,6.0,11.0,50.0,719.0,253.0,360.0,106.0,11.0,,
GEORGIA-Nonmetropolitan Counties,Pulaski,2.0,0.0,0.0,0.0,2.0,88.0,31.0,54.0,3.0,,,
GEORGIA-Nonmetropolitan Counties,Putnam,61.0,1.0,0.0,1.0,59.0,330.0,123.0,193.0,14.0,,,
GEORGIA-Nonmetropolitan Counties,Rabun,11.0,0.0,1.0,2.0,8.0,200.0,45.0,148.0,7.0,0.0,,
GEORGIA-Nonmetropolitan Counties,Screven,23.0,0.0,0.0,4.0,19.0,130.0,43.0,79.0,8.0,,,
GEORGIA-Nonmetropolitan Counties,Seminole,16.0,0.0,2.0,1.0,13.0,90.0,28.0,56.0,6.0,,,
GEORGIA-Nonmetropolitan Counties,Stephens,27.0,0.0,2.0,4.0,21.0,660.0,97.0,538.0,25.0,,,
GEORGIA-Nonmetropolitan Counties,Taliaferro,2.0,0.0,0.0,0.0,2.0,65.0,37.0,26.0,2.0,,,
GEORGIA-Nonmetropolitan Counties,Taylor,2.0,1.0,0.0,1.0,0.0,74.0,14.0,55.0,5.0,0.0,,
GEORGIA-Nonmetropolitan Counties,Thomas4,62.0,1.0,4.0,7.0,50.0,,,355.0,25.0,4.0,,
GEORGIA-Nonmetropolitan Counties,Tift,103.0,2.0,7.0,18.0,76.0,963.0,265.0,616.0,82.0,,,
GEORGIA-Nonmetropolitan Counties,Toombs,28.0,0.0,1.0,5.0,22.0,261.0,91.0,139.0,31.0,,,
GEORGIA-Nonmetropolitan Counties,Towns,11.0,0.0,0.0,0.0,11.0,170.0,52.0,109.0,9.0,,,
GEORGIA-Nonmetropolitan Counties,Treutlen,22.0,0.0,0.0,0.0,22.0,133.0,27.0,103.0,3.0,,,
GEORGIA-Nonmetropolitan Counties,Turner,9.0,0.0,2.0,1.0,6.0,101.0,21.0,72.0,8.0,1.0,,
GEORGIA-Nonmetropolitan Counties,Upson,55.0,0.0,2.0,4.0,49.0,409.0,117.0,278.0,14.0,,,
GEORGIA-Nonmetropolitan Counties,Ware,55.0,2.0,10.0,6.0,37.0,743.0,176.0,519.0,48.0,0.0,,
GEORGIA-Nonmetropolitan Counties,Washington,37.0,1.0,1.0,4.0,31.0,280.0,90.0,183.0,7.0,,,
GEORGIA-Nonmetropolitan Counties,Wheeler,1.0,0.0,0.0,0.0,1.0,68.0,22.0,38.0,8.0,,,
GEORGIA-Nonmetropolitan Counties,White,19.0,2.0,1.0,2.0,14.0,296.0,111.0,156.0,29.0,,,
GEORGIA-Nonmetropolitan Counties,Wilcox,4.0,0.0,0.0,0.0,4.0,47.0,30.0,14.0,3.0,,,
GEORGIA-Nonmetropolitan Counties,Wilkes,1.0,0.0,0.0,0.0,1.0,13.0,5.0,5.0,3.0,0.0,,
HAWAII-Nonmetropolitan Counties,Hawaii Police Department,441.0,4.0,78.0,73.0,286.0,5494.0,1208.0,3796.0,490.0,67.0,,
HAWAII-Nonmetropolitan Counties,Kauai Police Department,208.0,2.0,52.0,20.0,134.0,2584.0,710.0,1718.0,156.0,10.0,,
IDAHO-Metropolitan Counties,Ada,164.0,2.0,17.0,12.0,133.0,1068.0,326.0,693.0,49.0,8.0,,
IDAHO-Metropolitan Counties,Bannock,11.0,0.0,1.0,1.0,9.0,127.0,23.0,100.0,4.0,2.0,,
IDAHO-Metropolitan Counties,Boise,11.0,0.0,0.0,0.0,11.0,136.0,52.0,80.0,4.0,1.0,,
IDAHO-Metropolitan Counties,Bonneville,100.0,1.0,16.0,3.0,80.0,858.0,199.0,605.0,54.0,5.0,,
IDAHO-Metropolitan Counties,Canyon,75.0,1.0,10.0,3.0,61.0,675.0,214.0,392.0,69.0,9.0,,
IDAHO-Metropolitan Counties,Franklin,4.0,0.0,2.0,0.0,2.0,43.0,5.0,35.0,3.0,2.0,,
IDAHO-Metropolitan Counties,Gem,6.0,0.0,5.0,0.0,1.0,30.0,11.0,17.0,2.0,0.0,,
IDAHO-Metropolitan Counties,Jefferson,18.0,0.0,3.0,0.0,15.0,204.0,56.0,135.0,13.0,0.0,,
IDAHO-Metropolitan Counties,Kootenai,122.0,2.0,18.0,7.0,95.0,945.0,297.0,582.0,66.0,9.0,,
IDAHO-Metropolitan Counties,Nez Perce,5.0,1.0,1.0,0.0,3.0,66.0,17.0,49.0,0.0,1.0,,
IDAHO-Metropolitan Counties,Owyhee,20.0,0.0,13.0,0.0,7.0,157.0,38.0,109.0,10.0,1.0,,
IDAHO-Metropolitan Counties,Power,1.0,0.0,0.0,0.0,1.0,33.0,3.0,28.0,2.0,0.0,,
IDAHO-Nonmetropolitan Counties,Adams,7.0,0.0,0.0,0.0,7.0,52.0,10.0,40.0,2.0,1.0,,
IDAHO-Nonmetropolitan Counties,Bear Lake,2.0,0.0,1.0,0.0,1.0,38.0,10.0,26.0,2.0,0.0,,
IDAHO-Nonmetropolitan Counties,Benewah,17.0,1.0,1.0,1.0,14.0,22.0,7.0,12.0,3.0,0.0,,
