State,County,Violent crime,Murder and nonnegligent manslaughter,Rape(revised definition)1,Rape(legacydefinition)2,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson3,
COLORADO - Nonmetropolitan Counties,Fremont,30.0,0.0,11.0,,0.0,19.0,209.0,65.0,131.0,13.0,3.0,
COLORADO - Nonmetropolitan Counties,Garfield,41.0,1.0,18.0,,0.0,22.0,165.0,32.0,120.0,13.0,1.0,
COLORADO - Nonmetropolitan Counties,Gunnison,2.0,0.0,0.0,,0.0,2.0,44.0,5.0,37.0,2.0,0.0,
COLORADO - Nonmetropolitan Counties,Hinsdale,1.0,0.0,1.0,,0.0,0.0,5.0,1.0,4.0,0.0,0.0,
COLORADO - Nonmetropolitan Counties,Huerfano,12.0,1.0,0.0,,0.0,11.0,10.0,0.0,10.0,0.0,0.0,
COLORADO - Nonmetropolitan Counties,Jackson,2.0,0.0,0.0,,0.0,2.0,7.0,1.0,7.0,0.0,0.0,
COLORADO - Nonmetropolitan Counties,Kit Carson,10.0,0.0,3.0,,0.0,7.0,24.0,9.0,13.0,2.0,0.0,
COLORADO - Nonmetropolitan Counties,Lake,12.0,0.0,1.0,,0.0,11.0,31.0,5.0,23.0,3.0,0.0,
COLORADO - Nonmetropolitan Counties,La Plata,39.0,0.0,12.0,,1.0,26.0,182.0,63.0,111.0,8.0,2.0,
COLORADO - Nonmetropolitan Counties,Las Animas,6.0,0.0,1.0,,0.0,5.0,1.0,0.0,1.0,0.0,0.0,
COLORADO - Nonmetropolitan Counties,Lincoln,1.0,0.0,0.0,,0.0,1.0,14.0,5.0,8.0,1.0,0.0,
COLORADO - Nonmetropolitan Counties,Logan,8.0,0.0,4.0,,0.0,4.0,107.0,45.0,55.0,7.0,1.0,
COLORADO - Nonmetropolitan Counties,Mineral,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
COLORADO - Nonmetropolitan Counties,Moffat,0.0,0.0,0.0,,0.0,0.0,10.0,2.0,6.0,2.0,0.0,
COLORADO - Nonmetropolitan Counties,Montezuma,28.0,0.0,1.0,,1.0,26.0,127.0,39.0,79.0,9.0,2.0,
COLORADO - Nonmetropolitan Counties,Montrose,25.0,0.0,5.0,,0.0,20.0,176.0,64.0,98.0,14.0,0.0,
COLORADO - Nonmetropolitan Counties,Morgan,17.0,0.0,3.0,,0.0,14.0,148.0,22.0,111.0,15.0,1.0,
COLORADO - Nonmetropolitan Counties,Ouray,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
COLORADO - Nonmetropolitan Counties,Pitkin,0.0,0.0,0.0,,0.0,0.0,32.0,1.0,30.0,1.0,0.0,
COLORADO - Nonmetropolitan Counties,Prowers,3.0,0.0,0.0,,0.0,3.0,40.0,8.0,28.0,4.0,0.0,
COLORADO - Nonmetropolitan Counties,Rio Blanco,3.0,0.0,0.0,,0.0,3.0,30.0,2.0,24.0,4.0,0.0,
COLORADO - Nonmetropolitan Counties,Rio Grande,3.0,0.0,1.0,,0.0,2.0,5.0,2.0,3.0,0.0,0.0,
COLORADO - Nonmetropolitan Counties,Routt,5.0,1.0,1.0,,0.0,3.0,44.0,11.0,30.0,3.0,0.0,
COLORADO - Nonmetropolitan Counties,Saguache,10.0,0.0,3.0,,0.0,7.0,50.0,19.0,30.0,1.0,0.0,
COLORADO - Nonmetropolitan Counties,San Juan,3.0,0.0,0.0,,0.0,3.0,11.0,1.0,9.0,1.0,0.0,
COLORADO - Nonmetropolitan Counties,San Miguel,0.0,0.0,0.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,
COLORADO - Nonmetropolitan Counties,Sedgwick,1.0,0.0,0.0,,0.0,1.0,13.0,4.0,9.0,0.0,1.0,
COLORADO - Nonmetropolitan Counties,Summit,26.0,1.0,9.0,,1.0,15.0,258.0,28.0,216.0,14.0,1.0,
COLORADO - Nonmetropolitan Counties,Washington,5.0,0.0,0.0,,0.0,5.0,96.0,16.0,75.0,5.0,1.0,
DELAWARE - Metropolitan Counties,New Castle County Police Department,983.0,9.0,101.0,,202.0,671.0,5623.0,1529.0,3736.0,358.0,5.0,
FLORIDA - Metropolitan Counties,Alachua,534.0,3.0,45.0,,75.0,411.0,2046.0,626.0,1336.0,84.0,10.0,
FLORIDA - Metropolitan Counties,Baker,94.0,0.0,0.0,,4.0,90.0,368.0,98.0,256.0,14.0,0.0,
FLORIDA - Metropolitan Counties,Bay,329.0,4.0,47.0,,52.0,226.0,2386.0,488.0,1749.0,149.0,5.0,
FLORIDA - Metropolitan Counties,Brevard,893.0,3.0,116.0,,119.0,655.0,4980.0,1246.0,3535.0,199.0,13.0,
FLORIDA - Metropolitan Counties,Broward,272.0,4.0,19.0,,74.0,175.0,913.0,198.0,672.0,43.0,5.0,
FLORIDA - Metropolitan Counties,Charlotte,369.0,1.0,37.0,,33.0,298.0,3113.0,748.0,2255.0,110.0,5.0,
FLORIDA - Metropolitan Counties,Citrus,528.0,5.0,45.0,,65.0,413.0,2649.0,631.0,1911.0,107.0,21.0,
FLORIDA - Metropolitan Counties,Clay,564.0,2.0,54.0,,77.0,431.0,3536.0,657.0,2755.0,124.0,28.0,
FLORIDA - Metropolitan Counties,Collier,741.0,12.0,73.0,,107.0,549.0,4505.0,989.0,3301.0,215.0,20.0,
FLORIDA - Metropolitan Counties,Escambia,1786.0,23.0,135.0,,370.0,1258.0,11018.0,2776.0,7588.0,654.0,28.0,
FLORIDA - Metropolitan Counties,Flagler,210.0,3.0,20.0,,43.0,144.0,1658.0,415.0,1185.0,58.0,10.0,
FLORIDA - Metropolitan Counties,Gadsden,108.0,2.0,6.0,,10.0,90.0,425.0,193.0,214.0,18.0,3.0,
FLORIDA - Metropolitan Counties,Gilchrist,31.0,1.0,1.0,,2.0,27.0,134.0,49.0,81.0,4.0,0.0,
FLORIDA - Metropolitan Counties,Gulf,70.0,0.0,4.0,,0.0,66.0,299.0,121.0,159.0,19.0,0.0,
FLORIDA - Metropolitan Counties,Hernando,468.0,9.0,45.0,,57.0,357.0,3664.0,1013.0,2485.0,166.0,12.0,
FLORIDA - Metropolitan Counties,Highlands,283.0,2.0,19.0,,41.0,221.0,2326.0,722.0,1483.0,121.0,7.0,
FLORIDA - Metropolitan Counties,Hillsborough,1990.0,33.0,165.0,,472.0,1320.0,16864.0,4080.0,11840.0,944.0,23.0,
FLORIDA - Metropolitan Counties,Indian River,307.0,2.0,24.0,,29.0,252.0,1918.0,476.0,1378.0,64.0,5.0,
FLORIDA - Metropolitan Counties,Jefferson,84.0,0.0,6.0,,1.0,77.0,103.0,45.0,50.0,8.0,0.0,
FLORIDA - Metropolitan Counties,Lake,424.0,1.0,64.0,,39.0,320.0,2824.0,876.0,1787.0,161.0,8.0,
FLORIDA - Metropolitan Counties,Lee,1223.0,12.0,94.0,,351.0,766.0,8361.0,2527.0,5344.0,490.0,29.0,
FLORIDA - Metropolitan Counties,Leon,398.0,3.0,26.0,,31.0,338.0,2509.0,639.0,1786.0,84.0,13.0,
FLORIDA - Metropolitan Counties,Manatee,1467.0,3.0,174.0,,247.0,1043.0,7858.0,2043.0,5500.0,315.0,25.0,
FLORIDA - Metropolitan Counties,Marion,1093.0,11.0,122.0,,66.0,894.0,3849.0,1248.0,2384.0,217.0,4.0,
FLORIDA - Metropolitan Counties,Martin,222.0,0.0,14.0,,50.0,158.0,2575.0,623.0,1847.0,105.0,3.0,
FLORIDA - Metropolitan Counties,Miami-Dade,6057.0,87.0,448.0,,1861.0,3661.0,40043.0,7094.0,29686.0,3263.0,63.0,
FLORIDA - Metropolitan Counties,Nassau,51.0,1.0,2.0,,6.0,42.0,902.0,257.0,601.0,44.0,16.0,
FLORIDA - Metropolitan Counties,Okaloosa,575.0,2.0,63.0,,58.0,452.0,2708.0,524.0,2083.0,101.0,4.0,
FLORIDA - Metropolitan Counties,Orange,5244.0,49.0,443.0,,1416.0,3336.0,27472.0,7910.0,17562.0,2000.0,0.0,
FLORIDA - Metropolitan Counties,Osceola,725.0,2.0,49.0,,74.0,600.0,4830.0,1519.0,3135.0,176.0,0.0,
FLORIDA - Metropolitan Counties,Palm Beach,2021.0,25.0,213.0,,494.0,1289.0,13900.0,3685.0,9126.0,1089.0,59.0,
FLORIDA - Metropolitan Counties,Pasco,1141.0,20.0,122.0,,197.0,802.0,10199.0,2864.0,6807.0,528.0,63.0,
FLORIDA - Metropolitan Counties,Pinellas,1016.0,6.0,123.0,,140.0,747.0,5742.0,1422.0,4050.0,270.0,22.0,
FLORIDA - Metropolitan Counties,Polk,1326.0,8.0,73.0,,147.0,1098.0,7922.0,2693.0,4689.0,540.0,79.0,
FLORIDA - Metropolitan Counties,Santa Rosa,171.0,3.0,27.0,,13.0,128.0,1687.0,474.0,1135.0,78.0,8.0,
FLORIDA - Metropolitan Counties,Sarasota,561.0,3.0,26.0,,91.0,441.0,5794.0,1366.0,4237.0,191.0,3.0,
FLORIDA - Metropolitan Counties,Seminole,578.0,1.0,42.0,,58.0,477.0,3305.0,923.0,2231.0,151.0,1.0,
FLORIDA - Metropolitan Counties,St. Johns,428.0,2.0,9.0,,34.0,383.0,3199.0,683.0,2393.0,123.0,4.0,
FLORIDA - Metropolitan Counties,St. Lucie,298.0,7.0,18.0,,20.0,253.0,1714.0,545.0,1077.0,92.0,13.0,
FLORIDA - Metropolitan Counties,Sumter,128.0,1.0,13.0,,11.0,103.0,778.0,257.0,477.0,44.0,1.0,
FLORIDA - Metropolitan Counties,Volusia,628.0,9.0,72.0,,76.0,471.0,4731.0,1390.0,3076.0,265.0,29.0,
FLORIDA - Metropolitan Counties,Wakulla,77.0,0.0,10.0,,4.0,63.0,560.0,102.0,435.0,23.0,3.0,
FLORIDA - Metropolitan Counties,Walton,172.0,3.0,10.0,,4.0,155.0,1173.0,283.0,820.0,70.0,6.0,
FLORIDA - Nonmetropolitan Counties,Bradford,85.0,0.0,7.0,,6.0,72.0,191.0,96.0,83.0,12.0,0.0,
FLORIDA - Nonmetropolitan Counties,Calhoun,12.0,1.0,8.0,,0.0,3.0,17.0,7.0,9.0,1.0,1.0,
FLORIDA - Nonmetropolitan Counties,Columbia,280.0,4.0,9.0,,16.0,251.0,1222.0,544.0,638.0,40.0,7.0,
FLORIDA - Nonmetropolitan Counties,DeSoto,103.0,0.0,4.0,,12.0,87.0,615.0,227.0,371.0,17.0,0.0,
FLORIDA - Nonmetropolitan Counties,Dixie,60.0,1.0,6.0,,5.0,48.0,397.0,185.0,203.0,9.0,7.0,
FLORIDA - Nonmetropolitan Counties,Franklin,27.0,0.0,5.0,,4.0,18.0,144.0,75.0,58.0,11.0,6.0,
FLORIDA - Nonmetropolitan Counties,Glades,42.0,0.0,3.0,,1.0,38.0,159.0,50.0,105.0,4.0,0.0,
FLORIDA - Nonmetropolitan Counties,Hamilton,47.0,1.0,6.0,,1.0,39.0,254.0,117.0,117.0,20.0,1.0,
FLORIDA - Nonmetropolitan Counties,Hardee,47.0,1.0,10.0,,2.0,34.0,474.0,139.0,312.0,23.0,0.0,
FLORIDA - Nonmetropolitan Counties,Hendry,219.0,2.0,13.0,,17.0,187.0,896.0,444.0,402.0,50.0,4.0,
FLORIDA - Nonmetropolitan Counties,Holmes,61.0,0.0,1.0,,3.0,57.0,228.0,83.0,130.0,15.0,0.0,
FLORIDA - Nonmetropolitan Counties,Jackson,112.0,1.0,12.0,,6.0,93.0,505.0,117.0,362.0,26.0,0.0,
FLORIDA - Nonmetropolitan Counties,Lafayette,29.0,0.0,1.0,,2.0,26.0,25.0,13.0,12.0,0.0,0.0,
FLORIDA - Nonmetropolitan Counties,Liberty,12.0,0.0,0.0,,3.0,9.0,53.0,19.0,33.0,1.0,0.0,
FLORIDA - Nonmetropolitan Counties,Madison,104.0,0.0,4.0,,2.0,98.0,211.0,60.0,147.0,4.0,2.0,
FLORIDA - Nonmetropolitan Counties,Monroe,212.0,2.0,15.0,,15.0,180.0,1496.0,302.0,1144.0,50.0,3.0,
FLORIDA - Nonmetropolitan Counties,Okeechobee,128.0,3.0,14.0,,17.0,94.0,1102.0,314.0,760.0,28.0,1.0,
FLORIDA - Nonmetropolitan Counties,Putnam,327.0,2.0,13.0,,31.0,281.0,1691.0,559.0,1051.0,81.0,3.0,
FLORIDA - Nonmetropolitan Counties,Suwannee,107.0,3.0,7.0,,7.0,90.0,459.0,133.0,316.0,10.0,3.0,
FLORIDA - Nonmetropolitan Counties,Taylor,74.0,1.0,12.0,,1.0,60.0,158.0,69.0,82.0,7.0,0.0,
FLORIDA - Nonmetropolitan Counties,Union,53.0,3.0,2.0,,2.0,46.0,108.0,39.0,66.0,3.0,0.0,
FLORIDA - Nonmetropolitan Counties,Washington,42.0,0.0,0.0,,6.0,36.0,235.0,93.0,128.0,14.0,0.0,
GEORGIA - Metropolitan Counties,Augusta-Richmond,776.0,18.0,,74.0,456.0,228.0,10708.0,2692.0,7023.0,993.0,62.0,
GEORGIA - Metropolitan Counties,Barrow,250.0,2.0,,10.0,7.0,231.0,1104.0,312.0,726.0,66.0,10.0,
GEORGIA - Metropolitan Counties,Bibb,211.0,1.0,,21.0,64.0,125.0,2597.0,496.0,1881.0,220.0,12.0,
GEORGIA - Metropolitan Counties,Brantley,23.0,0.0,,1.0,7.0,15.0,438.0,188.0,241.0,9.0,0.0,
GEORGIA - Metropolitan Counties,Brooks,12.0,1.0,,0.0,1.0,10.0,218.0,54.0,139.0,25.0,0.0,
GEORGIA - Metropolitan Counties,Burke,109.0,2.0,,0.0,0.0,107.0,483.0,144.0,310.0,29.0,0.0,
GEORGIA - Metropolitan Counties,Butts,32.0,0.0,,3.0,4.0,25.0,383.0,109.0,237.0,37.0,0.0,
GEORGIA - Metropolitan Counties,Carroll,107.0,2.0,,21.0,6.0,78.0,1589.0,567.0,895.0,127.0,4.0,
GEORGIA - Metropolitan Counties,Catoosa,84.0,0.0,,6.0,7.0,71.0,1002.0,196.0,685.0,121.0,,
GEORGIA - Metropolitan Counties,Chattahoochee,0.0,0.0,,0.0,0.0,0.0,27.0,23.0,3.0,1.0,0.0,
GEORGIA - Metropolitan Counties,Cherokee,100.0,3.0,,12.0,17.0,68.0,1758.0,487.0,1156.0,115.0,5.0,
GEORGIA - Metropolitan Counties,Clarke,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
GEORGIA - Metropolitan Counties,Clayton,16.0,0.0,,0.0,1.0,15.0,6.0,0.0,2.0,4.0,0.0,
GEORGIA - Metropolitan Counties,Clayton County Police Department,1147.0,29.0,,82.0,464.0,572.0,8453.0,3175.0,4077.0,1201.0,29.0,
GEORGIA - Metropolitan Counties,Cobb,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
GEORGIA - Metropolitan Counties,Cobb County Police Department,991.0,20.0,,78.0,419.0,474.0,10772.0,2625.0,7301.0,846.0,35.0,
GEORGIA - Metropolitan Counties,Columbia,58.0,1.0,,11.0,17.0,29.0,2054.0,287.0,1695.0,72.0,6.0,
GEORGIA - Metropolitan Counties,Coweta,99.0,0.0,,9.0,24.0,66.0,1603.0,450.0,1057.0,96.0,5.0,
GEORGIA - Metropolitan Counties,Crawford,28.0,1.0,,2.0,2.0,23.0,348.0,98.0,228.0,22.0,0.0,
GEORGIA - Metropolitan Counties,Dade,59.0,0.0,,0.0,2.0,57.0,121.0,50.0,71.0,0.0,,
GEORGIA - Metropolitan Counties,Dawson,18.0,0.0,,0.0,1.0,17.0,458.0,77.0,353.0,28.0,3.0,
GEORGIA - Metropolitan Counties,DeKalb County Police Department,3298.0,60.0,,130.0,1846.0,1262.0,29757.0,9227.0,16524.0,4006.0,173.0,
GEORGIA - Metropolitan Counties,Dougherty,7.0,0.0,,6.0,0.0,1.0,103.0,3.0,97.0,3.0,0.0,
GEORGIA - Metropolitan Counties,Douglas,222.0,2.0,,16.0,50.0,154.0,1704.0,428.0,1124.0,152.0,4.0,
GEORGIA - Metropolitan Counties,Echols,4.0,0.0,,1.0,0.0,3.0,7.0,0.0,7.0,0.0,0.0,
GEORGIA - Metropolitan Counties,Effingham,32.0,2.0,,7.0,7.0,16.0,254.0,173.0,51.0,30.0,,
GEORGIA - Metropolitan Counties,Fayette,35.0,2.0,,4.0,9.0,20.0,617.0,242.0,346.0,29.0,3.0,
GEORGIA - Metropolitan Counties,Floyd,35.0,2.0,,1.0,1.0,31.0,110.0,18.0,88.0,4.0,,
GEORGIA - Metropolitan Counties,Forsyth,107.0,0.0,,12.0,10.0,85.0,1542.0,370.0,1124.0,48.0,2.0,
GEORGIA - Metropolitan Counties,Fulton,1.0,0.0,,0.0,1.0,0.0,14.0,0.0,14.0,0.0,,
GEORGIA - Metropolitan Counties,Fulton County Police Department,874.0,18.0,,38.0,453.0,365.0,5713.0,1641.0,3306.0,766.0,7.0,
GEORGIA - Metropolitan Counties,Glynn County Police Department5,,4.0,,12.0,58.0,,2412.0,574.0,1746.0,92.0,2.0,
GEORGIA - Metropolitan Counties,Gwinnett County Police Department,1473.0,23.0,,153.0,652.0,645.0,14681.0,3653.0,9851.0,1177.0,49.0,
GEORGIA - Metropolitan Counties,Hall,162.0,6.0,,23.0,26.0,107.0,2272.0,643.0,1420.0,209.0,6.0,
GEORGIA - Metropolitan Counties,Haralson,146.0,0.0,,1.0,2.0,143.0,382.0,140.0,212.0,30.0,,
GEORGIA - Metropolitan Counties,Harris,16.0,0.0,,2.0,5.0,9.0,261.0,64.0,183.0,14.0,0.0,
GEORGIA - Metropolitan Counties,Heard,11.0,0.0,,1.0,1.0,9.0,163.0,43.0,97.0,23.0,0.0,
GEORGIA - Metropolitan Counties,Henry,13.0,0.0,,0.0,1.0,12.0,208.0,0.0,207.0,1.0,0.0,
GEORGIA - Metropolitan Counties,Henry County Police Department,284.0,5.0,,19.0,119.0,141.0,4347.0,1192.0,2787.0,368.0,10.0,
GEORGIA - Metropolitan Counties,Jasper,23.0,0.0,,0.0,0.0,23.0,118.0,37.0,78.0,3.0,0.0,
GEORGIA - Metropolitan Counties,Jones,12.0,0.0,,1.0,2.0,9.0,412.0,87.0,300.0,25.0,1.0,
GEORGIA - Metropolitan Counties,Lamar,9.0,0.0,,1.0,0.0,8.0,241.0,60.0,173.0,8.0,3.0,
GEORGIA - Metropolitan Counties,Lanier,34.0,0.0,,0.0,1.0,33.0,172.0,47.0,123.0,2.0,0.0,
GEORGIA - Metropolitan Counties,Lee,92.0,0.0,,2.0,11.0,79.0,884.0,159.0,707.0,18.0,1.0,
GEORGIA - Metropolitan Counties,Liberty,77.0,2.0,,4.0,5.0,66.0,333.0,101.0,211.0,21.0,,
GEORGIA - Metropolitan Counties,Lincoln,22.0,2.0,,0.0,0.0,20.0,173.0,42.0,124.0,7.0,0.0,
GEORGIA - Metropolitan Counties,Madison,38.0,0.0,,4.0,3.0,31.0,673.0,198.0,428.0,47.0,9.0,
GEORGIA - Metropolitan Counties,Marion,1.0,0.0,,0.0,0.0,1.0,17.0,9.0,6.0,2.0,0.0,
GEORGIA - Metropolitan Counties,McDuffie,17.0,1.0,,0.0,6.0,10.0,280.0,106.0,145.0,29.0,0.0,
GEORGIA - Metropolitan Counties,McIntosh,23.0,0.0,,2.0,8.0,13.0,288.0,86.0,189.0,13.0,2.0,
GEORGIA - Metropolitan Counties,Meriwether,52.0,2.0,,4.0,5.0,41.0,413.0,116.0,275.0,22.0,0.0,
GEORGIA - Metropolitan Counties,Monroe,35.0,2.0,,1.0,3.0,29.0,386.0,105.0,255.0,26.0,1.0,
GEORGIA - Metropolitan Counties,Morgan,8.0,0.0,,0.0,1.0,7.0,168.0,47.0,114.0,7.0,,
GEORGIA - Metropolitan Counties,Murray,70.0,0.0,,6.0,2.0,62.0,779.0,125.0,592.0,62.0,,
GEORGIA - Metropolitan Counties,Muscogee,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
GEORGIA - Metropolitan Counties,Newton,347.0,1.0,,11.0,37.0,298.0,1838.0,825.0,835.0,178.0,,
GEORGIA - Metropolitan Counties,Oconee,32.0,0.0,,2.0,0.0,30.0,465.0,71.0,379.0,15.0,,
GEORGIA - Metropolitan Counties,Oglethorpe,44.0,0.0,,1.0,0.0,43.0,354.0,87.0,260.0,7.0,4.0,
GEORGIA - Metropolitan Counties,Paulding,172.0,1.0,,23.0,24.0,124.0,2296.0,545.0,1489.0,262.0,14.0,
GEORGIA - Metropolitan Counties,Peach,16.0,0.0,,1.0,0.0,15.0,315.0,84.0,212.0,19.0,,
GEORGIA - Metropolitan Counties,Pickens,45.0,0.0,,1.0,0.0,44.0,468.0,110.0,338.0,20.0,,
GEORGIA - Metropolitan Counties,Pike,9.0,0.0,,2.0,1.0,6.0,243.0,50.0,188.0,5.0,0.0,
GEORGIA - Metropolitan Counties,Pulaski,44.0,0.0,,1.0,6.0,37.0,204.0,75.0,127.0,2.0,,
GEORGIA - Metropolitan Counties,Rockdale,208.0,2.0,,7.0,40.0,159.0,2259.0,609.0,1485.0,165.0,,
GEORGIA - Metropolitan Counties,Spalding,113.0,0.0,,9.0,29.0,75.0,1548.0,460.0,916.0,172.0,0.0,
GEORGIA - Metropolitan Counties,Terrell,19.0,0.0,,0.0,1.0,18.0,82.0,29.0,48.0,5.0,,
GEORGIA - Metropolitan Counties,Twiggs,8.0,1.0,,0.0,1.0,6.0,126.0,43.0,75.0,8.0,2.0,
GEORGIA - Metropolitan Counties,Walton,57.0,0.0,,8.0,3.0,46.0,810.0,234.0,503.0,73.0,0.0,
GEORGIA - Metropolitan Counties,Whitfield,189.0,2.0,,19.0,15.0,153.0,1582.0,504.0,978.0,100.0,,
GEORGIA - Metropolitan Counties,Worth,31.0,0.0,,1.0,0.0,30.0,232.0,68.0,145.0,19.0,,
GEORGIA - Nonmetropolitan Counties,Baldwin,222.0,1.0,,4.0,8.0,209.0,675.0,203.0,450.0,22.0,,
GEORGIA - Nonmetropolitan Counties,Banks,15.0,0.0,,0.0,3.0,12.0,507.0,103.0,384.0,20.0,,
GEORGIA - Nonmetropolitan Counties,Berrien,9.0,0.0,,3.0,1.0,5.0,147.0,43.0,98.0,6.0,0.0,
GEORGIA - Nonmetropolitan Counties,Bleckley,25.0,0.0,,0.0,2.0,23.0,150.0,57.0,90.0,3.0,1.0,
GEORGIA - Nonmetropolitan Counties,Bulloch,20.0,1.0,,3.0,3.0,13.0,463.0,126.0,309.0,28.0,2.0,
GEORGIA - Nonmetropolitan Counties,Camden,51.0,1.0,,1.0,3.0,46.0,309.0,81.0,224.0,4.0,1.0,
GEORGIA - Nonmetropolitan Counties,Charlton,2.0,0.0,,1.0,0.0,1.0,86.0,19.0,56.0,11.0,0.0,
GEORGIA - Nonmetropolitan Counties,Clay,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GEORGIA - Nonmetropolitan Counties,Clinch,6.0,0.0,,0.0,1.0,5.0,58.0,25.0,27.0,6.0,,
GEORGIA - Nonmetropolitan Counties,Coffee,61.0,1.0,,7.0,12.0,41.0,784.0,184.0,551.0,49.0,6.0,
GEORGIA - Nonmetropolitan Counties,Cook,9.0,1.0,,1.0,0.0,7.0,99.0,49.0,42.0,8.0,,
GEORGIA - Nonmetropolitan Counties,Crisp,8.0,0.0,,0.0,0.0,8.0,356.0,66.0,282.0,8.0,0.0,
GEORGIA - Nonmetropolitan Counties,Decatur,41.0,0.0,,1.0,2.0,38.0,262.0,101.0,158.0,3.0,2.0,
GEORGIA - Nonmetropolitan Counties,Dodge,26.0,2.0,,1.0,5.0,18.0,411.0,151.0,247.0,13.0,0.0,
GEORGIA - Nonmetropolitan Counties,Dooly,5.0,0.0,,0.0,3.0,2.0,93.0,23.0,66.0,4.0,0.0,
GEORGIA - Nonmetropolitan Counties,Early,23.0,0.0,,0.0,1.0,22.0,90.0,36.0,48.0,6.0,0.0,
GEORGIA - Nonmetropolitan Counties,Elbert,21.0,0.0,,4.0,1.0,16.0,425.0,130.0,261.0,34.0,0.0,
GEORGIA - Nonmetropolitan Counties,Emanuel,5.0,1.0,,1.0,0.0,3.0,316.0,124.0,166.0,26.0,0.0,
GEORGIA - Nonmetropolitan Counties,Fannin,39.0,1.0,,5.0,4.0,29.0,300.0,94.0,187.0,19.0,8.0,
GEORGIA - Nonmetropolitan Counties,Franklin,7.0,0.0,,0.0,3.0,4.0,321.0,134.0,171.0,16.0,1.0,
GEORGIA - Nonmetropolitan Counties,Gilmer,47.0,0.0,,1.0,0.0,46.0,333.0,100.0,213.0,20.0,0.0,
GEORGIA - Nonmetropolitan Counties,Gordon,128.0,0.0,,10.0,3.0,115.0,798.0,218.0,540.0,40.0,0.0,
GEORGIA - Nonmetropolitan Counties,Grady,40.0,0.0,,0.0,2.0,38.0,221.0,79.0,128.0,14.0,,
GEORGIA - Nonmetropolitan Counties,Greene,10.0,0.0,,0.0,0.0,10.0,180.0,42.0,137.0,1.0,0.0,
GEORGIA - Nonmetropolitan Counties,Habersham,39.0,0.0,,4.0,2.0,33.0,470.0,183.0,253.0,34.0,0.0,
GEORGIA - Nonmetropolitan Counties,Hancock,0.0,0.0,,0.0,0.0,0.0,58.0,16.0,39.0,3.0,0.0,
GEORGIA - Nonmetropolitan Counties,Hart,71.0,0.0,,0.0,1.0,70.0,562.0,194.0,343.0,25.0,,
GEORGIA - Nonmetropolitan Counties,Irwin,10.0,0.0,,0.0,1.0,9.0,128.0,37.0,81.0,10.0,0.0,
GEORGIA - Nonmetropolitan Counties,Jackson,41.0,0.0,,2.0,4.0,35.0,784.0,135.0,597.0,52.0,,
GEORGIA - Nonmetropolitan Counties,Jeff Davis,64.0,0.0,,0.0,2.0,62.0,209.0,46.0,141.0,22.0,0.0,
GEORGIA - Nonmetropolitan Counties,Jefferson,26.0,2.0,,1.0,2.0,21.0,101.0,55.0,38.0,8.0,0.0,
GEORGIA - Nonmetropolitan Counties,Laurens,22.0,4.0,,3.0,3.0,12.0,597.0,193.0,389.0,15.0,0.0,
GEORGIA - Nonmetropolitan Counties,Macon,0.0,0.0,,0.0,0.0,0.0,84.0,40.0,41.0,3.0,0.0,
GEORGIA - Nonmetropolitan Counties,Mitchell,28.0,2.0,,0.0,2.0,24.0,223.0,60.0,156.0,7.0,0.0,
GEORGIA - Nonmetropolitan Counties,Pierce,19.0,0.0,,1.0,0.0,18.0,98.0,63.0,24.0,11.0,0.0,
GEORGIA - Nonmetropolitan Counties,Polk,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
GEORGIA - Nonmetropolitan Counties,Polk County Police Department,38.0,0.0,,2.0,7.0,29.0,672.0,225.0,383.0,64.0,4.0,
GEORGIA - Nonmetropolitan Counties,Putnam,72.0,0.0,,6.0,0.0,66.0,350.0,87.0,252.0,11.0,3.0,
GEORGIA - Nonmetropolitan Counties,Rabun,9.0,0.0,,1.0,1.0,7.0,271.0,57.0,206.0,8.0,0.0,
GEORGIA - Nonmetropolitan Counties,Randolph,42.0,0.0,,1.0,0.0,41.0,67.0,30.0,37.0,0.0,,
GEORGIA - Nonmetropolitan Counties,Schley,4.0,0.0,,0.0,1.0,3.0,28.0,9.0,18.0,1.0,0.0,
GEORGIA - Nonmetropolitan Counties,Screven,55.0,0.0,,1.0,12.0,42.0,269.0,102.0,147.0,20.0,,
GEORGIA - Nonmetropolitan Counties,Seminole,17.0,4.0,,1.0,1.0,11.0,57.0,24.0,31.0,2.0,,
GEORGIA - Nonmetropolitan Counties,Stephens,29.0,0.0,,3.0,5.0,21.0,444.0,126.0,297.0,21.0,0.0,
GEORGIA - Nonmetropolitan Counties,Sumter,14.0,1.0,,2.0,0.0,11.0,305.0,119.0,174.0,12.0,0.0,
